table_a,table_b,key_label,tier,distinct_a,distinct_b,overlap_count,coverage_a_pct,coverage_b_pct,already_in_spine_connect_edges
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_5D84AF2604,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,65,6,1,1.54,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_65984ADFBA,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,958,23,3,0.31,13.04,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_65984ADFBA,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,958,27,2,0.21,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_65984ADFBA,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,958,6,2,0.21,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_664D252729,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,736,27,3,0.41,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_664D252729,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,736,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_69487E016F,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,399,23,1,0.25,4.35,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_69487E016F,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,399,27,1,0.25,3.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_69487E016F,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,399,6,1,0.25,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6A79648A77,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,749,6,1,0.13,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,DOCKET,STRONG,53,65,1,1.89,1.54,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,53,30,2,3.77,6.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,53,27,2,3.77,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,53,144,3,5.66,2.08,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_E9360F6C40,DOCKET,STRONG,53,279,1,1.89,0.36,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6E966EDC1B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,53,6,2,3.77,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_70CEDCB206,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,745,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_726A6C58E2,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,765,23,3,0.39,13.04,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_726A6C58E2,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,765,6,3,0.39,50.0,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7672DB717A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,1002,6,1,0.1,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_78A99CB261,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,958,23,3,0.31,13.04,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_78A99CB261,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,958,27,2,0.21,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_78A99CB261,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,958,6,2,0.21,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7B6232F22D,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,578,6,2,0.35,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7E21327FCB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,94,23,2,2.13,8.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7E21327FCB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,DOCKET,STRONG,94,65,2,2.13,3.08,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7E21327FCB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,94,30,2,2.13,6.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7E21327FCB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,94,27,2,2.13,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7E21327FCB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,94,6,2,2.13,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7F7E374C68,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,721,27,3,0.42,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7F7E374C68,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,721,6,2,0.28,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_81514E21D3,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,755,6,1,0.13,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_81EB8BA37C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,575,27,1,0.17,3.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_81EB8BA37C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,575,6,1,0.17,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_821C8A43B1,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,1118,6,2,0.18,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_82607FBFC9,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,DOCKET,STRONG,1070,23,2,0.19,8.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_82607FBFC9,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,1070,27,1,0.09,3.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_82607FBFC9,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,1070,6,1,0.09,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_86A898EF77,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,652,6,2,0.31,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_89DF24D316,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,1002,6,1,0.1,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AB8EAF3DF,DOCKET,STRONG,23,846,2,8.7,0.24,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,DOCKET,STRONG,23,65,1,4.35,1.54,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_97B5E23500,DOCKET,STRONG,23,950,2,8.7,0.21,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,DOCKET,STRONG,23,52,1,4.35,1.92,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A54A25CA53,DOCKET,STRONG,23,650,2,8.7,0.31,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CF1942A6CE,DOCKET,STRONG,23,950,2,8.7,0.21,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,23,144,3,13.04,2.08,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_E9360F6C40,DOCKET,STRONG,23,279,1,4.35,0.36,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F5DCF594AF,DOCKET,STRONG,23,697,5,21.74,0.72,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,23,6,2,8.7,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AAD75BF85,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F9376D5072,DOCKET,STRONG,23,951,2,8.7,0.21,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AB8EAF3DF,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,846,30,1,0.12,3.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_8AB8EAF3DF,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,846,6,1,0.12,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_90C091B01B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,977,6,1,0.1,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_90CC86DC8C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,748,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,DOCKET,STRONG,65,52,1,1.54,1.92,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,65,30,1,1.54,3.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,65,27,1,1.54,3.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,65,144,3,4.62,2.08,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EC706EAD4C,DOCKET,STRONG,65,128,2,3.08,1.56,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_95246841CB,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,65,6,1,1.54,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_97B5E23500,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,950,27,1,0.11,3.7,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_97B5E23500,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,950,6,1,0.11,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A937D836B3,DOCKET,STRONG,52,744,2,3.85,0.27,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,52,30,1,1.92,3.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,52,27,2,3.85,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,52,144,1,1.92,0.69,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A0293B412C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,52,6,1,1.92,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A40FB2876B,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,669,6,2,0.3,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A54A25CA53,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,DOCKET,STRONG,650,30,2,0.31,6.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A54A25CA53,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,650,6,2,0.31,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A937D836B3,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,744,6,1,0.13,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A94D7DFBCF,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,675,6,2,0.3,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_AD408FDF6D,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,669,6,2,0.3,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B15AE2B075,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,1452,6,1,0.07,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,30,144,2,6.67,1.39,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_DB600D27AE,DOCKET,STRONG,30,556,2,6.67,0.36,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EC706EAD4C,DOCKET,STRONG,30,128,2,6.67,1.56,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B44EAD49D6,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,30,6,2,6.67,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B64E31A541,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,375,6,2,0.53,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B77E902275,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,868,6,2,0.23,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B8BE43CF1C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,738,27,2,0.27,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_B8BE43CF1C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,738,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_BADE778B92,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,DOCKET,STRONG,720,27,2,0.28,7.41,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_BADE778B92,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,720,6,2,0.28,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_BDA54FB1D9,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,841,6,2,0.24,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_C92A89BB0D,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,748,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDD4037DF8,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,662,6,2,0.3,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CF1942A6CE,DOCKET,STRONG,27,950,1,3.7,0.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,DOCKET,STRONG,27,144,2,7.41,1.39,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_E9360F6C40,DOCKET,STRONG,27,279,1,3.7,0.36,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D,DOCKET,STRONG,27,742,3,11.11,0.4,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F5DCF594AF,DOCKET,STRONG,27,697,3,11.11,0.43,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,27,6,2,7.41,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CDFFE1002A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F9376D5072,DOCKET,STRONG,27,951,1,3.7,0.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CF1942A6CE,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,950,6,1,0.11,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_CF31C19A20,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,289,6,1,0.35,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_D4FFB81E01,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,144,6,2,1.39,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_E9360F6C40,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,279,6,1,0.36,16.67,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EAB8D87A4D,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,742,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EC706EAD4C,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,128,6,2,1.56,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_EE2E5DB309,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,733,6,2,0.27,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F5DCF594AF,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,DOCKET,STRONG,697,6,2,0.29,33.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F9376D5072,DOCKET,STRONG,6,951,1,16.67,0.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F970BAADB3,DOCKET,STRONG,6,615,2,33.33,0.33,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_FA71372C44,DOCKET,STRONG,6,752,2,33.33,0.27,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_6A79648A77,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,DOCKET,STRONG,749,9,1,0.13,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7672DB717A,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,DOCKET,STRONG,1002,9,1,0.1,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_7B6232F22D,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,DOCKET,STRONG,578,9,2,0.35,22.22,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_81514E21D3,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,DOCKET,STRONG,755,9,1,0.13,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_89DF24D316,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,DOCKET,STRONG,1002,9,1,0.1,11.11,False
LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_9B42294E74,LIBRARY_RAW.LANDING.PORTAL_ARC_TUCSON_OPEN_DATA_A937D836B3,DOCKET,STRONG,9,744,1,11.11,0.13,False
