YR,ST,FIPS5,REASON,N
2017,LA,22051,none,947
2017,TX,48215,none,1015
2017,GA,13107,none,49
2017,FL,12115,3,509
2015,MO,29051,none,190
2017,VA,51700,7,100
2015,MS,28035,3,87
2015,NC,37183,6,208
2017,NC,37067,none,555
2017,TN,47165,7,128
2017,GA,13021,3,216
2015,NC,37179,4,273
2015,TX,48037,none,297
2016,TX,48439,6,297
2015,GA,13021,4,107
2015,LA,22011,4,23
2015,NC,37119,9,488
2015,FL,12101,9,405
2017,VA,51680,3,124
2016,VA,51710,3,407
2015,LA,22117,none,212
2017,FL,12103,6,166
2016,NC,37001,none,680
2015,FL,12015,none,662
2015,TN,47147,none,270
2017,AR,05113,4,16
2015,NC,37129,none,499
2017,MS,28033,3,238
2017,TX,48341,3,13
2017,NC,37191,none,241
2016,FL,12081,3,537
2017,FL,12081,3,480
2016,NC,37127,none,468
2016,TX,48479,none,806
2017,MO,29145,4,50
2017,GA,13067,2,56
2017,VA,51093,none,80
2017,MO,29183,1,324
2016,AR,05119,3,424
2015,TN,47141,none,269
2016,GA,13129,none,286
2016,NC,37097,3,249
2017,TN,47119,none,393
2015,TX,48027,none,1013
2015,FL,12115,9,247
2017,MN,27139,4,113
2016,TN,47097,none,182
2016,TN,47163,1,134
2017,MN,27123,7,159
2017,MO,29047,1,222
2015,NC,37045,3,173
2015,NC,37139,4,46
2015,GA,13103,none,260
2016,GA,13015,none,529
2017,GA,13103,3,102
2016,TX,48251,3,238
2016,VA,51003,1,112
2015,TX,48199,none,285
2017,TX,48215,7,198
2016,NC,37019,1,233
2017,WV,54043,none,66
2017,FL,12059,3,36
2017,GA,13115,none,261
2017,MN,27131,none,72
2017,AR,05015,none,109
2017,NC,37021,1,327
2015,MS,28145,none,113
2017,GA,13195,none,107
2015,TN,47187,1,287
2017,FL,12117,3,654
2016,VA,51710,1,271
2015,SC,45013,9,107
2017,FL,12021,4,338
2015,GA,13223,3,343
2015,AR,05033,none,219
2016,FL,12053,1,319
2017,FL,12113,3,214
2015,SC,45051,4,553
2017,TX,48157,3,840
2015,GA,13135,4,723
2015,MS,28047,1,158
2015,VA,51095,none,149
2015,VA,51165,1,77
2016,FL,12089,1,150
2015,MN,27003,4,375
2016,SC,45063,4,174
2017,VA,51179,none,299
2017,MN,27141,1,114
2016,NC,37053,3,56
2017,TX,48041,1,184
2017,NC,37151,1,151
2017,NC,37023,none,166
2016,VA,51069,none,386
2017,MS,28085,none,162
2017,FL,12021,3,457
2016,MS,28013,none,60
2015,FL,12003,3,68
2015,MO,29127,3,39
2015,NC,37159,1,136
2015,SC,45007,1,195
2017,NC,37099,4,41
2016,NC,37119,5,195
2015,TX,48357,none,30
2017,TX,48407,1,28
2017,TX,48339,9,211
2016,GA,13057,4,230
2017,LA,22113,none,221
2017,MN,27097,1,29
2015,NC,37011,none,87
2016,MN,27109,none,280
2015,GA,13301,3,15
2017,GA,13051,3,422
2016,NC,37087,none,364
2017,LA,22073,none,543
2016,GA,13215,3,289
2017,VA,51175,3,42
2016,GA,13051,1,340
2017,FL,12099,6,258
2017,AR,05045,none,499
2016,NC,37195,1,62
2015,WV,54011,none,228
2017,WV,54081,3,206
2015,MN,27037,none,823
2015,TN,47107,3,66
2015,GA,13321,3,56
2016,AR,05067,none,102
2017,VA,51179,3,271
2015,TN,47043,none,217
2015,GA,13045,1,113
2017,WV,54003,1,138
2017,GA,13089,9,355
2016,VA,51137,none,190
2015,NC,37001,none,417
2017,NC,37081,3,650
2016,MN,27141,3,157
2016,WV,54061,none,273
2015,LA,22045,4,34
2017,MO,29025,4,7
2016,TX,48037,1,95
2015,GA,13245,7,135
2015,VA,51179,4,174
2015,FL,12031,5,169
2016,TN,47065,3,410
2016,LA,22113,3,62
2016,VA,51137,3,64
2016,SC,45007,7,94
2016,TN,47147,7,42
2016,WV,54033,none,142
2016,FL,12071,2,97
2015,TX,48135,3,307
2017,AR,05007,4,172
2017,TX,48029,5,216
2015,VA,51650,3,347
2016,MO,29037,none,386
2016,TX,48245,7,99
2017,FL,12089,1,128
2017,NC,37167,1,57
2015,SC,45017,none,60
2015,GA,13121,5,159
2016,TX,48453,2,100
2016,VA,51650,1,206
2017,SC,45015,1,322
2015,AR,05053,none,85
2017,TN,47057,none,133
2015,MO,29169,3,39
2017,VA,51760,3,291
2016,FL,12069,6,64
2015,NC,37145,none,106
2016,MO,29091,none,98
2016,LA,22079,3,121
2015,FL,12083,4,306
2016,TX,48053,none,227
2016,TX,48135,3,237
2015,FL,12069,7,285
2016,TX,48273,1,30
2015,AR,05007,4,215
2016,TN,47167,3,82
2017,MN,27097,none,73
2017,FL,12113,1,219
2017,NC,37039,none,84
2017,NC,37071,none,401
2017,GA,13297,1,139
2016,TX,48169,none,25
2015,MS,28113,1,18
2015,SC,45081,3,45
2017,NC,37135,7,58
2017,MO,29213,none,159
2017,FL,12087,7,60
2017,TX,48181,4,82
2017,VA,51087,6,62
2017,MO,29219,none,113
2017,MO,29225,1,33
2016,FL,12035,4,102
2016,TX,48089,1,21
2016,LA,22019,3,244
2015,FL,12109,3,384
2016,NC,37129,7,171
2015,LA,22007,none,139
2015,TX,48485,9,31
2017,VA,51113,3,22
2016,GA,13139,7,137
2016,TX,48439,2,121
2017,SC,45085,3,156
2017,NC,37063,4,190
2017,TN,47179,1,130
2015,SC,45021,none,182
2015,TX,48039,7,224
2015,MO,29091,3,58
2016,MN,27037,6,105
2015,TX,48355,9,163
2016,AR,05007,7,128
2017,MO,29187,none,177
2015,MS,28027,none,87
2017,NC,37025,7,165
2017,TX,48025,none,86
2016,AR,05143,9,41
2015,NC,37157,4,83
2016,VA,51015,1,94
2017,NC,37129,1,300
2015,NC,37139,1,57
2015,AR,05125,1,95
2016,VA,51710,9,162
2017,LA,22043,none,122
2017,MN,27025,none,116
2016,LA,22037,none,176
2015,MO,29165,7,42
2016,MO,29159,1,32
2016,TN,47179,3,133
2017,MS,28045,none,169
2017,FL,12081,4,323
2015,MS,28115,none,118
2017,LA,22121,none,187
2015,GA,13077,3,232
2016,VA,51195,3,53
2016,TX,48187,7,124
2016,LA,22005,1,102
2016,GA,13139,4,121
2015,WV,54081,none,161
2017,MN,27171,7,116
2017,GA,13261,1,18
2015,NC,37085,none,309
2015,VA,51109,3,66
2017,TN,47101,none,40
2016,TX,48073,none,206
2016,AR,05125,7,69
2017,TX,48257,1,240
2016,FL,12069,7,301
2017,MN,27103,1,24
2016,MO,29219,none,131
2015,GA,13313,4,72
2016,VA,51013,7,149
2016,TN,47017,none,126
2016,MO,29097,none,477
2015,FL,12113,4,158
2015,NC,37107,none,123
2015,TX,48339,4,375
2017,TX,48165,none,107
2017,AR,05125,7,42
2015,LA,22051,4,284
2016,GA,13131,none,94
2016,NC,37167,none,262
2016,FL,12069,9,180
2017,MN,27141,9,37
2017,GA,13297,none,212
2016,MO,29029,1,82
2015,NC,37147,1,117
2015,FL,12097,4,308
2017,NC,37031,1,119
2017,VA,51179,7,158
2016,VA,51770,1,112
2016,FL,12085,7,153
2016,NC,37137,none,47
2016,MN,27079,4,46
2017,LA,22075,none,110
2015,TX,48121,1,933
2016,FL,12127,6,120
2015,VA,51067,4,59
2015,AR,05035,none,230
2016,GA,13055,none,118
2016,NC,37053,1,57
2017,FL,12111,9,161
2017,NC,37055,6,18
2015,VA,51087,9,147
2015,LA,22073,3,141
2017,MO,29113,7,28
2017,NC,37135,none,108
2016,TX,48249,1,46
2017,MN,27003,9,140
2015,VA,51740,3,297
2015,TX,48057,none,50
2015,MN,27093,none,48
2017,TN,47187,7,174
2017,VA,51161,9,50
2015,AR,05035,3,134
2015,TX,48141,2,61
2017,TX,48265,none,99
2015,SC,45001,none,80
2017,AR,05089,none,79
2016,MS,28101,none,151
2016,NC,37101,7,130
2016,NC,37077,4,76
2016,WV,54107,none,219
2016,AR,05133,none,45
2015,NC,37025,7,131
2017,GA,13123,none,110
2015,NC,37139,3,82
2016,FL,12091,7,146
2017,TX,48423,3,225
2015,FL,12023,7,44
2016,MS,28081,7,24
2016,MO,29071,4,71
2015,VA,51800,7,83
2015,VA,51095,1,98
2017,TX,48451,none,203
2015,VA,51199,1,81
2015,GA,13113,none,408
2016,TN,47059,9,24
2016,GA,13207,3,54
2015,LA,22023,none,41
2016,AR,05053,none,110
2016,VA,51041,9,207
2015,GA,13077,7,116
2016,NC,37119,2,99
2015,FL,12009,9,333
2017,TN,47155,7,73
2017,FL,12009,6,133
2016,TN,47011,6,20
2017,FL,12097,5,85
2016,GA,13157,1,75
2017,VA,51683,7,30
2016,AR,05143,1,152
2016,LA,22055,4,127
2016,NC,37017,none,187
2016,GA,13139,3,246
2016,LA,22011,4,39
2016,AR,05031,4,59
2015,FL,12071,8,45
2016,LA,22069,none,222
2015,VA,51003,7,58
2017,MO,29183,4,208
2016,VA,51061,7,60
2016,MO,29071,9,42
2015,TX,48441,none,273
2017,TX,48291,9,47
2017,FL,12063,none,227
2015,MN,27109,9,77
2016,GA,13009,7,23
2017,NC,37065,none,241
2015,AR,05045,7,42
2016,MO,29069,none,94
2017,LA,22083,none,93
2015,MO,29187,none,173
2016,MS,28047,9,80
2016,NC,37153,1,37
2016,TX,48419,none,82
2016,TX,48329,1,178
2016,AR,05051,9,45
2015,NC,37101,9,89
2015,MN,27171,7,81
2015,TX,48007,none,75
2016,MO,29097,7,36
2017,FL,12091,3,203
2017,FL,12127,6,115
2015,GA,13117,4,224
2016,FL,12073,3,300
2017,TX,48039,1,373
2016,TX,48399,none,22
2015,MN,27035,1,65
2016,LA,22041,none,73
2017,GA,13113,7,119
2016,MN,27017,3,66
2016,FL,12075,1,50
2015,NC,37025,4,240
2015,LA,22089,none,193
2017,MS,28073,none,247
2017,SC,45047,4,37
2016,TN,47013,1,62
2016,TX,48299,4,28
2016,GA,13019,none,82
2015,VA,51199,3,77
2016,VA,51081,9,6
2016,MN,27061,3,62
2016,TX,48363,3,33
2017,TN,47049,none,56
2015,VA,51019,1,116
2015,FL,12051,3,38
2015,SC,45025,3,67
2015,TN,47033,3,17
2016,TN,47013,3,69
2015,NC,37109,4,100
2017,VA,51510,1,140
2016,VA,51001,3,62
2017,SC,45091,4,212
2015,TX,48037,3,149
2015,NC,37055,1,94
2015,GA,13167,none,28
2015,MN,27139,3,161
2016,FL,12091,6,21
2015,TN,47165,4,116
2016,GA,13185,4,53
2015,TN,47043,4,39
2015,TN,47065,5,47
2016,TN,47071,3,77
2016,TX,48279,3,12
2015,WV,54069,4,34
2016,FL,12053,2,15
2017,LA,22005,3,148
2017,VA,51035,none,83
2015,GA,13173,none,35
2016,MN,27147,none,76
2017,GA,13079,none,52
2016,TX,48363,4,23
2015,FL,12009,6,131
2016,TX,48041,3,133
2017,NC,37197,none,64
2017,SC,45071,4,32
2017,WV,54011,3,126
2016,VA,51185,7,18
2017,GA,13239,none,17
2016,GA,13059,9,33
2015,FL,12013,none,50
2017,AR,05031,3,80
2015,MO,29019,7,63
2015,GA,13129,4,41
2016,SC,45043,none,338
2016,VA,51760,6,56
2015,TX,48477,1,26
2016,SC,45073,3,85
2017,MN,27059,3,52
2015,SC,45079,5,64
2016,TX,48093,none,37
2017,MS,28149,3,68
2015,MO,29047,4,193
2017,NC,37025,4,166
2015,MO,29215,none,65
2016,TX,48329,9,57
2017,SC,45051,2,43
2015,WV,54077,none,108
2015,TN,47129,none,149
2015,TX,48481,1,52
2016,LA,22017,3,256
2015,GA,13035,none,70
2017,SC,45045,6,78
2016,GA,13111,none,191
2015,NC,37049,4,113
2015,MO,29001,4,20
2015,NC,37013,none,130
2015,TX,48215,5,64
2015,NC,37175,7,23
2015,TX,48215,6,99
2015,FL,12007,3,68
2015,FL,12115,7,330
2016,MS,28083,none,90
2017,TX,48057,none,66
2015,GA,13145,none,114
2016,MO,29119,2,4
2015,GA,13153,7,102
2017,AR,05051,1,90
2017,TN,47099,1,34
2016,GA,13119,4,26
2016,MS,28153,none,106
2015,WV,54041,1,18
2015,MS,28111,none,74
2016,FL,12103,6,212
2017,VA,51177,4,150
2015,TN,47047,none,143
2015,GA,13105,none,64
2017,TX,48361,9,25
2017,TN,47013,4,39
2017,FL,12061,4,120
2017,MS,28091,none,182
2015,TX,48485,7,61
2015,AR,05071,none,166
2015,VA,51127,none,71
2015,GA,13085,none,124
2016,NC,37057,3,256
2017,MN,27163,1,282
2017,TX,48329,7,95
2016,MS,28045,3,81
2015,GA,13085,5,7
2015,GA,13093,none,35
2017,GA,13137,none,137
2016,MS,28157,none,74
2017,NC,37133,9,150
2017,FL,12105,9,278
2016,VA,51103,none,54
2017,TX,48363,none,49
2017,MN,27019,3,80
2015,VA,51015,1,80
2015,FL,12105,2,42
2016,TX,48499,2,3
2017,FL,12003,4,19
2016,GA,13113,1,150
2016,SC,45035,9,96
2015,TX,48457,none,68
2016,GA,13255,7,37
2015,NC,37191,3,205
2015,VA,51685,none,48
2016,TN,47087,none,85
2016,FL,12071,5,180
2017,TX,48309,7,74
2016,VA,51149,none,160
2016,VA,51177,9,126
2016,GA,13129,1,45
2016,TN,47079,4,26
2017,NC,37187,none,30
2015,MN,27033,1,15
2017,NC,37059,4,55
2015,MO,29027,9,12
2015,VA,51810,6,95
2015,GA,13089,2,55
2015,SC,45059,7,25
2015,LA,22067,none,106
2016,TX,48091,7,104
2017,AR,05107,none,65
2016,TN,47155,1,196
2015,GA,13183,3,25
2015,LA,22093,1,6
2016,GA,13233,4,22
2017,FL,12119,3,165
2017,VA,51710,9,156
2015,GA,13147,1,20
2016,WV,54039,1,166
2016,MS,28151,none,155
2015,NC,37067,4,339
2015,MN,27109,1,138
2016,GA,13077,4,120
2015,LA,22005,7,65
2015,GA,13029,3,68
2016,TN,47025,none,216
2015,NC,37171,none,206
2016,TN,47123,3,55
2015,NC,37063,7,177
2015,TX,48113,2,109
2015,MN,27099,4,30
2015,GA,13063,5,57
2015,TX,48041,none,432
2017,MO,29009,3,39
2016,FL,12031,2,83
2016,TX,48219,none,76
2015,TN,47187,5,37
2016,GA,13021,4,97
2015,VA,51520,none,34
2016,TX,48087,none,12
2015,VA,51121,4,56
2016,AR,05091,3,58
2015,MS,28101,none,107
2015,TX,48143,3,54
2016,TX,48257,9,79
2016,AR,05053,1,19
2017,GA,13117,3,242
2016,MN,27059,1,61
2015,LA,22073,4,71
2017,GA,13013,3,145
2015,NC,37021,5,36
2017,LA,22125,none,37
2015,TN,47143,none,158
2017,NC,37119,5,150
2016,MO,29099,7,112
2017,AR,05015,5,2
2017,VA,51143,9,22
2016,NC,37125,6,18
2016,VA,51153,5,95
2016,VA,51036,none,44
2015,MO,29186,4,21
2017,TX,48141,2,30
2016,LA,22125,none,76
2016,GA,13051,5,43
2016,WV,54055,none,116
2016,VA,51119,none,50
2017,NC,37045,9,39
2015,GA,13277,none,142
2015,MO,29165,4,97
2015,TX,48415,none,43
2017,GA,13153,5,20
2015,GA,13035,3,59
2015,TX,48015,3,51
2016,MO,29510,6,52
2017,VA,51121,9,24
2016,TN,47001,4,45
2015,MO,29131,none,81
2017,TN,47089,3,102
2016,TN,47149,5,52
2017,AR,05071,1,19
2016,NC,37039,1,45
2017,SC,45091,6,49
2017,MN,27137,3,231
2016,MO,29017,none,55
2017,FL,12117,2,26
2017,TX,48149,7,13
2017,FL,12085,4,133
2017,TN,47069,none,116
2016,NC,37051,7,212
2017,NC,37153,3,59
2017,TX,48497,1,78
2017,SC,45067,none,144
2015,WV,54031,none,51
2016,TX,48291,1,83
2017,GA,13095,1,78
2017,FL,12073,4,150
2016,MS,28005,none,105
2017,TN,47105,none,178
2016,LA,22049,7,7
2017,VA,51069,1,115
2017,SC,45037,3,52
2016,GA,13033,none,112
2015,WV,54087,none,70
2015,TX,48067,3,47
2016,MO,29141,7,13
2017,MS,28117,none,104
2015,GA,13295,7,30
2017,NC,37119,6,187
2015,VA,51127,7,27
2015,TX,48259,none,142
2016,TX,48073,4,38
2017,MO,29107,none,54
2017,LA,22019,4,89
2016,TX,48203,4,27
2017,TX,48355,6,27
2016,AR,05007,4,194
2015,NC,37031,4,141
2015,SC,45017,3,30
2016,TX,48181,9,70
2016,GA,13287,none,44
2016,GA,13097,7,132
2016,VA,51079,7,19
2016,MN,27085,none,118
2017,WV,54091,none,37
2017,TX,48141,5,88
2017,SC,45007,9,61
2017,NC,37147,4,94
2017,NC,37103,none,20
2015,TN,47167,4,51
2017,GA,13143,4,33
2016,MO,29195,none,33
2015,MS,28085,1,19
2015,MO,29145,3,67
2016,TN,47037,2,87
2016,AR,05051,1,99
2015,LA,22057,4,53
2017,SC,45085,9,79
2017,MS,28045,1,63
2015,MN,27115,none,85
2017,GA,13147,none,66
2015,AR,05049,none,42
2015,VA,51113,3,34
2017,TX,48037,1,78
2016,MS,28003,1,17
2015,TX,48293,3,34
2015,NC,37153,3,71
2017,MS,28097,none,42
2017,FL,12039,3,53
2017,AR,05023,7,18
2017,VA,51650,9,94
2017,MN,27017,3,64
2017,GA,13005,3,12
2017,VA,51700,1,172
2017,LA,22005,4,64
2016,GA,13045,9,48
2017,NC,37013,1,41
2016,VA,51089,none,158
2017,VA,51095,9,34
2016,GA,13031,7,29
2015,VA,51053,1,33
2017,TX,48493,4,37
2016,MS,28121,7,55
2017,TN,47023,none,49
2017,MS,28035,1,63
2015,TN,47035,6,10
2015,GA,13279,4,6
2017,FL,12075,none,220
2016,TX,48117,none,61
2017,WV,54061,4,63
2017,TX,48299,none,53
2016,TN,47183,none,124
2016,MS,28049,5,29
2015,VA,51760,9,70
2015,MN,27057,3,15
2017,LA,22079,3,91
2016,SC,45007,9,59
2017,TX,48497,3,68
2015,MS,28129,none,71
2017,TX,48409,1,81
2015,LA,22109,4,68
2016,TN,47143,3,24
2015,FL,12085,7,130
2016,AR,05127,none,50
2015,NC,37031,5,17
2015,TX,48233,1,14
2017,TX,48097,7,20
2017,TX,48097,1,37
2017,TX,48163,3,16
2015,AR,05099,none,27
2016,LA,22105,4,83
2015,LA,22021,none,40
2017,AR,05131,4,42
2016,GA,13289,none,41
2017,TX,48143,3,39
2016,NC,37011,4,32
2015,VA,51710,7,165
2016,LA,22095,3,60
2017,TN,47167,3,74
2015,TX,48209,7,139
2017,FL,12041,1,20
2017,MN,27013,9,12
2016,MN,27035,none,193
2016,NC,37061,3,80
2017,MO,29043,9,19
2016,FL,12023,5,12
2017,NC,37025,none,442
2017,VA,51199,9,38
2015,TX,48113,6,327
2016,VA,51161,9,65
2016,WV,54003,2,15
2017,NC,37071,6,26
2015,VA,51820,1,27
2017,TX,48493,1,71
2017,GA,13095,3,143
2016,MS,28113,1,15
2016,NC,37095,4,7
2016,NC,37157,1,63
2016,VA,51127,7,30
2015,MO,29159,1,33
2017,AR,05085,3,79
2015,MS,28121,1,93
2017,FL,12033,5,34
2015,VA,51083,none,112
2017,MO,29113,3,70
2015,LA,22115,4,23
2017,MO,29165,1,90
2015,MO,29097,9,24
2016,VA,51131,none,65
2015,TN,47001,4,51
2017,NC,37085,7,63
2016,MN,27127,3,19
2015,MS,28001,3,27
2017,MN,27111,9,15
2015,FL,12119,9,43
2015,WV,54061,1,85
2016,GA,13035,4,36
2017,VA,51199,4,39
2015,FL,12039,3,54
2015,MO,29163,4,31
2017,VA,51069,9,57
2015,TX,48015,9,13
2016,AR,05077,none,26
2016,GA,13313,6,18
2015,MO,29101,none,109
2015,TX,48021,9,32
2015,WV,54043,none,84
2016,WV,54019,4,29
2017,TN,47141,1,55
2016,GA,13305,3,53
2016,WV,54035,none,86
2015,GA,13299,6,6
2015,WV,54029,3,46
2015,LA,22017,4,137
2015,TX,48259,1,55
2017,TN,47003,4,35
2015,GA,13217,7,92
2017,MS,28021,1,8
2016,AR,05085,1,56
2017,MN,27035,1,66
2015,NC,37073,3,41
2017,TN,47015,none,70
2016,NC,37137,4,22
2016,MN,27101,none,12
2015,TN,47023,none,79
2015,TX,48057,1,21
2017,MO,29229,none,59
2017,GA,13019,none,64
2016,LA,22029,none,92
2016,AR,05125,5,10
2017,MO,29105,3,34
2017,TN,47035,1,28
2016,WV,54097,3,23
2015,NC,37141,3,107
2017,VA,51015,1,70
2017,VA,51149,none,86
2015,TX,48221,3,83
2015,GA,13103,9,23
2015,TN,47159,7,7
2017,TX,48071,1,51
2016,NC,37151,4,108
2015,AR,05115,3,40
2015,TX,48019,1,29
2016,WV,54047,3,49
2015,TX,48347,3,62
2015,MO,29037,7,54
2016,MO,29125,none,45
2015,FL,12087,9,46
2016,FL,12111,6,74
2015,GA,13277,3,60
2015,SC,45055,7,30
2017,TX,48233,7,5
2016,GA,13205,none,85
2015,GA,13305,none,118
2015,MO,29101,3,46
2015,TX,48481,9,13
2015,AR,05119,6,51
2015,LA,22071,6,53
2017,MO,29007,none,41
2015,VA,51710,4,203
2016,MS,28025,none,111
2016,GA,13317,none,60
2017,NC,37105,3,84
2016,SC,45055,4,50
2016,TN,47009,4,124
2015,NC,37157,1,85
2017,NC,37135,9,32
2016,LA,22073,7,57
2016,MN,27077,none,16
2017,TX,48329,3,156
2015,VA,51109,7,34
2017,GA,13019,3,20
2016,GA,13301,none,34
2016,TN,47031,4,38
2015,NC,37085,1,137
2017,TX,48019,none,86
2017,MS,28113,3,48
2016,VA,51155,1,33
2017,TX,48343,3,16
2015,MO,29077,5,33
2015,LA,22117,3,48
2016,LA,22001,1,44
2016,MO,29071,2,9
2015,TX,48217,4,30
2016,TN,47145,7,25
2016,MO,29047,2,13
2017,VA,51191,9,18
2017,MO,29049,1,13
2016,TX,48071,1,51
2016,LA,22039,none,142
2015,MN,27005,6,7
2017,MO,29097,1,71
2017,MO,29159,4,29
2017,GA,13237,4,15
2017,VA,51037,4,4
2015,TX,48149,3,20
2016,WV,54027,4,27
2015,GA,13113,3,204
2016,TN,47049,none,104
2017,MO,29209,4,38
2015,NC,37105,1,40
2017,NC,37145,none,85
2016,MS,28049,7,69
2017,SC,45013,9,128
2016,LA,22011,7,17
2016,MO,29165,3,109
2015,MN,27059,7,28
2017,GA,13211,none,82
2016,TN,47111,3,18
2015,VA,51089,3,98
2016,MN,27021,none,131
2017,TN,47083,7,5
2015,MS,28113,9,10
2016,NC,37167,4,68
2015,FL,12123,1,11
2016,SC,45031,3,101
2015,NC,37165,3,67
2017,TN,47167,4,51
2015,MO,29209,1,34
2017,MO,29077,7,85
2016,TX,48221,5,8
2017,GA,13247,6,29
2015,WV,54067,1,32
2017,LA,22069,3,33
2017,TX,48123,9,6
2017,TX,48411,3,5
2015,SC,45003,9,63
2017,MO,29165,4,69
2015,GA,13029,1,55
2017,WV,54081,6,7
2016,LA,22095,1,41
2016,TX,48423,9,89
2015,LA,22097,4,43
2017,TX,48325,9,34
2016,LA,22045,3,80
2017,NC,37109,4,66
2017,SC,45087,3,55
2017,NC,37003,3,43
2016,TX,48287,3,25
2017,MS,28095,9,5
2017,VA,51033,9,17
2016,VA,51680,3,78
2017,AR,05087,4,17
2017,VA,51740,9,84
2016,NC,37041,1,14
2015,MN,27005,none,79
2017,TX,48163,none,82
2017,VA,51143,none,117
2015,SC,45031,1,56
2017,NC,37055,3,38
2015,TX,48397,5,19
2016,TX,48385,none,11
2017,MO,29223,none,44
2017,VA,51025,1,15
2017,VA,51179,6,32
2017,LA,22019,6,18
2016,TX,48167,6,73
2017,MN,27095,1,38
2017,FL,12031,2,92
2016,TX,48407,3,50
2016,MS,28059,1,128
2016,MS,28161,none,95
2016,MN,27053,2,112
2017,GA,13311,7,18
2016,FL,12017,7,104
2015,GA,13135,2,79
2017,MS,28067,3,67
2017,GA,13273,1,7
2016,TX,48041,4,72
2015,TN,47105,9,19
2017,AR,05051,7,49
2017,MS,28029,7,6
2017,TN,47181,1,9
2015,GA,13275,1,51
2017,GA,13253,1,4
2015,VA,51670,9,8
2016,TX,48493,1,77
2017,NC,37195,none,142
2015,MO,29183,6,69
2015,TX,48073,1,46
2015,TN,47029,1,31
2015,VA,51093,none,122
2015,MN,27053,2,89
2017,SC,45015,2,16
2017,TX,48189,none,52
2015,SC,45013,6,42
2015,GA,13057,5,37
2015,LA,22071,7,170
2016,NC,37109,9,29
2016,MS,28049,6,24
2017,TX,48361,7,29
2016,LA,22045,9,15
2017,NC,37059,1,59
2015,AR,05043,none,66
2017,MN,27169,1,40
2017,TX,48273,3,21
2017,TX,48203,9,21
2016,MN,27017,7,11
2016,TX,48227,1,34
2015,NC,37191,7,46
2015,TX,48227,3,44
2017,TN,47145,4,42
2015,GA,13119,5,4
2016,SC,45039,3,53
2015,SC,45053,7,17
2016,NC,37179,2,15
2017,VA,51065,7,19
2017,TX,48485,4,24
2016,SC,45089,7,8
2017,TX,48127,none,18
2017,TX,48227,4,20
2015,VA,51045,none,19
2015,TX,48051,3,30
2017,TN,47171,7,11
2015,MN,27091,3,27
2017,MS,28003,4,19
2015,VA,51071,1,9
2015,TN,47007,none,68
2015,WV,54051,none,48
2016,AR,05143,5,24
2017,VA,51600,1,37
2017,WV,54067,3,52
2016,TX,48361,3,84
2015,TX,48067,none,147
2015,SC,45005,none,27
2016,TN,47115,9,9
2016,WV,54061,3,99
2017,NC,37187,3,16
2017,TX,48247,1,5
2015,AR,05061,none,62
2015,MS,28057,3,16
2017,SC,45087,none,57
2016,NC,37083,4,25
2016,NC,37123,4,15
2015,TX,48493,7,28
2015,MO,29099,6,44
2016,MS,28109,4,47
2015,MO,29015,none,56
2016,MO,29195,4,22
2017,GA,13011,none,79
2016,MN,27045,4,22
2017,VA,51720,4,5
2015,MS,28151,1,37
2016,VA,51520,3,18
2016,WV,54005,7,9
2016,LA,22021,1,9
2016,MO,29209,1,43
2016,FL,12081,5,72
2016,FL,12105,2,61
2017,LA,22015,7,56
2015,MN,27041,1,25
2015,TX,48167,2,28
2016,MO,29127,none,59
2016,LA,22079,9,32
2015,TX,48351,none,43
2017,MS,28105,1,27
2017,TX,48165,3,20
2015,TN,47047,3,61
2015,NC,37081,5,68
2015,MN,27085,none,80
2017,MO,29031,9,15
2015,NC,37047,4,40
2017,TX,48153,3,9
2017,TX,48309,6,20
2015,MO,29219,1,33
2016,FL,12053,6,82
2015,NC,37185,none,50
2015,GA,13031,5,7
2017,VA,51101,1,26
2016,MS,28113,3,36
2015,MN,27131,3,43
2017,VA,51029,1,21
2016,GA,13031,1,59
2015,VA,51069,5,11
2016,TX,48367,5,16
2017,FL,12023,4,53
2016,NC,37145,1,38
2017,SC,45069,4,11
2017,VA,51610,1,11
2017,WV,54059,none,67
2015,GA,13097,5,29
2016,WV,54091,none,27
2015,VA,51149,4,26
2015,GA,13273,3,5
2017,MO,29135,3,22
2015,GA,13139,7,118
2016,TN,47179,9,39
2015,TX,48387,3,16
2015,WV,54071,3,18
2015,MN,27067,4,23
2015,TN,47111,none,58
2016,FL,12039,1,29
2017,VA,51005,4,8
2017,VA,51670,1,37
2016,MN,27019,7,65
2015,TN,47053,1,32
2017,WV,54031,4,21
2017,MS,28105,4,24
2016,TX,48329,6,25
2016,MS,28043,3,13
2015,WV,54019,7,13
2017,SC,45065,6,3
2017,MS,28059,9,37
2015,FL,12041,1,17
2017,GA,13291,1,16
2016,TX,48325,3,74
2016,NC,37159,9,52
2015,TN,47089,7,32
2017,NC,37083,3,87
2017,TX,48231,1,112
2015,GA,13039,3,60
2017,GA,13297,9,49
2016,VA,51595,3,7
2016,VA,51710,5,36
2016,TN,47073,7,24
2017,NC,37043,4,13
2017,LA,22011,1,33
2017,WV,54069,3,22
2017,TN,47111,3,13
2017,VA,51073,5,8
2015,FL,12013,3,18
2017,FL,12061,6,23
2016,GA,13119,3,19
2015,MS,28109,3,57
2015,LA,22061,4,15
2015,MO,29225,3,44
2017,TN,47041,4,17
2016,MS,28073,4,28
2015,GA,13073,9,53
2017,VA,51165,1,63
2016,MN,27027,3,45
2015,TN,47001,7,31
