YR,ST,FIPS5,REASON,N
2016,FL,12129,4,20
2015,AR,05051,9,32
2017,VA,51181,7,4
2017,TX,48411,none,6
2015,VA,51157,1,14
2015,TX,48161,4,11
2016,TN,47163,2,14
2017,NC,37015,none,75
2016,LA,22105,7,51
2017,LA,22111,1,17
2016,MO,29510,2,12
2016,TX,48389,4,6
2016,LA,22095,7,16
2015,AR,05025,1,7
2015,TN,47131,4,14
2017,MN,27049,7,16
2015,GA,13207,4,23
2017,TX,48069,3,7
2017,TX,48089,7,9
2016,NC,37039,4,27
2016,NC,37099,9,23
2015,TX,48469,4,26
2017,GA,13257,9,2
2015,GA,13229,3,27
2017,MS,28127,7,6
2017,MO,29169,9,12
2016,NC,37145,5,6
2016,MO,29027,7,14
2017,MO,29165,9,26
2016,MN,27137,2,22
2016,VA,51029,7,8
2016,AR,05137,4,9
2017,GA,13287,3,15
2016,NC,37025,5,23
2017,TX,48363,9,12
2015,TX,48451,6,11
2017,LA,22057,1,57
2015,SC,45065,3,25
2016,GA,13305,9,6
2017,LA,22103,6,20
2016,TN,47017,3,21
2017,SC,45001,4,15
2015,MN,27135,7,6
2017,TN,47119,9,28
2016,FL,12005,2,21
2015,WV,54001,3,18
2016,TX,48363,7,6
2017,WV,54069,9,6
2017,MN,27153,7,8
2017,TX,48497,2,3
2015,MO,29105,1,16
2017,MO,29083,7,10
2017,TX,48337,1,29
2015,VA,51101,9,8
2017,NC,37057,2,8
2017,TN,47077,4,10
2015,NC,37167,5,11
2015,TN,47061,4,6
2016,TN,47189,6,23
2017,MO,29117,7,6
2016,TX,48309,5,17
2015,NC,37023,6,6
2017,TN,47155,5,17
2017,TX,48365,5,2
2015,VA,51740,5,20
2015,MO,29127,1,22
2016,TX,48409,6,8
2017,NC,37059,2,5
2015,TX,48043,1,10
2017,TX,48283,3,12
2017,TX,48019,9,14
2017,TX,48161,4,14
2015,LA,22069,7,9
2015,WV,54053,6,2
2017,NC,37193,9,18
2017,TN,47161,9,6
2015,TN,47085,1,8
2015,LA,22095,2,2
2017,VA,51103,4,16
2017,MN,27023,1,7
2015,VA,51720,none,11
2016,MS,28083,3,16
2015,FL,12119,6,13
2017,NC,37125,5,15
2017,NC,37043,9,8
2016,NC,37019,5,17
2017,TX,48309,5,19
2015,NC,37187,5,4
2015,SC,45081,5,2
2016,MN,27091,3,17
2015,LA,22005,5,16
2016,TX,48475,none,40
2016,MN,27173,none,16
2017,FL,12027,6,6
2017,MN,27051,4,6
2015,GA,13291,1,21
2017,LA,22069,4,17
2017,LA,22083,7,4
2016,TN,47113,9,26
2015,FL,12029,1,7
2015,MO,29039,3,14
2016,MS,28121,5,21
2015,TX,48133,7,6
2015,MO,29119,3,25
2017,LA,22039,9,2
2017,LA,22121,4,9
2016,TX,48335,9,6
2016,TN,47089,5,10
2016,MN,27119,3,29
2015,TX,48265,9,21
2017,VA,51540,9,10
2015,MS,28143,3,13
2016,TX,48471,9,11
2016,TX,48161,4,11
2015,AR,05003,4,8
2016,SC,45017,1,13
2017,MO,29157,4,8
2017,SC,45067,7,8
2017,LA,22015,5,16
2017,LA,22111,3,19
2016,WV,54049,9,20
2017,VA,51735,4,7
2016,VA,51139,7,14
2016,LA,22027,1,14
2015,FL,12037,9,11
2016,MO,29027,1,29
2016,LA,22061,4,8
2015,AR,05107,7,5
2016,GA,13319,none,39
2017,NC,37029,3,16
2015,GA,13219,3,27
2016,TX,48455,3,17
2015,FL,12051,4,18
2016,FL,12043,none,29
2016,MO,29175,1,11
2017,TN,47085,3,17
2016,MO,29143,1,4
2015,MS,28059,6,10
2015,FL,12125,4,16
2015,TN,47113,5,10
2016,GA,13033,7,12
2015,MO,29147,7,5
2017,SC,45011,7,7
2015,FL,12013,1,7
2017,TX,48287,4,8
2015,GA,13141,3,13
2015,TN,47027,none,22
2017,TX,48227,1,35
2015,AR,05053,1,19
2015,VA,51043,7,13
2017,GA,13011,7,10
2016,NC,37047,1,39
2015,AR,05023,7,6
2016,NC,37153,6,7
2015,MO,29165,6,9
2017,MN,27119,1,28
2015,SC,45013,2,10
2017,TX,48329,6,20
2015,WV,54067,9,3
2015,WV,54085,4,9
2015,AR,05123,1,11
2016,MN,27083,7,7
2017,TX,48357,1,6
2016,AR,05141,7,9
2015,TX,48025,2,2
2017,AR,05127,none,42
2016,GA,13159,7,10
2015,AR,05137,1,10
2015,WV,54069,3,37
2017,MS,28149,7,10
2017,MS,28013,9,2
2016,AR,05003,3,30
2017,TN,47023,3,17
2016,TN,47043,1,34
2015,TN,47049,4,10
2017,GA,13015,2,14
2016,TX,48485,6,7
2015,TN,47161,1,13
2016,TX,48407,7,18
2016,TX,48023,none,7
2016,NC,37065,7,11
2017,MO,29115,9,5
2015,AR,05143,6,20
2017,VA,51063,none,27
2017,GA,13291,7,13
2015,TX,48199,4,31
2016,GA,13303,3,16
2015,TN,47007,3,10
2016,TX,48405,3,9
2017,TX,48067,9,12
2016,TX,48049,1,19
2015,VA,51775,6,3
2015,MN,27115,7,12
2017,MO,29045,none,7
2016,MN,27025,5,5
2016,MO,29049,1,24
2015,NC,37173,3,18
2015,NC,37089,5,14
2015,VA,51683,6,15
2015,MN,27165,3,11
2015,TN,47063,9,25
2016,FL,12101,8,14
2016,WV,54105,3,7
2017,VA,51005,6,3
2017,GA,13049,7,3
2017,MN,27115,6,5
2016,MO,29031,7,23
2016,MN,27135,1,3
2017,NC,37105,5,9
2015,MO,29143,4,7
2015,TX,48237,3,4
2016,WV,54097,1,20
2016,TX,48091,6,22
2017,WV,54101,3,12
2015,SC,45027,7,9
2016,VA,51133,1,31
2017,TX,48047,1,5
2016,LA,22011,5,4
2015,MO,29117,9,3
2016,FL,12075,9,16
2017,MO,29039,3,22
2017,FL,12079,7,7
2015,LA,22069,1,23
2017,SC,45069,7,11
2016,TX,48213,6,8
2017,MN,27101,4,5
2017,MO,29063,4,6
2016,GA,13049,3,9
2017,AR,05063,3,10
2015,MS,28005,2,2
2016,TX,48033,3,2
2017,AR,05093,5,5
2016,MO,29159,9,8
2017,VA,51630,9,11
2015,VA,51840,4,19
2016,TN,47059,7,13
2016,GA,13105,3,20
2016,SC,45091,5,50
2017,MO,29203,none,12
2017,GA,13167,1,8
2017,TN,47147,3,119
2017,GA,13297,5,12
2017,TN,47025,7,16
2016,VA,51027,1,12
2017,MN,27065,1,19
2016,MO,29169,1,29
2016,MN,27081,none,13
2017,MO,29109,3,47
2017,MN,27137,5,19
2015,GA,13143,5,8
2015,VA,51155,9,16
2015,MS,28105,4,17
2017,LA,22121,7,9
2015,NC,37113,7,20
2016,NC,37011,9,7
2017,NC,37027,7,34
2016,WV,54025,9,6
2015,TN,47125,5,24
2016,TX,48231,5,8
2015,AR,05065,3,13
2017,TX,48089,4,11
2015,FL,12063,7,13
2016,MS,28145,4,10
2016,VA,51057,4,12
2016,LA,22093,9,5
2015,NC,37105,9,33
2017,VA,51678,4,3
2015,NC,37153,1,42
2015,VA,51081,3,22
2015,GA,13233,7,23
2016,MS,28073,9,24
2015,LA,22085,1,18
2016,GA,13223,5,34
2016,LA,22049,3,17
2015,NC,37015,3,32
2017,MS,28131,4,9
2015,WV,54091,1,21
2016,MO,29121,1,9
2017,TX,48405,3,6
2016,MN,27147,4,23
2015,TX,48329,6,21
2017,AR,05065,4,15
2015,LA,22113,9,17
2017,TN,47175,none,34
2016,LA,22091,1,4
2016,MS,28001,9,9
2016,TN,47029,7,13
2016,MN,27079,9,6
2017,TN,47057,1,15
2017,TX,48185,9,9
2017,VA,51099,1,35
2016,MN,27137,5,21
2017,TX,48099,6,12
2015,NC,37137,4,17
2015,MN,27171,6,20
2016,LA,22065,none,34
2016,GA,13057,5,30
2017,TX,48129,none,9
2016,NC,37115,2,2
2017,FL,12075,6,4
2016,TX,48477,3,29
2015,MO,29169,9,13
2015,VA,51630,9,7
2017,AR,05141,7,8
2015,MO,29079,1,10
2015,VA,51081,4,9
2017,TN,47013,9,12
2017,VA,51760,2,9
2017,MO,29081,none,10
2017,TX,48231,5,13
2017,MO,29049,7,8
2015,LA,22091,3,13
2017,LA,22009,9,9
2017,AR,05101,3,15
2017,TX,48469,5,6
2017,FL,12019,5,37
2017,VA,51113,1,19
2015,NC,37141,6,17
2015,MO,29035,3,4
2016,AR,05129,1,6
2017,MO,29163,1,14
2015,FL,12131,2,4
2016,GA,13047,6,6
2017,AR,05133,4,7
2017,MS,28059,2,7
2015,TN,47033,4,7
2015,MN,27125,none,4
2016,WV,54093,1,11
2017,AR,05045,9,18
2016,TN,47077,1,14
2015,AR,05011,3,4
2015,TX,48363,7,13
2015,TX,48219,7,7
2015,GA,13133,7,13
2016,TX,48143,9,11
2016,MN,27001,7,8
2016,TX,48353,none,37
2015,NC,37051,2,12
2016,FL,12047,9,2
2015,MO,29163,3,14
2015,MS,28007,1,14
2017,LA,22001,7,13
2016,NC,37047,7,15
2016,GA,13001,4,7
2015,MS,28137,1,10
2016,MO,29069,9,4
2017,FL,12055,2,10
2017,TX,48117,9,2
2017,NC,37177,1,5
2015,NC,37095,1,11
2016,WV,54107,2,4
2015,FL,12013,7,9
2016,TN,47043,7,28
2017,TX,48025,9,7
2017,SC,45061,7,2
2015,GA,13221,1,11
2015,TX,48021,5,12
2017,WV,54099,7,10
2016,NC,37121,4,17
2016,MN,27065,1,13
2015,WV,54063,7,8
2015,MN,27151,1,6
2016,MN,27015,7,5
2016,MS,28039,7,8
2017,WV,54003,6,13
2017,NC,37093,9,27
2016,MO,29179,7,5
2015,TX,48081,none,10
2017,TN,47115,4,23
2017,MO,29023,3,29
2017,LA,22067,1,6
2017,GA,13227,3,35
2017,MN,27097,3,35
2017,VA,51045,7,7
2017,TX,48207,3,9
2017,GA,13011,3,18
2017,MN,27131,7,20
2016,GA,13043,1,4
2017,FL,12059,2,2
2017,MN,27143,none,16
2015,SC,45087,2,2
2017,NC,37165,4,17
2015,MO,29049,7,14
2015,MO,29225,6,7
2015,SC,45071,9,10
2015,MO,29097,5,7
2016,FL,12079,4,9
2017,TX,48241,7,9
2015,MS,28093,9,6
2017,VA,51680,2,6
2017,TX,48425,7,6
2017,TX,48293,9,8
2015,VA,51121,6,10
2016,WV,54005,1,8
2017,AR,05011,4,5
2016,MS,28149,4,21
2016,NC,37187,9,6
2017,TX,48065,3,9
2016,TN,47185,4,16
2015,TX,48241,9,6
2017,MO,29043,5,6
2015,WV,54011,7,28
2016,MO,29161,6,5
2016,TN,47161,3,7
2017,GA,13167,3,8
2015,GA,13199,7,11
2017,LA,22113,4,15
2016,VA,51011,9,9
2017,TX,48087,none,4
2016,GA,13181,4,6
2016,VA,51111,9,7
2016,VA,51145,7,32
2015,WV,54077,7,12
2017,TX,48481,9,19
2016,AR,05137,3,19
2015,GA,13231,9,5
2016,WV,54005,9,5
2017,GA,13085,7,26
2016,TX,48019,6,6
2016,MS,28051,3,6
2015,TX,48227,9,10
2015,MN,27151,3,8
2017,WV,54095,none,13
2017,TN,47123,7,16
2015,WV,54073,3,6
2016,SC,45011,2,2
2016,LA,22083,4,4
2015,FL,12035,5,21
2017,GA,13317,3,10
2016,MO,29069,7,6
2015,TX,48499,4,14
2017,VA,51181,4,9
2016,MS,28061,1,6
2015,VA,51197,1,26
2016,MS,28057,1,13
2016,MO,29049,9,6
2015,LA,22063,6,24
2015,WV,54105,3,6
2016,GA,13061,none,22
2015,LA,22093,6,2
2017,TN,47181,7,3
2015,GA,13191,9,4
2016,VA,51193,7,11
2016,GA,13265,3,6
2017,VA,51109,6,10
2017,TX,48135,5,11
2016,TX,48487,4,7
2016,TX,48189,4,7
2015,WV,54025,9,11
2015,AR,05005,7,11
2016,GA,13091,9,5
2016,AR,05053,9,9
2016,SC,45047,5,8
2015,AR,05037,1,7
2015,TX,48389,4,4
2016,TX,48249,9,14
2015,MO,29187,9,17
2015,LA,22089,5,7
2017,AR,05079,1,6
2017,LA,22093,3,15
2016,NC,37143,1,22
2015,WV,54005,7,8
2015,LA,22109,6,13
2016,VA,51023,9,12
2017,TX,48259,3,31
2016,AR,05005,9,14
2015,MN,27057,9,6
2017,TX,48277,2,4
2017,LA,22073,2,6
2017,TX,48315,3,16
2017,AR,05093,9,4
2017,MS,28001,3,15
2015,NC,37053,6,7
2017,LA,22093,7,3
2016,VA,51820,5,6
2016,NC,37191,2,5
2016,MO,29123,4,13
2015,NC,37055,6,17
2017,MS,28045,9,10
2015,SC,45031,9,12
2016,VA,51067,2,6
2017,TX,48033,none,4
2017,MS,28077,2,2
2016,MS,28085,1,18
2017,TX,48145,4,10
2015,LA,22075,3,10
2016,MO,29051,9,10
2015,MS,28141,5,3
2017,VA,51185,9,10
2015,NC,37013,1,32
2017,LA,22099,6,5
2015,WV,54005,1,14
2017,VA,51117,6,8
2016,GA,13123,9,15
2017,GA,13213,5,5
2015,FL,12045,3,20
2016,MS,28079,9,5
2017,GA,13013,6,9
2015,TX,48299,7,13
2015,VA,51111,1,6
2016,MS,28003,5,3
2016,VA,51790,3,32
2016,AR,05109,1,6
2017,TN,47033,1,9
2016,FL,12045,9,7
2015,AR,05063,7,12
2016,TN,47179,5,11
2015,TX,48449,9,10
2015,TN,47173,4,20
2017,LA,22037,4,9
2017,MS,28111,4,5
2015,SC,45073,5,7
2015,TX,48421,none,6
2017,NC,37035,2,10
2017,TX,48019,7,11
2015,AR,05015,9,4
2017,TN,47183,1,15
2017,VA,51169,7,8
2017,GA,13023,7,3
2016,TX,48313,1,9
2016,MO,29177,9,4
2015,MO,29057,4,3
2015,MO,29065,5,4
2017,WV,54047,1,8
2015,TX,48371,4,7
2015,TN,47011,5,12
2015,TN,47087,3,13
2015,TX,48209,5,15
2015,LA,22009,6,8
2017,MN,27097,9,15
2016,GA,13149,7,7
2016,MS,28041,4,3
2016,GA,13219,9,9
2017,MO,29209,7,17
2016,MO,29039,4,15
2017,TN,47135,7,2
2015,GA,13071,7,9
2016,VA,51800,6,12
2016,GA,13159,4,17
2017,MO,29181,3,6
2016,VA,51099,6,2
2015,MS,28009,4,6
2015,MO,29167,7,7
2015,TX,48107,3,7
2017,TN,47041,3,7
2017,MS,28145,1,14
2015,TX,48025,4,10
2016,TN,47075,3,14
2015,FL,12077,3,9
2016,MN,27167,4,5
2017,LA,22085,4,12
2015,MO,29201,7,11
2016,TX,48071,5,6
2015,TN,47033,9,7
2016,MS,28115,9,8
2015,AR,05085,6,12
2016,GA,13267,1,5
2015,TN,47137,4,5
2016,GA,13093,7,2
2016,TX,48063,9,7
2015,VA,51027,4,11
2015,NC,37171,6,8
2016,TX,48361,2,6
2016,MS,28109,6,5
2016,TX,48321,9,15
2015,VA,51790,4,18
2015,GA,13091,1,7
2017,NC,37049,5,8
2015,TX,48119,3,6
2015,TX,48199,5,5
2015,TX,48265,2,7
2017,TN,47081,1,8
2015,TN,47115,1,14
2016,GA,13007,3,4
2015,TX,48149,7,7
2016,MS,28023,4,6
2016,GA,13111,9,10
2017,VA,51125,4,17
2016,TN,47181,1,8
2016,AR,05027,1,11
2017,GA,13081,1,11
2017,MO,29215,4,16
2016,MN,27171,2,10
2015,MS,28131,4,9
2017,GA,13181,4,9
2017,TX,48223,9,4
2015,TX,48115,1,6
2016,WV,54029,6,3
2016,FL,12073,2,12
2017,MS,28111,9,2
2017,MS,28035,6,8
2016,MO,29221,1,12
2015,TX,48105,3,5
2016,GA,13171,4,19
2015,LA,22117,6,4
2016,AR,05073,1,3
2015,MS,28115,7,10
2016,FL,12043,4,8
2017,TX,48009,9,2
2015,MN,27015,7,5
2015,GA,13075,1,13
2016,MO,29031,9,11
2015,MN,27027,6,9
2016,NC,37035,2,9
2015,TX,48043,3,4
2016,WV,54083,6,2
2016,AR,05097,1,6
2015,VA,51017,7,3
2016,MN,27071,7,5
2016,GA,13087,5,2
2017,TX,48369,3,6
2016,LA,22113,7,12
2017,GA,13189,1,16
2015,WV,54051,1,15
2015,GA,13181,4,7
2017,GA,13123,5,2
2017,TX,48277,9,12
2016,TX,48317,7,3
2017,MS,28017,1,7
2017,TX,48117,7,6
2015,GA,13191,4,6
2016,MS,28117,9,4
2015,TN,47061,9,3
2015,VA,51159,4,7
2016,SC,45081,7,9
2016,AR,05001,7,5
2017,NC,37087,5,6
2015,VA,51023,9,10
2017,MO,29027,9,9
2016,SC,45021,7,7
2016,NC,37013,2,2
2015,TX,48065,4,3
2017,GA,13161,1,9
2017,TX,48343,5,3
2015,VA,51510,2,10
2015,MO,29167,4,21
2016,NC,37045,2,7
2017,GA,13069,4,7
2015,TX,48347,9,8
2015,TN,47031,9,8
2015,MS,28001,4,10
2015,WV,54005,5,4
2017,MO,29173,7,6
2015,MO,29141,9,6
2016,SC,45065,1,9
2015,MO,29189,8,5
2016,GA,13013,6,13
2017,MS,28049,2,8
2016,MN,27125,5,2
2017,MO,29115,none,12
2017,FL,12075,9,14
2017,VA,51119,9,8
2015,MN,27009,6,4
2016,TX,48103,3,8
2015,SC,45071,6,3
2015,WV,54023,4,5
2016,WV,54055,7,11
2017,GA,13047,5,9
2016,TN,47017,1,8
2016,MO,29213,5,3
2016,MO,29159,6,8
2017,LA,22045,2,3
2016,GA,13175,9,14
2017,FL,12027,5,4
2016,MO,29007,4,7
2016,MS,28123,1,7
2016,LA,22097,5,2
2017,VA,51045,9,3
2015,SC,45055,5,10
2015,TN,47083,4,9
2015,MS,28021,3,5
2016,VA,51163,9,11
2015,TN,47175,3,7
2016,MS,28125,1,4
2017,GA,13109,9,2
2017,GA,13275,6,4
2016,VA,51131,6,4
2016,MN,27107,none,20
2015,TX,48355,2,20
2016,GA,13303,7,8
2017,MO,29085,4,11
2016,AR,05149,7,5
2015,TX,48461,3,5
2017,TX,48353,7,4
2015,NC,37093,5,6
2016,TX,48367,2,7
2017,TX,48313,1,11
2017,WV,54053,7,8
2015,GA,13083,7,6
2015,TX,48221,2,5
2017,VA,51015,6,11
2017,VA,51111,9,2
2015,MN,27089,7,4
2016,NC,37177,3,6
2017,MO,29181,1,8
2017,MS,28119,3,6
2017,LA,22121,6,3
2017,GA,13065,none,29
2016,LA,22035,7,2
2016,VA,51620,4,8
2016,GA,13025,3,13
2017,MN,27025,6,11
2015,TX,48021,2,7
2017,MS,28105,2,3
2017,AR,05063,5,6
2016,GA,13107,1,10
2016,WV,54061,6,9
2017,VA,51063,2,2
2017,NC,37031,6,7
2015,TN,47117,7,14
2015,VA,51685,9,8
2017,WV,54061,5,10
2016,VA,51015,2,6
2015,GA,13167,3,7
2015,MS,28031,4,9
2017,MO,29123,7,4
2016,GA,13005,3,10
2016,VA,51093,2,4
2017,TX,48025,4,12
2016,TN,47173,4,10
2016,NC,37121,1,12
2017,NC,37129,2,12
2017,FL,12101,8,5
2016,TX,48199,6,5
2017,VA,51595,1,7
2017,LA,22117,7,15
2016,GA,13175,6,6
2016,TX,48133,4,6
2015,TN,47151,1,8
2016,GA,13191,1,7
2016,WV,54011,5,4
2015,GA,13167,9,2
2015,MS,28025,1,12
2016,GA,13013,2,10
2015,TN,47017,1,5
2017,MN,27015,4,10
2017,TX,48035,7,8
2015,TX,48385,4,7
2015,TX,48081,7,3
2015,LA,22059,9,2
2016,GA,13157,2,6
2017,NC,37197,9,12
2015,TX,48253,2,2
2015,TX,48025,9,7
2016,TX,48057,4,7
2016,GA,13293,6,4
2015,AR,05109,1,4
2015,NC,37033,9,11
2016,MN,27017,5,2
2015,TX,48427,6,5
2015,VA,51600,6,6
2017,MO,29011,4,5
2017,GA,13113,2,9
2015,VA,51021,3,5
2017,TX,48001,6,3
2016,LA,22071,2,15
2016,AR,05041,1,6
2016,VA,51167,9,6
2015,NC,37099,9,13
2017,TN,47135,4,4
2015,TX,48473,6,5
2015,MN,27121,1,5
2015,GA,13035,7,6
2016,MN,27047,7,7
2015,MO,29013,5,3
2016,TX,48049,2,4
2017,TX,48225,4,6
2016,NC,37033,7,9
2015,GA,13005,4,4
2017,MN,27029,1,7
2016,GA,13199,7,8
2015,TX,48445,4,2
2017,TX,48347,6,2
2017,TX,48055,9,10
2015,TX,48333,1,3
2015,TN,47047,6,8
2017,FL,12029,2,2
2017,VA,51035,6,6
2015,TN,47031,1,21
2016,VA,51820,7,8
2017,MN,27173,7,5
2015,TN,47101,4,5
2017,TX,48331,6,4
2016,LA,22083,3,14
2016,VA,51650,8,3
2015,GA,13103,6,8
2016,MN,27127,7,4
2016,VA,51049,9,6
2017,WV,54021,7,4
2017,VA,51015,2,3
2015,VA,51540,5,5
2017,TN,47085,4,6
2017,LA,22017,6,9
2016,MO,29115,1,5
2015,NC,37089,2,4
2016,TX,48473,6,7
2017,VA,51053,6,5
2016,TN,47013,2,5
2015,AR,05121,5,3
2017,LA,22023,1,3
2016,WV,54053,9,6
2017,MN,27019,5,11
2015,NC,37151,2,5
2016,MO,29073,1,11
2016,VA,51021,1,2
2016,LA,22035,9,2
2017,MS,28161,4,5
2017,MS,28137,7,12
2016,TN,47049,9,3
2016,TX,48233,4,7
2017,MO,29065,7,4
2016,TN,47053,6,4
2017,MN,27135,3,6
2015,NC,37143,6,3
2017,NC,37175,5,6
2017,MO,29053,7,8
2016,MN,27111,5,8
2016,TX,48281,1,17
2017,AR,05033,5,4
2016,VA,51037,9,3
2016,VA,51690,6,5
2015,NC,37177,6,3
2016,TX,48241,7,11
2015,AR,05017,4,2
2017,MN,27033,5,4
2017,WV,54047,4,4
2017,TX,48271,none,10
2016,MO,29131,7,8
2016,NC,37149,6,4
2015,MS,28013,5,2
2015,MN,27151,4,7
2015,GA,13321,5,6
2016,LA,22107,1,6
2015,TN,47099,6,4
2017,TX,48191,3,4
2015,AR,05093,7,9
2016,TX,48463,5,3
2016,GA,13033,6,3
2017,GA,13005,9,3
2017,AR,05043,7,7
2017,FL,12085,8,4
2017,GA,13307,1,2
2016,AR,05145,6,4
2016,NC,37125,2,6
2017,VA,51063,9,7
2017,GA,13079,9,3
2016,TX,48283,1,2
2016,VA,51720,1,3
2017,NC,37103,7,2
2015,GA,13025,9,5
2015,NC,37185,9,5
2017,AR,05075,7,3
2015,MO,29157,9,7
2017,MO,29007,9,6
2016,LA,22113,5,11
2016,TX,48281,4,11
2015,GA,13071,9,4
2017,TX,48191,none,5
2017,MN,27059,6,6
2015,MO,29195,5,3
2015,MO,29195,4,4
2017,GA,13237,2,3
2016,MS,28137,4,13
2017,TX,48203,2,3
2015,WV,54083,9,4
2015,SC,45017,7,6
2016,VA,51099,1,21
2016,TN,47013,5,5
2015,NC,37103,4,8
2017,MO,29105,2,5
2016,MO,29003,9,5
2016,AR,05047,7,6
2017,LA,22067,4,8
2016,FL,12065,9,8
2015,VA,51690,7,5
2017,GA,13317,4,3
2016,MN,27055,7,5
2015,AR,05047,5,2
2017,AR,05085,6,5
2015,TX,48389,1,4
2017,AR,05051,2,5
2015,FL,12107,5,8
2017,TX,48321,4,13
2017,TX,48059,7,5
2017,TN,47045,2,3
2015,TX,48067,7,4
2016,TN,47103,6,3
2017,MO,29119,7,7
2016,TN,47001,5,5
2016,NC,37093,5,9
2015,MN,27159,6,2
2015,TX,48115,2,2
2015,TX,48147,6,3
2015,AR,05001,4,5
2015,NC,37033,5,3
2017,TX,48105,none,7
2016,MO,29139,4,9
2016,TN,47099,7,9
2015,NC,37047,5,6
2015,GA,13241,9,3
2016,MN,27069,none,8
2016,AR,05051,6,6
2016,WV,54109,2,3
2016,WV,54097,9,6
2016,MO,29071,6,11
2016,MN,27079,7,9
2016,MO,29041,1,5
2016,AR,05013,4,3
2017,TX,48379,7,5
2017,GA,13289,1,8
2015,NC,37039,6,3
2017,TN,47031,6,7
2017,TX,48351,1,8
2016,VA,51051,5,2
2017,TX,48489,6,4
2015,TX,48087,none,4
2017,FL,12063,6,3
2016,LA,22009,7,10
2017,VA,51630,6,4
2015,AR,05033,5,8
2016,GA,13269,3,6
2017,VA,51133,7,17
2015,NC,37077,6,10
2017,TX,48337,5,3
2016,WV,54079,6,2
2015,TN,47015,1,8
2016,TN,47053,5,5
2017,GA,13017,1,5
2017,VA,51109,2,3
2015,NC,37083,2,2
2015,FL,12055,2,3
2015,TX,48283,1,5
2017,GA,13197,4,6
2015,MO,29107,6,3
2016,SC,45025,2,3
2016,GA,13279,7,4
2016,NC,37095,6,2
2017,MO,29021,6,5
2016,GA,13233,2,3
2015,MN,27169,5,3
2016,MS,28013,6,2
2016,TN,47063,2,5
2016,GA,13143,2,3
2015,MN,27157,6,3
2017,NC,37169,6,2
2015,TX,48431,3,3
2017,VA,51111,4,10
2017,GA,13091,3,6
2017,MN,27063,9,5
2015,GA,13211,9,6
2015,NC,37143,5,2
2016,WV,54107,8,2
2015,TN,47001,5,7
2017,GA,13271,9,3
2016,GA,13135,8,2
2015,MS,28039,9,4
2016,GA,13079,9,2
2017,MN,27097,2,3
2016,MS,28159,4,6
2016,TX,48063,7,2
2017,MO,29015,5,3
2016,MO,29151,4,3
2015,NC,37113,5,4
2017,MN,27033,7,6
2017,TN,47005,7,4
2017,AR,05127,9,4
2017,TX,48371,4,2
2015,TN,47051,5,3
2017,GA,13173,1,5
2016,TN,47127,3,6
2017,MN,27127,4,4
2017,VA,51035,5,9
2016,TX,48299,6,4
2015,MO,29075,7,3
2016,TX,48437,1,2
2017,WV,54091,9,7
2017,GA,13009,2,3
2017,MN,27171,8,2
2017,TX,48289,6,4
2017,GA,13197,1,7
2017,VA,51157,4,6
2015,MN,27111,2,2
2017,TN,47061,4,4
2015,MO,29053,1,4
2015,FL,12121,2,3
2016,VA,51071,2,3
2017,GA,13171,4,10
2017,NC,37121,7,10
2015,TN,47091,9,3
2016,VA,51063,7,4
2015,LA,22003,9,7
2017,MO,29037,2,6
2015,GA,13027,6,2
2017,FL,12059,6,4
2017,MN,27021,5,5
2015,VA,51720,3,4
2015,GA,13263,7,2
2015,TX,48495,3,11
2015,MN,27113,1,3
2016,MS,28011,9,5
2015,GA,13153,8,5
2017,MN,27013,2,3
2015,TX,48429,4,2
2017,TX,48263,none,7
2017,TX,48337,7,6
2017,GA,13119,9,7
2016,NC,37033,6,4
2017,MN,27057,9,5
2016,VA,51600,6,2
2017,MS,28037,1,3
2017,GA,13119,6,2
2017,TN,47159,7,6
2017,NC,37171,2,3
2016,VA,51103,9,7
2017,TX,48405,4,7
2015,TX,48275,7,2
2016,TX,48495,3,4
2016,TX,48191,4,2
2016,MN,27135,3,6
2016,TX,48419,7,5
2016,GA,13009,5,4
2015,WV,54075,5,4
2015,TN,47085,4,11
2016,MN,27107,3,9
2015,TX,48035,9,4
2017,VA,51183,9,10
2016,MO,29025,7,3
2017,MN,27173,none,9
2016,TX,48293,7,8
2016,LA,22047,2,3
2016,WV,54065,9,4
2015,VA,51005,1,9
2017,TN,47067,1,2
2015,MO,29186,7,3
2017,TX,48229,3,3
2016,VA,51690,4,3
2017,VA,51081,1,8
2017,FL,12125,9,5
2016,VA,51185,5,3
2016,LA,22087,5,4
2015,NC,37049,2,5
2015,MO,29129,7,2
2015,TN,47053,2,3
2015,GA,13193,4,5
2017,VA,51009,2,3
2015,TN,47173,7,8
2015,TX,48399,4,3
2016,VA,51027,4,6
2016,TX,48399,4,4
2015,TX,48097,2,4
2016,MS,28009,7,3
2015,MN,27051,1,7
2016,MO,29155,6,3
2017,AR,05117,5,3
2015,TN,47185,7,8
2016,MO,29181,1,5
2016,MO,29225,6,5
2015,MO,29007,7,4
2017,MN,27115,2,2
2017,MS,28095,7,3
2017,TX,48289,7,3
2017,GA,13163,6,3
2015,TX,48411,none,8
2017,TX,48023,3,3
2015,AR,05041,4,7
2015,MO,29025,9,5
2015,WV,54091,5,2
2017,WV,54075,9,6
2017,VA,51117,2,2
2017,MN,27149,4,2
2017,TX,48037,2,4
2016,AR,05113,6,3
2015,GA,13147,9,8
2017,TX,48079,none,4
2016,GA,13301,4,3
