-- S08 CMS nursing homes: every Missouri row, all columns, for the address join
CMS_CERTIFICATION_NUMBER_CCN | PROVIDER_NUMBER | COUNTY_FIPS | PROVIDER_SSA_COUNTY_CODE | STATE | ZIP_CODE | PROVIDER_NAME | LEGAL_BUSINESS_NAME | PROVIDER_TYPE | OWNERSHIP_TYPE | ADDRESS | CITY | COUNTY_PARISH | URBAN | LOCATION | LATITUDE | LONGITUDE | GEOCODING_FOOTNOTE | PHONE_NUMBER | DATE_FIRST_APPROVED_TO_PROVIDE_MEDICARE_AND_MEDICAID_SERVICES | DATE_OF_MOST_RECENT_HEALTH_INSPECTION | PROCESSING_DATE | PROVIDER_RESIDES_IN_HOSPITAL | CONTINUING_CARE_RETIREMENT_COMMUNITY | SPECIAL_FOCUS_STATUS | ABUSE_ICON | MOST_RECENT_HEALTH_INSPECTION_MORE_THAN_2_YEARS_AGO | WITH_A_RESIDENT_AND_FAMILY_COUNCIL | AUTOMATIC_SPRINKLER_SYSTEMS_IN_ALL_REQUIRED_AREAS | NUMBER_OF_CERTIFIED_BEDS | AVERAGE_NUMBER_OF_RESIDENTS_PER_DAY | NUMBER_OF_RESIDENTS_IN_CERTIFIED_BEDS | CHAIN_NAME | CHAIN_ID | NUMBER_OF_FACILITIES_IN_CHAIN | CHAIN_AVERAGE_OVERALL_5_STAR_RATING | CHAIN_AVERAGE_HEALTH_INSPECTION_RATING | CHAIN_AVERAGE_STAFFING_RATING | CHAIN_AVERAGE_QM_RATING | OVERALL_RATING | HEALTH_INSPECTION_RATING | QUALITY_MEASURE_RATING | LONG_STAY_QM_RATING | SHORT_STAY_QM_RATING | STAFFING_RATING | REPORTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_LICENSED_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | TOTAL_NUMBER_OF_NURSE_STAFF_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND | REGISTERED_NURSE_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND | REPORTED_PHYSICAL_THERAPIST_STAFFING_HOURS_PER_RESIDENT_PER_DAY | NURSING_CASE_MIX_INDEX | NURSING_CASE_MIX_INDEX_RATIO | CASE_MIX_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_WEEKEND_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_WEEKEND_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | TOTAL_NURSING_STAFF_TURNOVER | REGISTERED_NURSE_TURNOVER | NUMBER_OF_ADMINISTRATORS_WHO_HAVE_LEFT_THE_NURSING_HOME | RATING_CYCLE_1_STANDARD_SURVEY_HEALTH_DATE | RATING_CYCLE_1_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | RATING_CYCLE_1_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES | RATING_CYCLE_1_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES | RATING_CYCLE_1_HEALTH_DEFICIENCY_SCORE | RATING_CYCLE_1_NUMBER_OF_HEALTH_REVISITS | RATING_CYCLE_1_HEALTH_REVISIT_SCORE | RATING_CYCLE_1_TOTAL_HEALTH_SCORE | RATING_CYCLE_2_STANDARD_HEALTH_SURVEY_DATE | RATING_CYCLE_2_3_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | RATING_CYCLE_2_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES | RATING_CYCLE_2_3_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES | RATING_CYCLE_2_3_HEALTH_DEFICIENCY_SCORE | RATING_CYCLE_2_3_NUMBER_OF_HEALTH_REVISITS | RATING_CYCLE_2_3_HEALTH_REVISIT_SCORE | RATING_CYCLE_2_3_TOTAL_HEALTH_SCORE | TOTAL_WEIGHTED_HEALTH_SURVEY_SCORE | NUMBER_OF_CITATIONS_FROM_INFECTION_CONTROL_INSPECTIONS | TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | TOTAL_NUMBER_OF_FIRE_SAFETY_DEFICIENCIES | NUMBER_OF_FINES | TOTAL_AMOUNT_OF_FINES_IN_DOLLARS | NUMBER_OF_PAYMENT_DENIALS | TOTAL_NUMBER_OF_PENALTIES | OVERALL_RATING_BAND | HAS_FINANCIAL_PENALTY | _INGESTED_AT | _SOURCE_RUN_ID
265310 |  |  | 940 | MO | 63128 | DELMAR GARDENS SOUTH | DELMAR GARDENS OF SOUTH COUNTY, INC. | Medicare and Medicaid | For profit - Corporation | 5300 BUTLER HILL ROAD | SAINT LOUIS | St. Louis | Y | 5300 BUTLER HILL ROAD,SAINT LOUIS,MO,63128 | 38.4806 | -90.392 |  | 3148420588 | 1987-04-20 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 184 | 174.4 |  | DELMAR GARDENS | 180 | 13 | 3.0 | 3.2 | 2.8 | 2.4 | 5 | 5 | 2 | 4 | 1 | 3 | 3.85534 | 1.06115 | 0.46676 | 1.52791 | 5.38325 | 5.08893 | 0.36242 | 0.10457 | 1.31323 | 0.94363 | 2.20048 | 0.81181 | 0.64102 | 3.65331 | 3.24098 | 4.05715 | 1.11669 | 0.4912 | 5.66504 | 5.35532 | 60.1 | 54.2 | 1 | 2024-09-17 | 3 | 3 | 0 | 12.0 | 1 | 0.0 | 12.0 | 2023-07-08 | 4 | 1 | 3 | 32.0 | 1 | 0.0 | 32.0 | 17.0 | 0 |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265415 |  |  | 350 | MO | 63068 | NEW HAVEN CARE CENTER | NEW HAVEN CARE CENTER, INC | Medicare and Medicaid | Non profit - Corporation | 9503 HIGHWAY 100 | NEW HAVEN | Franklin | Y | 9503 HIGHWAY 100,NEW HAVEN,MO,63068 | 38.6005 | -91.229 |  | 5732372103 | 1990-02-21 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 90 | 69.9 |  |  |  |  |  |  |  |  | 4 | 5 | 2 | 1 | 2 | 1 | 1.68949 | 0.76673 | 0.33262 | 1.09935 | 2.78884 | 2.0561 | 0.13376 | 0.0291 | 1.15794 | 0.83204 | 1.94028 | 0.71582 | 0.56522 | 3.22132 | 2.85774 | 2.01636 | 0.91507 | 0.39697 | 3.3284 | 2.4539 |  |  | 1 | 2025-03-21 | 1 | 1 | 0 | 8.0 | 1 | 0.0 | 8.0 | 2023-12-15 | 4 | 4 | 0 | 24.0 | 1 | 0.0 | 24.0 | 12.0 |  |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265749 |  |  | 380 | MO | 65803 | WOODLAND MANOR | EBG HEALTH CARE III INC | Medicare and Medicaid | For profit - Individual | 1347 EAST VALLEY WATERMILL ROAD | SPRINGFIELD | Greene | Y | 1347 EAST VALLEY WATERMILL ROAD,SPRINGFIELD,MO,65803 | 37.2622 | -93.27 |  | 4178331220 | 2002-12-27 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 94 | 71.1 |  |  |  |  |  |  |  |  | 2 | 2 | 3 | 3 |  | 3 | 2.9115 | 0.82292 | 0.50078 | 1.3237 | 4.2352 | 3.47555 | 0.34354 | 0.02477 | 1.25571 | 0.9023 | 2.1041 | 0.77626 | 0.61294 | 3.4933 | 3.09903 | 3.20425 | 0.90566 | 0.55114 | 4.66105 | 3.82501 | 67.0 | 60.0 | 2 | 2025-06-13 | 22 | 17 | 5 | 136.0 | 1 | 0.0 | 136.0 | 2023-10-20 | 20 | 6 | 14 | 96.0 | 1 | 0.0 | 96.0 | 126.0 |  |  |  | 0 | 0.0 | 2 | 2 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265632 |  |  | 989 | MO | 65542 | HICKORY MANOR | LICKING NO 1 LLC | Medicare and Medicaid | For profit - Individual | 209 HICKORY STREET | LICKING | Texas | N | 209 HICKORY STREET,LICKING,MO,65542 | 37.494 | -91.864 |  | 5736742111 | 1996-04-03 |  | 2026-05-01 | N | N |  | N | N | Resident | Data Not Available | 60 | 41.8 |  |  |  |  |  |  |  |  | 2 | 4 | 1 | 1 | 3 | 1 | 2.21116 | 0.5389 | 0.53396 | 1.07286 | 3.28402 | 2.79462 | 0.37121 | 0.00519 | 1.40137 | 1.00696 | 2.34816 | 0.8663 | 0.68404 | 3.8985 | 3.45849 | 2.18056 | 0.53144 | 0.52657 | 3.23858 | 2.75595 | 80.0 | 66.7 | 0 | 2025-01-23 | 9 | 8 | 1 | 40.0 | 1 | 0.0 | 40.0 | 2024-01-11 | 15 | 12 | 3 | 72.0 | 1 | 0.0 | 72.0 | 48.0 | 0 |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265400 |  |  | 450 | MO | 65775 | BROOKE HAVEN HEALTHCARE | WILLOW HEALTH CARE INC | Medicare and Medicaid | Non profit - Corporation | 1410 NORTH KENTUCKY AVENUE | WEST PLAINS | Howell | N | 1410 NORTH KENTUCKY AVENUE,WEST PLAINS,MO,65775 | 36.7409 | -91.876 |  | 4172567975 | 1989-10-02 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 120 | 62.8 |  |  |  |  |  |  |  |  | 3 | 3 | 4 | 5 | 3 | 3 | 2.53464 | 0.82632 | 0.45448 | 1.2808 | 3.81545 | 3.48124 | 0.31426 | 0.06822 | 1.36792 | 0.98292 | 2.29212 | 0.84562 | 0.66772 | 3.80546 | 3.37595 | 2.56068 | 0.83481 | 0.45915 | 3.85464 | 3.51699 | 46.8 | 58.3 | 0 | 2024-12-06 | 15 | 15 | 0 | 88.0 | 1 | 0.0 | 88.0 | 2023-07-06 | 8 | 5 | 4 | 52.0 | 1 | 0.0 | 52.0 | 79.0 |  |  |  | 1 | 10033.0 | 0 | 1 | Average (3 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265736 |  |  | 940 | MO | 63130 | U-CITY FOREST MANOR | PALLADIAN UCITY LLC | Medicare and Medicaid | For profit - Limited Liability company | 1301 PARTRIDGE AVENUE | SAINT LOUIS | St. Louis | Y | 1301 PARTRIDGE AVENUE,SAINT LOUIS,MO,63130 | 38.6731 | -90.319 |  | 3148625556 | 2002-05-21 |  | 2026-05-01 | N | N |  | Y | N | Resident | Yes | 120 | 73.3 |  | PALLADIAN HEALTHCARE | 393 | 6 | 1.7 | 2.2 | 1.2 | 2.2 | 1 | 2 | 2 | 2 |  | 1 | 1.85405 | 0.57572 | 0.20693 | 0.78266 | 2.63671 | 2.39714 | 0.13993 | 0.05331 | 1.51224 | 1.08663 | 2.53395 | 0.93484 | 0.73816 | 4.20696 | 3.73213 | 1.69434 | 0.52613 | 0.18911 | 2.40957 | 2.19064 | 66.0 | 83.3 | 0 | 2024-05-07 | 17 | 12 | 7 | 84.0 | 1 | 0.0 | 84.0 | 2022-10-21 | 38 | 25 | 13 | 335.0 | 1 | 0.0 | 335.0 | 146.75 |  |  |  | 1 | 15949.0 | 0 | 1 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265881 |  |  | 910 | MO | 63368 | SUNTERRA SPRINGS DARDENNE PRAIRIE | SUNTERRA DARDENNE PRAIRIE OC LLC | Medicare | For profit - Limited Liability company | 7275 STATE HIGHWAY N | DARDENNE PRAIRIE | St. Charles | Y | 7275 STATE HIGHWAY N,DARDENNE PRAIRIE,MO,63368 | 38.766 | -90.753 |  | 6368650200 | 2020-12-18 |  | 2026-05-01 | N | N |  | N | N |  | Yes | 38 | 32.6 |  | SUNTERRA SPRINGS | 499 | 4 | 3.3 | 2.8 | 2.8 | 4.5 | 2 | 2 | 4 |  | 4 | 3 | 2.08412 | 1.44369 | 0.85545 | 2.29914 | 4.38327 | 3.74548 | 0.64521 | 0.32189 | 1.47975 | 1.06328 | 2.47951 | 0.91475 | 0.7223 | 4.11656 | 3.65194 | 1.94641 | 1.34829 | 0.79893 | 4.09363 | 3.49799 | 76.1 | 77.8 | 1 | 2026-01-15 | 9 | 3 | 6 | 68.0 | 1 | 0.0 | 68.0 | 2023-11-30 | 23 | 15 | 8 | 180.0 | 2 | 90.0 | 270.0 | 118.5 |  |  |  | 3 | 68128.0 | 1 | 4 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265739 |  |  | 500 | MO | 64040 | HOLDEN MANOR HEALTH & REHABILITATION | HOLDEN MANOR HEALTH & REHABILITATION LLC | Medicare and Medicaid | For profit - Corporation | 2005 SOUTH LEXINGTON | HOLDEN | Johnson | N | 2005 SOUTH LEXINGTON,HOLDEN,MO,64040 | 38.7006 | -93.995 |  | 8167324138 | 2002-05-14 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 52 | 34.2 |  | MO OP HOLDCO, LLC | 790 | 9 | 2.1 | 2.3 | 2.2 | 3.1 | 1 | 2 | 3 | 3 | 3 | 1 | 1.75346 | 0.56251 | 0.57232 | 1.13483 | 2.88829 | 2.59632 | 0.35145 | 0.02257 | 1.17936 | 0.84744 | 1.97617 | 0.72906 | 0.57568 | 3.28091 | 2.9106 | 2.0547 | 0.65915 | 0.67064 | 3.38448 | 3.04236 | 82.1 | 87.5 | 2 | 2024-08-02 | 21 | 20 | 1 | 144.0 | 1 | 0.0 | 144.0 | 2023-01-13 | 13 | 13 | 0 | 76.0 | 1 | 0.0 | 76.0 | 127.0 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265810 |  |  | 250 | MO | 65101 | STONEBRIDGE ADAMS STREET | ELDERCARE OF MID-MISSOURI X INC | Medicare and Medicaid | For profit - Corporation | 1024 ADAMS STREET | JEFFERSON CITY | Cole | Y | 1024 ADAMS STREET,JEFFERSON CITY,MO,65101 | 38.5664 | -92.178 |  | 5736351320 | 2007-03-10 |  | 2026-05-01 | N | N |  | N | N |  | Yes | 120 | 53.0 |  | STONEBRIDGE SENIOR LIVING | 494 | 12 | 2.8 | 3.4 | 1.8 | 2.5 | 2 | 3 | 2 | 5 | 1 | 1 | 2.32149 | 0.69819 | 0.62435 | 1.32254 | 3.64403 | 2.8592 | 0.44914 | 0.00631 | 1.59452 | 1.14575 | 2.67182 | 0.9857 | 0.77832 | 4.43584 | 3.93519 | 2.01204 | 0.60512 | 0.54113 | 3.15829 | 2.47807 | 66.1 | 57.1 | 0 | 2024-12-04 | 18 | 14 | 4 | 100.0 | 1 | 0.0 | 100.0 | 2023-11-17 | 12 | 7 | 5 | 92.0 | 1 | 0.0 | 92.0 | 98.0 | 0 |  |  | 1 | 38656.0 | 0 | 1 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265834 |  |  | 940 | MO | 63131 | QUARTERS AT DES PERES, THE | DES PERES HEALTHCARE LLC | Medicare and Medicaid | For profit - Corporation | 13230 MANCHESTER ROAD | DES PERES | St. Louis | Y | 13230 MANCHESTER ROAD,DES PERES,MO,63131 | 38.6018 | -90.464 |  | 3148212886 | 2010-03-04 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 147 | 126.5 |  | MGM HEALTHCARE | 348 | 33 | 2.4 | 2.2 | 1.8 | 3.9 | 1 | 1 | 3 | 5 | 1 | 1 | 2.60428 | 0.81109 | 0.49437 | 1.30546 | 3.90974 | 3.24397 | 0.36556 | 0.06892 | 1.55862 | 1.11995 | 2.61166 | 0.96351 | 0.7608 | 4.33596 | 3.84658 | 2.30913 | 0.71916 | 0.43834 | 3.46663 | 2.87632 | 74.3 | 60.0 | 1 | 2025-06-03 | 18 | 13 | 10 | 120.0 | 1 | 0.0 | 120.0 | 2024-01-17 | 52 | 24 | 35 | 605.0 | 2 | 303.0 | 908.0 | 317.0 |  |  |  | 4 | 334933.0 | 2 | 6 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265556 |  |  | 110 | MO | 63901 | OAKDALE CARE CENTER | PALLADIAN SENIOR CARE OF POPLAR BLUFF LLC | Medicare and Medicaid | For profit - Corporation | 2702 DEBBIE LANE | POPLAR BLUFF | Butler | N | 2702 DEBBIE LANE,POPLAR BLUFF,MO,63901 | 36.7832 | -90.391 |  | 5736865242 | 1993-12-01 |  | 2026-05-01 | N | Y |  | N | N | Resident | Yes | 70 | 64.1 |  | PALLADIAN HEALTHCARE | 393 | 6 | 1.7 | 2.2 | 1.2 | 2.2 | 3 | 4 | 3 | 2 | 5 | 1 | 1.87666 | 0.48687 | 0.26061 | 0.74748 | 2.62413 | 2.3105 | 0.19207 | 0.01153 | 1.4718 | 1.05757 | 2.46619 | 0.90984 | 0.71842 | 4.09445 | 3.63232 | 1.76212 | 0.45715 | 0.2447 | 2.46397 | 2.16948 | 50.0 | 80.0 | 0 | 2026-02-11 | 3 | 3 | 0 | 24.0 | 1 | 0.0 | 24.0 | 2024-10-24 | 10 | 9 | 1 | 52.0 | 1 | 0.0 | 52.0 | 31.0 |  |  |  | 0 | 0.0 | 0 | 0 | Average (3 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265802 |  |  | 470 | MO | 64114 | ARMOUR OAKS SENIOR LIVING COMMUNITY | WOMENS CHRISTIAN ASSOCIATION OF KANSAS CITY MISSOURI | Medicare and Medicaid | Non profit - Corporation | 8100 WORNALL ROAD | KANSAS CITY | Jackson | Y | 8100 WORNALL ROAD,KANSAS CITY,MO,64114 | 38.9814 | -94.595 |  | 8163635141 | 2006-04-01 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 38 | 35.6 |  |  |  |  |  |  |  |  | 2 | 3 | 2 | 2 |  | 1 | 2.27456 | 0.73206 | 0.24825 | 0.98031 | 3.25487 | 2.88892 | 0.28468 | 0.0 | 1.44078 | 1.03527 | 2.4142 | 0.89066 | 0.70328 | 4.00814 | 3.55575 | 2.18173 | 0.70218 | 0.23811 | 3.12202 | 2.77102 | 71.4 |  | 0 | 2025-08-22 | 10 | 9 | 1 | 56.0 | 1 | 0.0 | 56.0 | 2024-01-16 | 14 | 12 | 4 | 96.0 | 1 | 0.0 | 96.0 | 66.0 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265598 |  |  | 200 | MO | 65236 | BRUNSWICK HEALTH CARE CENTER | BRUNSWICK HEALTH CARE CENTER LLC | Medicare and Medicaid | For profit - Limited Liability company | 721 WEST HARRISON ST | BRUNSWICK | Chariton | N | 721 WEST HARRISON ST,BRUNSWICK,MO,65236 | 39.4266 | -93.138 |  | 6605483182 | 1995-01-01 |  | 2026-05-01 | N | N |  | N | Y | Resident | Yes | 60 | 22.4 |  | RELIANT CARE MANAGEMENT | 446 | 32 | 1.2 | 1.7 | 1.0 | 1.9 | 1 | 1 | 3 | 3 |  | 1 | 1.99606 | 1.046 | 0.44205 | 1.48805 | 3.4841 | 3.30128 | 0.36766 | 0.02071 | 1.6909 | 1.215 | 2.83332 | 1.04528 | 0.82537 | 4.70398 | 4.17306 | 1.63137 | 0.85489 | 0.36128 | 2.84755 | 2.69813 | 77.4 |  |  | 2024-04-18 | 31 | 30 | 4 | 240.0 | 2 | 120.0 | 360.0 | 2022-09-29 | 22 | 14 | 8 | 196.0 | 1 | 0.0 | 196.0 | 319.0 |  |  |  | 1 | 15143.0 | 1 | 2 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265553 |  |  | 080 | MO | 63764 | STONEBRIDGE MARBLE HILL | ELDERCARE OF MARBLE HILL, LLC | Medicare and Medicaid | For profit - Limited Liability company | 702 HIGHWAY 34 WEST | MARBLE HILL | Bollinger | Y | 702 HIGHWAY 34 WEST,MARBLE HILL,MO,63764 | 37.3572 | -89.841 |  | 5732382614 | 1993-10-21 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 98 | 69.1 |  | STONEBRIDGE SENIOR LIVING | 494 | 12 | 2.8 | 3.4 | 1.8 | 2.5 | 4 | 4 | 2 | 2 | 1 | 3 | 2.26682 | 0.65795 | 0.36351 | 1.02146 | 3.28828 | 2.85164 | 0.22776 | 0.01585 | 1.2819 | 0.92111 | 2.14798 | 0.79244 | 0.62573 | 3.56615 | 3.16365 | 2.44378 | 0.70932 | 0.39189 | 3.54498 | 3.07427 | 34.9 | 33.3 | 0 | 2026-01-08 | 6 | 6 | 0 | 24.0 | 1 | 0.0 | 24.0 | 2024-09-13 | 8 | 6 | 2 | 32.0 | 1 | 0.0 | 32.0 | 26.0 |  |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265225 |  |  | 800 | MO | 65559 | ST JAMES LIVING CENTER | N & R OF ST JAMES LLC | Medicare and Medicaid | For profit - Corporation | 415 SIDNEY STREET, | SAINT JAMES | Phelps | N | 415 SIDNEY STREET,,SAINT JAMES,MO,65559 | 38.0094 | -91.613 |  | 5732658921 | 1984-02-14 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 90 | 45.6 |  | JAMES & JUDY LINCOLN | 290 | 56 | 2.4 | 2.7 | 2.1 | 2.6 | 1 | 3 | 1 | 2 | 1 | 1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 53.2 | 75.0 | 0 | 2025-11-17 | 9 | 5 | 4 | 60.0 | 1 | 0.0 | 60.0 | 2024-07-17 | 11 | 9 | 2 | 64.0 | 1 | 0.0 | 64.0 | 61.0 |  |  |  | 1 | 14069.0 | 0 | 1 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265833 |  |  | 940 | MO | 63122 | GROVE AT KIRKWOOD, THE | MANOR GROVE INC | Medicare and Medicaid | Non profit - Corporation | 711 SOUTH KIRKWOOD ROAD | KIRKWOOD | St. Louis | Y | 711 SOUTH KIRKWOOD ROAD,KIRKWOOD,MO,63122 | 38.5711 | -90.407 |  | 3149650864 | 2010-02-01 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 117 |  |  |  |  |  |  |  |  |  | 1 | 1 | 1 | 1 | 1 | 1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2024-05-07 | 29 | 6 | 23 | 276.0 | 1 | 0.0 | 276.0 | 2022-11-17 | 9 | 7 | 2 | 36.0 | 1 | 0.0 | 36.0 | 216.0 |  |  |  | 1 | 117800.0 | 0 | 1 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265321 |  |  | 910 | MO | 63366 | GARDEN VIEW CARE CENTER | GARDEN VIEW CARE CENTER, INC. | Medicare and Medicaid | For profit - Corporation | 700 GARDEN PATH | O FALLON | St. Charles | Y | 700 GARDEN PATH,O FALLON,MO,63366 | 38.7989 | -90.689 |  | 6362402840 | 1988-02-19 |  | 2026-05-01 | N | N |  | Y | N | Resident | Yes | 80 | 49.6 |  |  |  |  |  |  |  |  | 1 | 2 | 1 | 1 | 3 | 4 | 3.37685 | 0.79759 | 0.4706 | 1.26819 | 4.64504 | 4.15023 | 0.4626 | 0.02 | 1.12733 | 0.81005 | 1.88898 | 0.69689 | 0.55028 | 3.13615 | 2.78218 | 4.13962 | 0.97775 | 0.5769 | 5.69427 | 5.0877 | 53.2 | 50.0 | 1 | 2025-01-16 | 13 | 11 | 2 | 96.0 | 1 | 0.0 | 96.0 | 2023-06-23 | 21 | 18 | 11 | 216.0 | 2 | 108.0 | 324.0 | 153.0 |  |  |  | 1 | 3145.0 | 1 | 2 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265438 |  |  | 150 | MO | 63755 | JACKSON MANOR | JACKSON MANOR HEALTHCARE LLC | Medicare and Medicaid | For profit - Individual | 710 BROADRIDGE | JACKSON | Cape Girardeau | Y | 710 BROADRIDGE,JACKSON,MO,63755 | 37.3946 | -89.688 |  | 5732433101 | 1990-10-01 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 90 | 63.0 |  | MGM HEALTHCARE | 348 | 33 | 2.4 | 2.2 | 1.8 | 3.9 | 4 | 5 | 2 | 3 | 1 | 1 | 2.65568 | 0.75322 | 0.47855 | 1.23178 | 3.88746 | 3.18161 | 0.31187 | 0.01491 | 1.70955 | 1.2284 | 2.86456 | 1.05681 | 0.83447 | 4.75584 | 4.21907 | 2.14681 | 0.60889 | 0.38685 | 3.14256 | 2.57196 | 72.3 | 63.6 | 1 | 2025-08-22 | 5 | 5 | 0 | 20.0 | 1 | 0.0 | 20.0 | 2024-07-11 | 8 | 7 | 1 | 28.0 | 1 | 0.0 | 28.0 | 22.0 | 0 |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265835 |  |  | 380 | MO | 65802 | BROOKHAVEN NURSING & REHAB | N & R OF BROOKHAVEN LLC | Medicare and Medicaid | For profit - Corporation | 3405 WEST MT VERNON | SPRINGFIELD | Greene | Y | 3405 WEST MT VERNON,SPRINGFIELD,MO,65802 | 37.2049 | -93.348 |  | 4178749600 | 2010-04-21 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 90 | 53.8 |  | JAMES & JUDY LINCOLN | 290 | 56 | 2.4 | 2.7 | 2.1 | 2.6 | 3 | 3 | 4 | 4 |  | 4 | 3.09145 | 0.48131 | 0.4673 | 0.94862 | 4.04007 | 3.41461 | 0.3273 | 0.01107 | 1.08105 | 0.77679 | 1.81143 | 0.66828 | 0.52769 | 3.00739 | 2.66796 | 3.95201 | 0.61529 | 0.59738 | 5.16469 | 4.36512 | 47.5 |  | 1 | 2024-12-13 | 14 | 11 | 3 | 72.0 | 1 | 0.0 | 72.0 | 2023-06-08 | 12 | 8 | 7 | 80.0 | 1 | 0.0 | 80.0 | 74.0 |  |  |  | 0 | 0.0 | 0 | 0 | Average (3 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
