family,class,n_members,slot,slot_label,members_ready,members_hole,status
facility,noun,142,code_concentration,Does one category dominate,115,27,ready
facility,noun,142,total_money,Total dollars,10,132,ready
facility,noun,142,typical_money,Typical dollar size (median),10,132,ready
facility,noun,142,money_distribution,Dollar distribution,10,132,ready
facility,noun,142,money_top_share,Top 1% share of dollars,10,132,ready
facility,noun,142,round_numbers,Suspiciously round amounts,10,132,ready
facility,noun,142,size_distribution,Size distribution,79,63,ready
facility,noun,142,per_person,Per person served,20,122,ready
facility,noun,142,flag_rates,Yes/no flag rates,19,123,ready
filing,event+noun,73,how_many,How many are there,73,0,ready
filing,event+noun,73,row_count_vs_published,Rows held vs publisher total,73,0,ready
filing,event+noun,73,freshness,How fresh is it (last load),73,0,ready
filing,event+noun,73,grain_integrity,Is one row really one thing (dup check),57,16,ready
filing,event+noun,73,id_integrity,Are the IDs real (distinct/sentinel check),67,6,ready
filing,event+noun,73,rank_in_family,Rank among peers in its family,73,0,ready
filing,event+noun,73,share_of_family,Share of its family,73,0,ready
filing,event+noun,73,by_time,Over time,65,8,ready
filing,event+noun,73,first_last,Earliest and latest,65,8,ready
filing,event+noun,73,gaps,Missing periods in the record,65,8,ready
filing,event+noun,73,seasonality,By month / day-of-week,65,8,ready
filing,event+noun,73,births,New ones per period (first seen),65,8,ready
filing,event+noun,73,deaths,Disappeared per period (last seen),65,8,ready
filing,event+noun,73,age_distribution,How old the living ones are,65,8,ready
filing,event+noun,73,by_state,By state,39,34,ready
filing,event+noun,73,by_county_city,By county / city / zip,39,34,ready
filing,event+noun,73,map_points,On a map (points),8,65,ready
filing,event+noun,73,geo_concentration,Geographic concentration,39,34,ready
filing,event+noun,73,mix_by_code,Mix by type/status/category,56,17,ready
filing,event+noun,73,mix_over_time,Mix shifting over time,52,21,ready
filing,event+noun,73,code_concentration,Does one category dominate,56,17,ready
filing,event+noun,73,total_money,Total dollars,13,60,ready
filing,event+noun,73,typical_money,Typical dollar size (median),13,60,ready
filing,event+noun,73,money_distribution,Dollar distribution,13,60,ready
filing,event+noun,73,money_top_share,Top 1% share of dollars,13,60,ready
filing,event+noun,73,round_numbers,Suspiciously round amounts,13,60,ready
filing,event+noun,73,size_distribution,Size distribution,28,45,ready
filing,event+noun,73,per_noun_rate,Events per noun (the core ratio),67,6,ready
filing,event+noun,73,zero_nouns,Nouns with zero events (never touched),67,6,ready
filing,event+noun,73,repeaters,Repeat offenders / heaviest nouns,67,6,ready
filing,event+noun,73,noun_concentration,Top 1% of nouns' share of events,67,6,ready
filing,event+noun,73,per_person,Per person served,7,66,ready
filing,event+noun,73,flag_rates,Yes/no flag rates,17,56,ready
inspection,event,13,how_many,How many are there,13,0,ready
inspection,event,13,row_count_vs_published,Rows held vs publisher total,13,0,ready
inspection,event,13,freshness,How fresh is it (last load),13,0,ready
inspection,event,13,grain_integrity,Is one row really one thing (dup check),11,2,ready
inspection,event,13,id_integrity,Are the IDs real (distinct/sentinel check),12,1,ready
inspection,event,13,rank_in_family,Rank among peers in its family,13,0,ready
inspection,event,13,share_of_family,Share of its family,13,0,ready
inspection,event,13,by_time,Over time,13,0,ready
inspection,event,13,first_last,Earliest and latest,13,0,ready
inspection,event,13,gaps,Missing periods in the record,13,0,ready
inspection,event,13,seasonality,By month / day-of-week,13,0,ready
inspection,event,13,by_state,By state,12,1,ready
inspection,event,13,by_county_city,By county / city / zip,12,1,ready
inspection,event,13,map_points,On a map (points),3,10,ready
inspection,event,13,geo_concentration,Geographic concentration,12,1,ready
inspection,event,13,mix_by_code,Mix by type/status/category,12,1,ready
inspection,event,13,mix_over_time,Mix shifting over time,12,1,ready
inspection,event,13,code_concentration,Does one category dominate,12,1,ready
inspection,event,13,total_money,Total dollars,4,9,ready
inspection,event,13,typical_money,Typical dollar size (median),4,9,ready
inspection,event,13,money_distribution,Dollar distribution,4,9,ready
inspection,event,13,money_top_share,Top 1% share of dollars,4,9,ready
inspection,event,13,round_numbers,Suspiciously round amounts,4,9,ready
inspection,event,13,size_distribution,Size distribution,2,11,ready
inspection,event,13,per_noun_rate,Events per noun (the core ratio),12,1,ready
inspection,event,13,zero_nouns,Nouns with zero events (never touched),12,1,ready
inspection,event,13,repeaters,Repeat offenders / heaviest nouns,12,1,ready
inspection,event,13,noun_concentration,Top 1% of nouns' share of events,12,1,ready
inspection,event,13,per_person,Per person served,0,13,hole
inspection,event,13,flag_rates,Yes/no flag rates,2,11,ready
instrument,noun,8,how_many,How many are there,8,0,ready
instrument,noun,8,row_count_vs_published,Rows held vs publisher total,8,0,ready
instrument,noun,8,freshness,How fresh is it (last load),8,0,ready
instrument,noun,8,grain_integrity,Is one row really one thing (dup check),8,0,ready
instrument,noun,8,id_integrity,Are the IDs real (distinct/sentinel check),6,2,ready
instrument,noun,8,rank_in_family,Rank among peers in its family,8,0,ready
instrument,noun,8,share_of_family,Share of its family,8,0,ready
instrument,noun,8,by_time,Over time,4,4,ready
instrument,noun,8,first_last,Earliest and latest,4,4,ready
instrument,noun,8,gaps,Missing periods in the record,4,4,ready
instrument,noun,8,seasonality,By month / day-of-week,4,4,ready
instrument,noun,8,births,New ones per period (first seen),4,4,ready
instrument,noun,8,deaths,Disappeared per period (last seen),4,4,ready
instrument,noun,8,age_distribution,How old the living ones are,4,4,ready
instrument,noun,8,by_state,By state,1,7,ready
instrument,noun,8,by_county_city,By county / city / zip,1,7,ready
instrument,noun,8,map_points,On a map (points),1,7,ready
instrument,noun,8,geo_concentration,Geographic concentration,1,7,ready
instrument,noun,8,mix_by_code,Mix by type/status/category,1,7,ready
instrument,noun,8,mix_over_time,Mix shifting over time,1,7,ready
instrument,noun,8,code_concentration,Does one category dominate,1,7,ready
instrument,noun,8,total_money,Total dollars,3,5,ready
instrument,noun,8,typical_money,Typical dollar size (median),3,5,ready
instrument,noun,8,money_distribution,Dollar distribution,3,5,ready
instrument,noun,8,money_top_share,Top 1% share of dollars,3,5,ready
instrument,noun,8,round_numbers,Suspiciously round amounts,3,5,ready
instrument,noun,8,size_distribution,Size distribution,2,6,ready
instrument,noun,8,per_person,Per person served,0,8,hole
instrument,noun,8,flag_rates,Yes/no flag rates,0,8,hole
loan,event+noun,11,how_many,How many are there,11,0,ready
loan,event+noun,11,row_count_vs_published,Rows held vs publisher total,11,0,ready
loan,event+noun,11,freshness,How fresh is it (last load),11,0,ready
loan,event+noun,11,grain_integrity,Is one row really one thing (dup check),7,4,ready
loan,event+noun,11,id_integrity,Are the IDs real (distinct/sentinel check),7,4,ready
loan,event+noun,11,rank_in_family,Rank among peers in its family,11,0,ready
loan,event+noun,11,share_of_family,Share of its family,11,0,ready
loan,event+noun,11,by_time,Over time,10,1,ready
loan,event+noun,11,first_last,Earliest and latest,10,1,ready
loan,event+noun,11,gaps,Missing periods in the record,10,1,ready
loan,event+noun,11,seasonality,By month / day-of-week,10,1,ready
loan,event+noun,11,births,New ones per period (first seen),10,1,ready
loan,event+noun,11,deaths,Disappeared per period (last seen),10,1,ready
loan,event+noun,11,age_distribution,How old the living ones are,10,1,ready
loan,event+noun,11,by_state,By state,10,1,ready
loan,event+noun,11,by_county_city,By county / city / zip,10,1,ready
loan,event+noun,11,map_points,On a map (points),0,11,hole
loan,event+noun,11,geo_concentration,Geographic concentration,10,1,ready
loan,event+noun,11,mix_by_code,Mix by type/status/category,10,1,ready
loan,event+noun,11,mix_over_time,Mix shifting over time,10,1,ready
loan,event+noun,11,code_concentration,Does one category dominate,10,1,ready
loan,event+noun,11,total_money,Total dollars,8,3,ready
loan,event+noun,11,typical_money,Typical dollar size (median),8,3,ready
loan,event+noun,11,money_distribution,Dollar distribution,8,3,ready
loan,event+noun,11,money_top_share,Top 1% share of dollars,8,3,ready
loan,event+noun,11,round_numbers,Suspiciously round amounts,8,3,ready
loan,event+noun,11,size_distribution,Size distribution,7,4,ready
loan,event+noun,11,per_noun_rate,Events per noun (the core ratio),7,4,ready
loan,event+noun,11,zero_nouns,Nouns with zero events (never touched),7,4,ready
loan,event+noun,11,repeaters,Repeat offenders / heaviest nouns,7,4,ready
loan,event+noun,11,noun_concentration,Top 1% of nouns' share of events,7,4,ready
loan,event+noun,11,per_person,Per person served,4,7,ready
loan,event+noun,11,flag_rates,Yes/no flag rates,2,9,ready
measurement,event,82,how_many,How many are there,82,0,ready
measurement,event,82,row_count_vs_published,Rows held vs publisher total,82,0,ready
measurement,event,82,freshness,How fresh is it (last load),82,0,ready
measurement,event,82,grain_integrity,Is one row really one thing (dup check),62,20,ready
measurement,event,82,id_integrity,Are the IDs real (distinct/sentinel check),39,43,ready
measurement,event,82,rank_in_family,Rank among peers in its family,82,0,ready
measurement,event,82,share_of_family,Share of its family,82,0,ready
measurement,event,82,by_time,Over time,62,20,ready
measurement,event,82,first_last,Earliest and latest,62,20,ready
measurement,event,82,gaps,Missing periods in the record,62,20,ready
measurement,event,82,seasonality,By month / day-of-week,62,20,ready
measurement,event,82,by_state,By state,52,30,ready
measurement,event,82,by_county_city,By county / city / zip,52,30,ready
measurement,event,82,map_points,On a map (points),10,72,ready
measurement,event,82,geo_concentration,Geographic concentration,52,30,ready
measurement,event,82,mix_by_code,Mix by type/status/category,44,38,ready
measurement,event,82,mix_over_time,Mix shifting over time,38,44,ready
measurement,event,82,code_concentration,Does one category dominate,44,38,ready
measurement,event,82,total_money,Total dollars,6,76,ready
measurement,event,82,typical_money,Typical dollar size (median),6,76,ready
measurement,event,82,money_distribution,Dollar distribution,6,76,ready
measurement,event,82,money_top_share,Top 1% share of dollars,6,76,ready
measurement,event,82,round_numbers,Suspiciously round amounts,6,76,ready
measurement,event,82,size_distribution,Size distribution,25,57,ready
measurement,event,82,per_noun_rate,Events per noun (the core ratio),39,43,ready
measurement,event,82,zero_nouns,Nouns with zero events (never touched),39,43,ready
measurement,event,82,repeaters,Repeat offenders / heaviest nouns,39,43,ready
measurement,event,82,noun_concentration,Top 1% of nouns' share of events,39,43,ready
measurement,event,82,per_person,Per person served,9,73,ready
measurement,event,82,flag_rates,Yes/no flag rates,5,77,ready
membership,link,12,how_many,How many are there,12,0,ready
membership,link,12,row_count_vs_published,Rows held vs publisher total,12,0,ready
membership,link,12,freshness,How fresh is it (last load),12,0,ready
membership,link,12,grain_integrity,Is one row really one thing (dup check),11,1,ready
membership,link,12,id_integrity,Are the IDs real (distinct/sentinel check),12,0,ready
membership,link,12,rank_in_family,Rank among peers in its family,12,0,ready
membership,link,12,share_of_family,Share of its family,12,0,ready
membership,link,12,by_time,Over time,6,6,ready
membership,link,12,first_last,Earliest and latest,6,6,ready
membership,link,12,gaps,Missing periods in the record,6,6,ready
membership,link,12,seasonality,By month / day-of-week,6,6,ready
membership,link,12,by_state,By state,9,3,ready
membership,link,12,by_county_city,By county / city / zip,9,3,ready
membership,link,12,map_points,On a map (points),0,12,hole
membership,link,12,geo_concentration,Geographic concentration,9,3,ready
membership,link,12,mix_by_code,Mix by type/status/category,8,4,ready
membership,link,12,mix_over_time,Mix shifting over time,5,7,ready
membership,link,12,code_concentration,Does one category dominate,8,4,ready
membership,link,12,total_money,Total dollars,1,11,ready
membership,link,12,typical_money,Typical dollar size (median),1,11,ready
membership,link,12,money_distribution,Dollar distribution,1,11,ready
membership,link,12,money_top_share,Top 1% share of dollars,1,11,ready
membership,link,12,round_numbers,Suspiciously round amounts,1,11,ready
membership,link,12,size_distribution,Size distribution,2,10,ready
membership,link,12,per_person,Per person served,0,12,hole
membership,link,12,flag_rates,Yes/no flag rates,2,10,ready
membership,link,12,degree_out,Connections per left noun,12,0,ready
membership,link,12,degree_in,Connections per right noun,12,0,ready
membership,link,12,multiplicity,One-to-one or many-to-many,12,0,ready
natural_event,event,3,how_many,How many are there,3,0,ready
natural_event,event,3,row_count_vs_published,Rows held vs publisher total,3,0,ready
natural_event,event,3,freshness,How fresh is it (last load),3,0,ready
natural_event,event,3,grain_integrity,Is one row really one thing (dup check),3,0,ready
natural_event,event,3,id_integrity,Are the IDs real (distinct/sentinel check),3,0,ready
natural_event,event,3,rank_in_family,Rank among peers in its family,3,0,ready
natural_event,event,3,share_of_family,Share of its family,3,0,ready
natural_event,event,3,by_time,Over time,1,2,ready
natural_event,event,3,first_last,Earliest and latest,1,2,ready
natural_event,event,3,gaps,Missing periods in the record,1,2,ready
natural_event,event,3,seasonality,By month / day-of-week,1,2,ready
natural_event,event,3,by_state,By state,3,0,ready
natural_event,event,3,by_county_city,By county / city / zip,3,0,ready
natural_event,event,3,map_points,On a map (points),3,0,ready
natural_event,event,3,geo_concentration,Geographic concentration,3,0,ready
natural_event,event,3,mix_by_code,Mix by type/status/category,1,2,ready
natural_event,event,3,mix_over_time,Mix shifting over time,1,2,ready
natural_event,event,3,code_concentration,Does one category dominate,1,2,ready
natural_event,event,3,total_money,Total dollars,0,3,hole
natural_event,event,3,typical_money,Typical dollar size (median),0,3,hole
natural_event,event,3,money_distribution,Dollar distribution,0,3,hole
natural_event,event,3,money_top_share,Top 1% share of dollars,0,3,hole
natural_event,event,3,round_numbers,Suspiciously round amounts,0,3,hole
natural_event,event,3,size_distribution,Size distribution,1,2,ready
natural_event,event,3,per_noun_rate,Events per noun (the core ratio),3,0,ready
natural_event,event,3,zero_nouns,Nouns with zero events (never touched),3,0,ready
natural_event,event,3,repeaters,Repeat offenders / heaviest nouns,3,0,ready
natural_event,event,3,noun_concentration,Top 1% of nouns' share of events,3,0,ready
natural_event,event,3,per_person,Per person served,0,3,hole
natural_event,event,3,flag_rates,Yes/no flag rates,0,3,hole
organization,noun,131,how_many,How many are there,131,0,ready
organization,noun,131,row_count_vs_published,Rows held vs publisher total,131,0,ready
organization,noun,131,freshness,How fresh is it (last load),131,0,ready
organization,noun,131,grain_integrity,Is one row really one thing (dup check),123,8,ready
organization,noun,131,id_integrity,Are the IDs real (distinct/sentinel check),126,5,ready
organization,noun,131,rank_in_family,Rank among peers in its family,131,0,ready
organization,noun,131,share_of_family,Share of its family,131,0,ready
organization,noun,131,by_time,Over time,74,57,ready
organization,noun,131,first_last,Earliest and latest,74,57,ready
organization,noun,131,gaps,Missing periods in the record,74,57,ready
organization,noun,131,seasonality,By month / day-of-week,74,57,ready
organization,noun,131,births,New ones per period (first seen),74,57,ready
organization,noun,131,deaths,Disappeared per period (last seen),74,57,ready
organization,noun,131,age_distribution,How old the living ones are,74,57,ready
organization,noun,131,by_state,By state,102,29,ready
organization,noun,131,by_county_city,By county / city / zip,102,29,ready
organization,noun,131,map_points,On a map (points),21,110,ready
organization,noun,131,geo_concentration,Geographic concentration,102,29,ready
organization,noun,131,mix_by_code,Mix by type/status/category,97,34,ready
organization,noun,131,mix_over_time,Mix shifting over time,69,62,ready
organization,noun,131,code_concentration,Does one category dominate,97,34,ready
organization,noun,131,total_money,Total dollars,40,91,ready
organization,noun,131,typical_money,Typical dollar size (median),40,91,ready
organization,noun,131,money_distribution,Dollar distribution,40,91,ready
organization,noun,131,money_top_share,Top 1% share of dollars,40,91,ready
organization,noun,131,round_numbers,Suspiciously round amounts,40,91,ready
organization,noun,131,size_distribution,Size distribution,35,96,ready
organization,noun,131,per_person,Per person served,13,118,ready
organization,noun,131,flag_rates,Yes/no flag rates,14,117,ready
ownership,link,11,how_many,How many are there,11,0,ready
ownership,link,11,row_count_vs_published,Rows held vs publisher total,11,0,ready
ownership,link,11,freshness,How fresh is it (last load),11,0,ready
ownership,link,11,grain_integrity,Is one row really one thing (dup check),10,1,ready
ownership,link,11,id_integrity,Are the IDs real (distinct/sentinel check),11,0,ready
ownership,link,11,rank_in_family,Rank among peers in its family,11,0,ready
ownership,link,11,share_of_family,Share of its family,11,0,ready
ownership,link,11,by_time,Over time,3,8,ready
ownership,link,11,first_last,Earliest and latest,3,8,ready
ownership,link,11,gaps,Missing periods in the record,3,8,ready
ownership,link,11,seasonality,By month / day-of-week,3,8,ready
ownership,link,11,by_state,By state,4,7,ready
ownership,link,11,by_county_city,By county / city / zip,4,7,ready
ownership,link,11,map_points,On a map (points),1,10,ready
ownership,link,11,geo_concentration,Geographic concentration,4,7,ready
ownership,link,11,mix_by_code,Mix by type/status/category,8,3,ready
ownership,link,11,mix_over_time,Mix shifting over time,2,9,ready
ownership,link,11,code_concentration,Does one category dominate,8,3,ready
ownership,link,11,total_money,Total dollars,1,10,ready
ownership,link,11,typical_money,Typical dollar size (median),1,10,ready
ownership,link,11,money_distribution,Dollar distribution,1,10,ready
ownership,link,11,money_top_share,Top 1% share of dollars,1,10,ready
ownership,link,11,round_numbers,Suspiciously round amounts,1,10,ready
ownership,link,11,size_distribution,Size distribution,5,6,ready
ownership,link,11,per_person,Per person served,0,11,hole
ownership,link,11,flag_rates,Yes/no flag rates,2,9,ready
ownership,link,11,degree_out,Connections per left noun,11,0,ready
ownership,link,11,degree_in,Connections per right noun,11,0,ready
ownership,link,11,multiplicity,One-to-one or many-to-many,11,0,ready
payment,event,17,how_many,How many are there,17,0,ready
payment,event,17,row_count_vs_published,Rows held vs publisher total,17,0,ready
payment,event,17,freshness,How fresh is it (last load),17,0,ready
payment,event,17,grain_integrity,Is one row really one thing (dup check),15,2,ready
payment,event,17,id_integrity,Are the IDs real (distinct/sentinel check),15,2,ready
payment,event,17,rank_in_family,Rank among peers in its family,17,0,ready
payment,event,17,share_of_family,Share of its family,17,0,ready
payment,event,17,by_time,Over time,11,6,ready
payment,event,17,first_last,Earliest and latest,11,6,ready
payment,event,17,gaps,Missing periods in the record,11,6,ready
payment,event,17,seasonality,By month / day-of-week,11,6,ready
payment,event,17,by_state,By state,12,5,ready
payment,event,17,by_county_city,By county / city / zip,12,5,ready
payment,event,17,map_points,On a map (points),3,14,ready
payment,event,17,geo_concentration,Geographic concentration,12,5,ready
payment,event,17,mix_by_code,Mix by type/status/category,11,6,ready
payment,event,17,mix_over_time,Mix shifting over time,9,8,ready
payment,event,17,code_concentration,Does one category dominate,11,6,ready
payment,event,17,total_money,Total dollars,10,7,ready
payment,event,17,typical_money,Typical dollar size (median),10,7,ready
payment,event,17,money_distribution,Dollar distribution,10,7,ready
payment,event,17,money_top_share,Top 1% share of dollars,10,7,ready
payment,event,17,round_numbers,Suspiciously round amounts,10,7,ready
payment,event,17,size_distribution,Size distribution,1,16,ready
payment,event,17,per_noun_rate,Events per noun (the core ratio),15,2,ready
payment,event,17,zero_nouns,Nouns with zero events (never touched),15,2,ready
payment,event,17,repeaters,Repeat offenders / heaviest nouns,15,2,ready
payment,event,17,noun_concentration,Top 1% of nouns' share of events,15,2,ready
payment,event,17,per_person,Per person served,0,17,hole
payment,event,17,flag_rates,Yes/no flag rates,5,12,ready
person,noun,22,how_many,How many are there,22,0,ready
person,noun,22,row_count_vs_published,Rows held vs publisher total,22,0,ready
person,noun,22,freshness,How fresh is it (last load),22,0,ready
person,noun,22,grain_integrity,Is one row really one thing (dup check),18,4,ready
person,noun,22,id_integrity,Are the IDs real (distinct/sentinel check),20,2,ready
person,noun,22,rank_in_family,Rank among peers in its family,22,0,ready
person,noun,22,share_of_family,Share of its family,22,0,ready
person,noun,22,by_time,Over time,13,9,ready
person,noun,22,first_last,Earliest and latest,13,9,ready
person,noun,22,gaps,Missing periods in the record,13,9,ready
person,noun,22,seasonality,By month / day-of-week,13,9,ready
person,noun,22,births,New ones per period (first seen),13,9,ready
person,noun,22,deaths,Disappeared per period (last seen),13,9,ready
person,noun,22,age_distribution,How old the living ones are,13,9,ready
person,noun,22,by_state,By state,13,9,ready
person,noun,22,by_county_city,By county / city / zip,13,9,ready
person,noun,22,map_points,On a map (points),0,22,hole
person,noun,22,geo_concentration,Geographic concentration,13,9,ready
person,noun,22,mix_by_code,Mix by type/status/category,15,7,ready
person,noun,22,mix_over_time,Mix shifting over time,10,12,ready
person,noun,22,code_concentration,Does one category dominate,15,7,ready
person,noun,22,total_money,Total dollars,1,21,ready
person,noun,22,typical_money,Typical dollar size (median),1,21,ready
person,noun,22,money_distribution,Dollar distribution,1,21,ready
person,noun,22,money_top_share,Top 1% share of dollars,1,21,ready
person,noun,22,round_numbers,Suspiciously round amounts,1,21,ready
person,noun,22,size_distribution,Size distribution,3,19,ready
person,noun,22,per_person,Per person served,0,22,hole
person,noun,22,flag_rates,Yes/no flag rates,4,18,ready
place,noun,453,how_many,How many are there,453,0,ready
place,noun,453,row_count_vs_published,Rows held vs publisher total,453,0,ready
place,noun,453,freshness,How fresh is it (last load),453,0,ready
place,noun,453,grain_integrity,Is one row really one thing (dup check),452,1,ready
place,noun,453,id_integrity,Are the IDs real (distinct/sentinel check),179,274,ready
place,noun,453,rank_in_family,Rank among peers in its family,453,0,ready
place,noun,453,share_of_family,Share of its family,453,0,ready
place,noun,453,by_time,Over time,167,286,ready
place,noun,453,first_last,Earliest and latest,167,286,ready
place,noun,453,gaps,Missing periods in the record,167,286,ready
place,noun,453,seasonality,By month / day-of-week,167,286,ready
place,noun,453,births,New ones per period (first seen),167,286,ready
place,noun,453,deaths,Disappeared per period (last seen),167,286,ready
place,noun,453,age_distribution,How old the living ones are,167,286,ready
place,noun,453,by_state,By state,350,103,ready
place,noun,453,by_county_city,By county / city / zip,350,103,ready
place,noun,453,map_points,On a map (points),230,223,ready
place,noun,453,geo_concentration,Geographic concentration,350,103,ready
place,noun,453,mix_by_code,Mix by type/status/category,206,247,ready
place,noun,453,mix_over_time,Mix shifting over time,100,353,ready
place,noun,453,code_concentration,Does one category dominate,206,247,ready
place,noun,453,total_money,Total dollars,30,423,ready
place,noun,453,typical_money,Typical dollar size (median),30,423,ready
place,noun,453,money_distribution,Dollar distribution,30,423,ready
place,noun,453,money_top_share,Top 1% share of dollars,30,423,ready
place,noun,453,round_numbers,Suspiciously round amounts,30,423,ready
place,noun,453,size_distribution,Size distribution,179,274,ready
place,noun,453,per_person,Per person served,24,429,ready
place,noun,453,flag_rates,Yes/no flag rates,16,437,ready
post,event,5,how_many,How many are there,5,0,ready
post,event,5,row_count_vs_published,Rows held vs publisher total,5,0,ready
post,event,5,freshness,How fresh is it (last load),5,0,ready
post,event,5,grain_integrity,Is one row really one thing (dup check),5,0,ready
post,event,5,id_integrity,Are the IDs real (distinct/sentinel check),5,0,ready
post,event,5,rank_in_family,Rank among peers in its family,5,0,ready
post,event,5,share_of_family,Share of its family,5,0,ready
post,event,5,by_time,Over time,4,1,ready
post,event,5,first_last,Earliest and latest,4,1,ready
post,event,5,gaps,Missing periods in the record,4,1,ready
post,event,5,seasonality,By month / day-of-week,4,1,ready
post,event,5,by_state,By state,2,3,ready
post,event,5,by_county_city,By county / city / zip,2,3,ready
post,event,5,map_points,On a map (points),1,4,ready
post,event,5,geo_concentration,Geographic concentration,2,3,ready
post,event,5,mix_by_code,Mix by type/status/category,2,3,ready
post,event,5,mix_over_time,Mix shifting over time,1,4,ready
post,event,5,code_concentration,Does one category dominate,2,3,ready
post,event,5,total_money,Total dollars,1,4,ready
post,event,5,typical_money,Typical dollar size (median),1,4,ready
post,event,5,money_distribution,Dollar distribution,1,4,ready
post,event,5,money_top_share,Top 1% share of dollars,1,4,ready
post,event,5,round_numbers,Suspiciously round amounts,1,4,ready
post,event,5,size_distribution,Size distribution,0,5,hole
post,event,5,per_noun_rate,Events per noun (the core ratio),5,0,ready
post,event,5,zero_nouns,Nouns with zero events (never touched),5,0,ready
post,event,5,repeaters,Repeat offenders / heaviest nouns,5,0,ready
post,event,5,noun_concentration,Top 1% of nouns' share of events,5,0,ready
post,event,5,per_person,Per person served,0,5,hole
post,event,5,flag_rates,Yes/no flag rates,0,5,hole
product,noun,16,how_many,How many are there,16,0,ready
product,noun,16,row_count_vs_published,Rows held vs publisher total,16,0,ready
product,noun,16,freshness,How fresh is it (last load),16,0,ready
product,noun,16,grain_integrity,Is one row really one thing (dup check),11,5,ready
product,noun,16,id_integrity,Are the IDs real (distinct/sentinel check),10,6,ready
product,noun,16,rank_in_family,Rank among peers in its family,16,0,ready
product,noun,16,share_of_family,Share of its family,16,0,ready
product,noun,16,by_time,Over time,14,2,ready
product,noun,16,first_last,Earliest and latest,14,2,ready
product,noun,16,gaps,Missing periods in the record,14,2,ready
product,noun,16,seasonality,By month / day-of-week,14,2,ready
product,noun,16,births,New ones per period (first seen),14,2,ready
product,noun,16,deaths,Disappeared per period (last seen),14,2,ready
product,noun,16,age_distribution,How old the living ones are,14,2,ready
product,noun,16,by_state,By state,9,7,ready
product,noun,16,by_county_city,By county / city / zip,9,7,ready
product,noun,16,map_points,On a map (points),1,15,ready
product,noun,16,geo_concentration,Geographic concentration,9,7,ready
product,noun,16,mix_by_code,Mix by type/status/category,13,3,ready
product,noun,16,mix_over_time,Mix shifting over time,11,5,ready
product,noun,16,code_concentration,Does one category dominate,13,3,ready
product,noun,16,total_money,Total dollars,3,13,ready
product,noun,16,typical_money,Typical dollar size (median),3,13,ready
product,noun,16,money_distribution,Dollar distribution,3,13,ready
product,noun,16,money_top_share,Top 1% share of dollars,3,13,ready
product,noun,16,round_numbers,Suspiciously round amounts,3,13,ready
product,noun,16,size_distribution,Size distribution,6,10,ready
product,noun,16,per_person,Per person served,3,13,ready
product,noun,16,flag_rates,Yes/no flag rates,9,7,ready
program,noun,21,how_many,How many are there,21,0,ready
program,noun,21,row_count_vs_published,Rows held vs publisher total,21,0,ready
program,noun,21,freshness,How fresh is it (last load),21,0,ready
program,noun,21,grain_integrity,Is one row really one thing (dup check),18,3,ready
program,noun,21,id_integrity,Are the IDs real (distinct/sentinel check),20,1,ready
program,noun,21,rank_in_family,Rank among peers in its family,21,0,ready
program,noun,21,share_of_family,Share of its family,21,0,ready
program,noun,21,by_time,Over time,16,5,ready
program,noun,21,first_last,Earliest and latest,16,5,ready
program,noun,21,gaps,Missing periods in the record,16,5,ready
program,noun,21,seasonality,By month / day-of-week,16,5,ready
program,noun,21,births,New ones per period (first seen),16,5,ready
program,noun,21,deaths,Disappeared per period (last seen),16,5,ready
program,noun,21,age_distribution,How old the living ones are,16,5,ready
program,noun,21,by_state,By state,16,5,ready
program,noun,21,by_county_city,By county / city / zip,16,5,ready
program,noun,21,map_points,On a map (points),4,17,ready
program,noun,21,geo_concentration,Geographic concentration,16,5,ready
program,noun,21,mix_by_code,Mix by type/status/category,15,6,ready
program,noun,21,mix_over_time,Mix shifting over time,11,10,ready
program,noun,21,code_concentration,Does one category dominate,15,6,ready
program,noun,21,total_money,Total dollars,7,14,ready
program,noun,21,typical_money,Typical dollar size (median),7,14,ready
program,noun,21,money_distribution,Dollar distribution,7,14,ready
program,noun,21,money_top_share,Top 1% share of dollars,7,14,ready
program,noun,21,round_numbers,Suspiciously round amounts,7,14,ready
program,noun,21,size_distribution,Size distribution,8,13,ready
program,noun,21,per_person,Per person served,4,17,ready
program,noun,21,flag_rates,Yes/no flag rates,2,19,ready
provider,noun,40,how_many,How many are there,40,0,ready
provider,noun,40,row_count_vs_published,Rows held vs publisher total,40,0,ready
provider,noun,40,freshness,How fresh is it (last load),40,0,ready
provider,noun,40,grain_integrity,Is one row really one thing (dup check),40,0,ready
provider,noun,40,id_integrity,Are the IDs real (distinct/sentinel check),39,1,ready
provider,noun,40,rank_in_family,Rank among peers in its family,40,0,ready
provider,noun,40,share_of_family,Share of its family,40,0,ready
provider,noun,40,by_time,Over time,23,17,ready
provider,noun,40,first_last,Earliest and latest,23,17,ready
provider,noun,40,gaps,Missing periods in the record,23,17,ready
provider,noun,40,seasonality,By month / day-of-week,23,17,ready
provider,noun,40,births,New ones per period (first seen),23,17,ready
provider,noun,40,deaths,Disappeared per period (last seen),23,17,ready
provider,noun,40,age_distribution,How old the living ones are,23,17,ready
provider,noun,40,by_state,By state,35,5,ready
provider,noun,40,by_county_city,By county / city / zip,35,5,ready
provider,noun,40,map_points,On a map (points),11,29,ready
provider,noun,40,geo_concentration,Geographic concentration,35,5,ready
