schema,table,column,should_be,table_row_count,n_nonempty,n_double,n_date,n_ts_tz,fixed_width,has_leading_zero,error
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_ALL,number,287053,287053,287053,287053,287053,0,8,
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_OLD,number,287053,287053,287053,287053,287053,0,485,
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_OTHER,number,287053,287053,287053,287053,287053,0,248239,
EDUCATION,EDUCATION__FED_ED_EDFACTS,SCHOOL_YEAR,date,33,0,0,0,0,0,0,
EDUCATION,EDUCATION__FED_FRB_Z1_CSV,DATE_COL,date,304,304,0,0,0,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ARS,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_AUD,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BGN,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BRL,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CLP,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CZK,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_DKK,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_EUR,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_GBP,number,614078,614078,614078,614078,614078,0,614077,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_HUF,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ILS,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_INR,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_MXN,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_NZD,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_PLN,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_RON,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_SEK,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_TWD,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_USD,number,614078,614078,614078,614078,614078,0,104801,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ZAR,number,614078,614078,614078,614078,614078,1,614078,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ARS,number,21211,21211,21211,21211,21211,0,20368,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_AUD,number,21211,21211,21211,21211,21211,0,20740,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_BGN,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_BRL,number,21211,21211,21211,21211,21211,0,19090,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_CLP,number,21211,21211,21211,21211,21211,0,20997,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_CZK,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_DKK,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_EUR,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_GBP,number,21211,21211,21211,21211,21211,0,21074,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_HUF,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ILS,number,21211,21211,21211,21211,21211,0,21082,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_INR,number,21211,21211,21211,21211,21211,0,20340,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_MXN,number,21211,21211,21211,21211,21211,0,21093,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_NZD,number,21211,21211,21211,21211,21211,0,21146,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_PLN,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_RON,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_SEK,number,21211,21211,21211,21211,21211,1,21211,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_TWD,number,21211,21211,21211,21211,21211,0,21097,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_USD,number,21211,21211,21211,21211,21211,0,5158,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,SPEND_ZAR,number,21211,21211,21211,21211,21211,0,21199,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,TOTAL_CREATIVES,number,21211,21211,21211,21211,21211,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ARS,number,298884,298884,298884,298884,298884,0,290397,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_AUD,number,298884,298884,298884,298884,298884,0,292319,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BGN,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BRL,number,298884,298884,298884,298884,298884,0,286257,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CLP,number,298884,298884,298884,298884,298884,0,297522,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CZK,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_DKK,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_EUR,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_GBP,number,298884,298884,298884,298884,298884,0,295327,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_HUF,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ILS,number,298884,298884,298884,298884,298884,0,296251,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_INR,number,298884,298884,298884,298884,298884,0,285796,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_MXN,number,298884,298884,298884,298884,298884,0,297508,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_NZD,number,298884,298884,298884,298884,298884,0,297808,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_PLN,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_RON,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_SEK,number,298884,298884,298884,298884,298884,1,298884,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_TWD,number,298884,298884,298884,298884,298884,0,297746,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_USD,number,298884,298884,298884,298884,298884,0,58205,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ZAR,number,298884,298884,298884,298884,298884,0,298666,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,FIRST_SERVED_TIMESTAMP,date,1562870,1562870,0,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,LAST_SERVED_TIMESTAMP,date,1562870,1562870,0,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ARS,number,1562870,1562818,1562818,1562818,1562818,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_AUD,number,1562870,1562870,1562870,1562870,1562870,0,3,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_BGN,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_BRL,number,1562870,1562722,1562722,1562722,1562722,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_CLP,number,1562870,1562859,1562859,1562859,1562859,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_CZK,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_DKK,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_EUR,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_GBP,number,1562870,1562870,1562870,1562870,1562870,0,1,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_HUF,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ILS,number,1562870,1562870,1562870,1562870,1562870,0,1,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_INR,number,1562870,1562612,1562612,1562612,1562612,0,6,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_MXN,number,1562870,1562870,1562870,1562870,1562870,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_NZD,number,1562870,1562870,1562870,1562870,1562870,0,1,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_PLN,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_RON,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_SEK,number,1562870,1562870,1562870,1562870,1562870,1,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_TWD,number,1562870,1562870,1562870,1562870,1562870,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_USD,number,1562870,1562865,1562865,1562865,1562865,0,40,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MAX_ZAR,number,1562870,1562870,1562870,1562870,1562870,0,0,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ARS,number,1562870,1562870,1562870,1562870,1562870,0,1541359,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_AUD,number,1562870,1562870,1562870,1562870,1562870,0,1539555,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_BGN,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_BRL,number,1562870,1562870,1562870,1562870,1562870,0,1543374,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_CLP,number,1562870,1562870,1562870,1562870,1562870,0,1559810,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_CZK,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_DKK,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_EUR,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_GBP,number,1562870,1562870,1562870,1562870,1562870,0,1553395,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_HUF,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ILS,number,1562870,1562870,1562870,1562870,1562870,0,1560300,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_INR,number,1562870,1562870,1562870,1562870,1562870,0,1396649,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_MXN,number,1562870,1562870,1562870,1562870,1562870,0,1554247,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_NZD,number,1562870,1562870,1562870,1562870,1562870,0,1561465,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_PLN,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_RON,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_SEK,number,1562870,1562870,1562870,1562870,1562870,1,1562870,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_TWD,number,1562870,1562870,1562870,1562870,1562870,0,1561304,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_USD,number,1562870,1562870,1562870,1562870,1562870,0,1147940,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,SPEND_RANGE_MIN_ZAR,number,1562870,1562870,1562870,1562870,1562870,0,1562759,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ARS,number,1289,1289,1289,1289,1289,0,1264,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_AUD,number,1289,1289,1289,1289,1289,0,1279,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_BGN,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_BRL,number,1289,1289,1289,1289,1289,0,1261,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_CLP,number,1289,1289,1289,1289,1289,0,1273,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_CZK,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_DKK,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_EUR,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_GBP,number,1289,1289,1289,1289,1289,0,1288,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_HUF,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ILS,number,1289,1289,1289,1289,1289,0,1288,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_INR,number,1289,1289,1289,1289,1289,0,1251,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_MXN,number,1289,1289,1289,1289,1289,0,1257,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_NZD,number,1289,1289,1289,1289,1289,0,1288,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_PLN,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_RON,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_SEK,number,1289,1289,1289,1289,1289,1,1289,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_TWD,number,1289,1289,1289,1289,1289,0,1288,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_USD,number,1289,1289,1289,1289,1289,0,163,
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,SPEND_ZAR,number,1289,1289,1289,1289,1289,0,1279,
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,FILING_YEAR,date,174871,174871,174871,174871,174871,1,0,
ENERGY,ENERGY__FED_EIA860_1_UTILITY,ASSET_MANAGER_OF_PLANTS_REPORTED_ON_FORM,number,6643,1889,0,0,0,1,0,
ENERGY,ENERGY__FED_EIA860_2_PLANT,FERC_COGENERATION_DOCKET_NUMBER,number,16132,447,5,5,5,0,43,
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,UPRATE_OR_DERATE_COMPLETED_DURING_YEAR,date,26855,26855,0,0,0,1,0,
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,EXCESS_WIND_AND_SOLAR_GENERATION,number,786,343,0,0,0,0,0,
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,SUPPORT_T_D_ASSET,number,786,776,0,0,0,1,0,
ENERGY,ENERGY__FED_EIA861_RELIABILITY,INACTIVE_ACCOUNTS_INCLUDED,number,971,226,0,0,0,1,0,
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,ACTIVITY_GENERATION,number,1701,501,0,0,0,1,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,REPORTING_YEAR,date,10411826,10411826,10411826,10411826,10411826,1,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,DATA_YEAR,date,11974,11974,11973,11973,11973,1,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU,number,11974,11363,11362,8647,8647,0,225,
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_TOTAL_OZONE_SEASON_HEAT_INPUT_MMBTU,number,11974,11314,11313,8635,8635,0,443,
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_UNADJUSTED_TOTAL_ANNUAL_HEAT_INPUT_MMBTU,number,11974,11363,11362,8957,8957,0,216,
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_UNADJUSTED_TOTAL_OZONE_SEASON_HEAT_INPUT_MMBTU,number,11974,11362,11361,9002,9002,0,437,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,CREATED_DATE,date,5000,0,0,0,0,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LATITUDE,number,5000,0,0,0,0,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,LONGITUDE,number,5000,0,0,0,0,0,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,COMP_DETERMINATION_UID,date,102037,102037,0,0,0,0,4709,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_104_OFF_SITE_TREATED_TOTAL,number,78647,78647,78647,0,0,0,67429,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_106_6_2_TOTAL_TRANSFER,number,78647,78647,78647,0,0,0,37432,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_107_TOTAL_RELEASES,number,78647,78647,78647,0,0,0,22912,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_16_PARENT_CO_DB_NUM,number,78647,53388,53383,53383,53383,0,31729,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_19_FOREIGN_PARENT_CO_DB_NUM,number,78647,7408,7408,7408,7408,0,474,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_1_YEAR,date,78647,78647,78647,78647,78647,1,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_36_DOC_CTRL_NUM,number,78647,78647,78647,78647,78647,1,0,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_65_ON_SITE_RELEASE_TOTAL,number,78647,78647,78647,0,0,0,29401,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_68_POTW_TOTAL_TRANSFERS,number,78647,78647,78647,0,0,0,70996,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_88_OFF_SITE_RELEASE_TOTAL,number,78647,78647,78647,0,0,0,54987,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_94_OFF_SITE_RECYCLED_TOTAL,number,78647,78647,78647,0,0,0,60320,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FOREIGN_PARENT_CO_DB_NUM,number,64990,1952,1952,1952,1952,0,135,
ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_DB_NUM,number,64990,37485,37456,37455,37455,0,25227,
ENVIRONMENT,ENVIRONMENT__FED_NID_DAMS,NID_HEIGHT_CATEGORY,number,92766,92766,0,0,0,0,0,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_STORM_EVENTS,TOR_LENGTH,number,1780730,42778,42778,6833,6833,0,10707,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_STORM_EVENTS,TOR_WIDTH,number,1780730,42778,42778,42630,42630,0,66,
ENVIRONMENT,ENVIRONMENT__FED_NOAA_WEATHER_API,TIMESTAMP,date,287,0,0,0,0,0,0,
ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,SRC_YEAR,date,1029020,1029020,1029020,1029020,1029020,1,0,
ENVIRONMENT,ENVIRONMENT__FED_USGS_WATER,DATETIME,date,6694816,6694816,0,6694816,6694816,0,0,
ENVIRONMENT,ENVIRONMENT__INTL_GEM_HAZARD,PGA_10PCT_50YR,number,12,0,0,0,0,0,0,
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,FILE_NUM,number,866730,866730,866730,866730,866730,0,0,
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,IMAGE_NUM,number,866730,866730,866729,866729,866729,0,0,
FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,TRANSACTION_DT,date,866730,858211,858211,858211,858211,1,610682,
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,DISSEM_DT,date,261033,206852,0,206852,206852,1,59784,
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,EXP_DATE,date,261033,193402,0,193402,193402,1,58060,
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,FILE_NUM,number,261033,261033,261033,261033,261033,1,0,
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,IMAGE_NUM,number,261033,261033,261033,261033,261033,1,0,
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,PREV_FILE_NUM,number,261033,39020,39020,39020,39020,1,0,
FINANCE,FINANCE__FED_IRS_SOI,TAX_YEAR,date,179796,179796,179796,179796,179796,1,0,
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_DUAL_DATE,date,155384,5394,0,4335,4335,0,0,
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_NOT_DIVIDED_PERCENT_INFORMATION,number,155384,14026,0,0,0,0,0,
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,PARTICIPANT_PERCENTAGE,number,155384,3109,3109,3109,3109,0,2,
FINANCE,FINANCE__FED_SEC_13F_SUBMISSIONS,FILING_DATE,date,336124,336124,0,336124,336124,1,70244,
