-- S07 HUD projects: pull the whole table (35.6K rows) for local peer math
QUARTER | GSL | STATES | ENTITIES | SUMLEVEL | PROGRAM_LABEL | PROGRAM | SUB_PROGRAM | NAME | CODE | TOTAL_UNITS | TOTAL_OCCUPIED | PCT_OCCUPIED | NUMBER_REPORTED | PCT_REPORTED | MONTHS_SINCE_REPORT | PCT_MOVEIN | PEOPLE_PER_UNIT | PEOPLE_TOTAL | RENT_PER_MONTH | SPENDING_PER_MONTH | HH_INCOME | PERSON_INCOME | PCT_NOINCOME | PCT_LT5K | PCT_5K_LT10K | PCT_10K_LT15K | PCT_15K_LT20K | PCT_20K_LT25K | PCT_25K_LT30K | PCT_30K_LT40K | PCT_GE40K | PCT_WAGE_MAJOR | PCT_WELFARE_MAJOR | PCT_OTHER_MAJOR | PCT_MEDIAN | PCT_LT80_MEDIAN | PCT_LT50_MEDIAN | PCT_LT30_MEDIAN | PCT_2ADULTS | PCT_1ADULT | PCT_CHLDRN0_5 | PCT_CHLDRN6_12 | PCT_CHLDRN13_17 | PCT_0CHLDRN | PCT_FEMALE_HEAD | PCT_FEMALE_HEAD_CHILD | PCT_FEMALE_HEAD_CHILD0_5 | PCT_DISABLED_HEAD | PCT_DISABLED_LT62 | PCT_DISABLED_GE62 | PCT_DISABLED_MBR | PCT_DISABLED_ALL | PCT_LT62_HEAD | PCT_LT24_HEAD | PCT_AGE25_50 | PCT_AGE51_61 | PCT_AGE62PLUS | PCT_AGE85PLUS | PCT_MINORITY | PCT_BLACK_NONHSP | PCT_NATIVE_AMERICAN_NONHSP | PCT_ASIAN_PACIFIC_NONHSP | PCT_WHITE_NOTHSP | PCT_BLACK_HSP | PCT_WHT_HSP | PCT_OTH_HSP | PCT_HISPANIC | PCT_MULTI | MONTHS_WAITING | MONTHS_FROM_MOVEIN | PCT_UTILITY_ALLOW | AVE_UTIL_ALLOW | PCT_BED1 | PCT_BED2 | PCT_BED3 | PCT_OVERHOUSED | TPOVERTY | TMINORITY | TPCT_OWNSFD | FEDHSE | CBSA | PLACE | LATITUDE | LONGITUDE | STATE | PHA_TOTAL_UNITS | HA_SIZE | STD_ADDR | STD_CITY | STD_ZIP5 | STCTYTRT | _INGESTED_AT | _SOURCE_RUN_ID
31DEC2025 | Projects | AK Alaska | AK Alaska 800000113 17635013 PARKWEST APARTMENTS | 6 | Project Based Section 8 | 5 | NC/SR | PARKWEST APARTMENTS | 800000113 17635013 | 82.0000 | 75.0000 | 92.0000 | 74.0000 | 98.0000 | 6.0000 | 14 | 1.8000 | 131.0000 | 521.0000 | 1019.0000 | 21069.0000 | 11901.0000 | 5 | 15 | 7 | 5 | 20 | 15 | 8 | 14 | 11 | 31 | 3 | 61 | 24 | 100 | 91 | 66 | -1 | 42 | 22 | 19 | 11 | 58 | 80 | 36 | 20 | 32 | 12 | 75 | 34 | 19 | 68 | 7 | 47 | 14 | 32 | -1 | 26 | 5 | 19 | 1 | 22 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 97.0000 | -1 | -1 | 51 | 49 | -1 | 1 | 7 | 44 | 54 |  | 21820 | 16750 | 64.8518 | -147.8033 | AK |  |  | 2012 Sandvik St | Fairbanks | 99709 | 2090000600 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000114 NORTH WIND APARTMENTS | 6 | Project Based Section 8 | 5 | LMSA | NORTH WIND APARTMENTS | 800000114 | 24.0000 | 23.0000 | 97.0000 | 21.0000 | 91.0000 | 3.0000 | 29 | 2.5000 | 52.0000 | 452.0000 | 1395.0000 | 18524.0000 | 7481.0000 | 10 | 24 | 5 | 14 | 14 | -1 | 10 | 14 | 10 | 57 | 5 | 24 | 21 | 100 | 90 | 67 | 24 | 33 | 24 | 33 | 19 | 38 | 52 | 33 | 10 | -1 | -1 | -1 | -1 | 0 | 90 | 10 | 71 | 10 | 10 | -1 | 14 | -1 | 10 | -1 | 24 | -1 | -1 | 5 | 5 | 0 | -1.0000 | 52.0000 | -1 | -1 | -1 | 76 | 24 | 33 | 6 | 28 | 72 |  | 99999 | 60310 | 56.8133 | -132.9354 | AK |  |  | 103 S 3rd St | Petersburg | 99833 | 2195000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000115 PTARMIGAN PARK | 6 | Project Based Section 8 | 5 | NC/SR | PTARMIGAN PARK | 800000115 | 17.0000 | 12.0000 | 72.0000 | 11.0000 | 90.0000 | 6.0000 | 18 | 2.0000 | 22.0000 | 509.0000 | 972.0000 | 20883.0000 | 10441.0000 | -1 | 9 | 9 | 18 | 36 | -1 | -1 | 9 | 18 | 45 | -1 | 55 | 21 | 100 | 91 | 73 | -1 | 45 | 18 | 27 | 18 | 45 | 91 | 45 | 18 | 18 | 13 | 33 | 18 | 14 | 73 | -1 | 55 | 18 | 27 | 9 | 64 | -1 | 18 | 27 | 27 | -1 | 9 | 9 | 18 | 9 | -1.0000 | 98.0000 | 100 | 97 | -1 | 73 | 27 | 45 | 24 | 63 | 15 |  | 11260 | 03000 | 61.2033 | -149.8611 | AK |  |  | 1122 E 19th Ave | Anchorage | 99501 | 2020000902 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000116 176EE004 SMITH HALL INC | 6 | 202/PRAC | 8 | 202/PRAC | SMITH HALL INC | 800000116 176EE004 | 24.0000 | 24.0000 | 99.0000 | 24.0000 | 100.0000 | 12.0000 | 8 | 1.0000 | 25.0000 | 537.0000 | 563.0000 | 22459.0000 | 21561.0000 | -1 | -1 | -1 | -1 | 54 | 33 | -1 | 4 | 8 | 8 | 4 | 88 | 26 | 100 | 96 | 88 | -1 | -1 | -1 | -1 | -1 | 100 | 54 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | -1 | 42 | -1 | 21 | 17 | 42 | -1 | -1 | 4 | 4 | 4 | -1.0000 | 95.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 11 | 46 | 55 |  | 27940 | 36400 | 58.3604 | -134.5745 | AK |  |  | 8619 Teal St | Juneau | 99801 | 2110000300 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000117 STEPHENS PARK APTS | 6 | Project Based Section 8 | 5 | LMSA | STEPHENS PARK APTS | 800000117 | 30.0000 | 29.0000 | 95.0000 | 28.0000 | 97.0000 | 6.0000 | 7 | 2.2000 | 61.0000 | 389.0000 | 1023.0000 | 16292.0000 | 7478.0000 | -1 | 11 | 25 | 21 | 11 | 14 | 7 | 7 | 4 | 25 | 14 | 61 | 16 | 100 | 100 | 89 | 4 | 57 | 21 | 14 | 29 | 39 | 86 | 61 | 21 | 18 | 5 | 50 | 18 | 8 | 71 | 4 | 57 | 11 | 29 | 4 | 79 | 7 | 36 | 18 | 14 | 4 | 7 | 7 | 18 | 0 | -1.0000 | 72.0000 | -1 | -1 | 18 | 75 | 7 | -1 | 11 | 36 | 62 |  | 11260 | 03000 | 61.1916 | -149.8598 | AK |  |  | 3200 Latouche St | Anchorage | 99508 | 2020001500 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000118 SUNSET VIEW | 6 | Project Based Section 8 | 5 | NC/SR | SUNSET VIEW | 800000118 | 22.0000 | 18.0000 | 81.0000 | 15.0000 | 84.0000 | 8.0000 | 13 | 1.0000 | 15.0000 | 476.0000 | 1033.0000 | 20565.0000 | 20565.0000 | -1 | -1 | -1 | 20 | 33 | 40 | -1 | 7 | -1 | -1 | -1 | 100 | 26 | 100 | 100 | 67 | -1 | -1 | -1 | -1 | -1 | 100 | 40 | -1 | -1 | 27 | 100 | 21 | 27 | 27 | 7 | -1 | -1 | 7 | 93 | 7 | 27 | -1 | 20 | 7 | 73 | -1 | -1 | -1 | 0 | 13 | -1.0000 | 70.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 1 | 38 | 70 |  | 99999 | 17410 | 60.5466 | -145.7574 | AK |  |  | 401 Second St | Cordova | 99574 | 2063000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000119 17644024 CHESTER CREEK ESTATES | 6 | Project Based Section 8 | 5 | LMSA | CHESTER CREEK ESTATES | 800000119 17644024 | 56.0000 | 53.0000 | 95.0000 | 58.0000 | 100.0000 | 6.0000 | 17 | 2.6000 | 153.0000 | 764.0000 | 1147.0000 | 31776.0000 | 12046.0000 | -1 | 9 | 3 | 10 | 16 | 10 | 5 | 14 | 33 | 52 | 9 | 40 | 29 | 100 | 84 | 59 | 7 | 60 | 38 | 38 | 31 | 26 | 83 | 60 | 36 | 14 | 12 | 25 | 14 | 6 | 86 | 3 | 66 | 17 | 14 | 3 | 83 | 34 | 19 | 21 | 16 | 2 | -1 | 7 | 9 | 9 | -1.0000 | 52.0000 | 100 | 72 | 21 | 47 | 33 | 3 | 6 | 48 | 39 |  | 11260 | 03000 | 61.1954 | -149.7721 | AK |  |  | 5816 E Northern Lights Blvd | Anchorage | 99504 | 2020001701 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800000122 17644018 CHESTER PARK ESTATES | 6 | Project Based Section 8 | 5 | LMSA | CHESTER PARK ESTATES | 800000122 17644018 | 115.0000 | 105.0000 | 92.0000 | 110.0000 | 100.0000 | 4.0000 | 20 | 4.0000 | 440.0000 | 813.0000 | 1303.0000 | 32957.0000 | 8239.0000 | -1 | 2 | 5 | 8 | 17 | 8 | 8 | 19 | 33 | 66 | 2 | 32 | 26 | 100 | 95 | 65 | 35 | 46 | 45 | 57 | 40 | 17 | 60 | 50 | 18 | 3 | 2 | 5 | 5 | 1 | 85 | 3 | 70 | 12 | 15 | 4 | 75 | 27 | 5 | 19 | 10 | 5 | 2 | 16 | 23 | 7 | -1.0000 | 69.0000 | 100 | 86 | 5 | 12 | 83 | 15 | 24 | 63 | 15 |  | 11260 | 03000 | 61.2020 | -149.8631 | AK |  |  | 1019 E 20th Ave | Anchorage | 99501 | 2020000902 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078751 176EE010 COMMODORE PARK PLAZA | 6 | 202/PRAC | 8 | 202/PRAC | COMMODORE PARK PLAZA | 800078751 176EE010 | 24.0000 | 23.0000 | 97.0000 | 24.0000 | 100.0000 | 7.0000 | 13 | 1.1000 | 26.0000 | 587.0000 | 456.0000 | 25717.0000 | 23739.0000 | -1 | -1 | -1 | 4 | 38 | 25 | 8 | 13 | 13 | 4 | 8 | 88 | 28 | 100 | 100 | 67 | -1 | -1 | -1 | -1 | -1 | 100 | 71 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | 21 | 38 | 4 | -1 | 29 | 58 | -1 | -1 | 4 | 4 | 0 | -1.0000 | 74.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 10 | 55 | 26 |  | 11260 | 03000 | 61.1267 | -149.8474 | AK |  |  | 10415 Jamestown Dr | Anchorage | 99507 | 2020002811 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078754 176EE013 MID-VALLEY MANOR | 6 | 202/PRAC | 8 | 202/PRAC | MID-VALLEY MANOR | 800078754 176EE013 | 5.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 33800 | 61.5837 | -149.7494 | AK |  |  | 11913 W Mid Valley Way | Houston | 99623 | 2170000401 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078764 176HD010 NEW NEIGHBORS, INC | 6 | 811/PRAC | 9 | 811/PRAC | NEW NEIGHBORS, INC | 800078764 176HD010 | 10.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 03000 | 61.2213 | -149.7388 | AK |  |  | 247 Melody Pl | Anchorage | 99504 | 2020000702 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078765 176HD011 HOPE COMMUNITY HOMES I | 6 | 811/PRAC | 9 | 811/PRAC | HOPE COMMUNITY HOMES I | 800078765 176HD011 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 03000 | 61.1384 | -149.8326 | AK |  |  | 9130 Seal Point Cir | Anchorage | 99507 | 2020002603 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078766 176HD012 MARY A NORDALE HOUSE FOUNDATION | 6 | 811/PRAC | 9 | 811/PRAC | MARY A NORDALE HOUSE FOUNDATION | 800078766 176HD012 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 24230 | 64.8417 | -147.6971 | AK |  |  | 594 Slater Dr | Fairbanks | 99701 | 2090000400 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078767 176HD013 A.A.S.C. HOUSING 1, INC. | 6 | 811/PRAC | 9 | 811/PRAC | A.A.S.C. HOUSING 1, INC. | 800078767 176HD013 | 8.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 03000 | 61.2115 | -149.8768 | AK |  |  | 420 E 11th Ave | Anchorage | 99501 | 2020001000 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800078768 176HD014 JOHN L NOYES HOUSE | 6 | 811/PRAC | 9 | 811/PRAC | JOHN L NOYES HOUSE | 800078768 176HD014 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 16750 | 64.8330 | -147.8167 | AK |  |  | 3747 Erickson Ave | Fairbanks | 99709 | 2090000700 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800112196 176EE014 JEWEL LAKE PLAZA | 6 | 202/PRAC | 8 | 202/PRAC | JEWEL LAKE PLAZA | 800112196 176EE014 | 19.0000 | 19.0000 | 99.0000 | 19.0000 | 100.0000 | 7.0000 | 16 | 1.1000 | 20.0000 | 529.0000 | 501.0000 | 22659.0000 | 21526.0000 | -1 | -1 | 5 | -1 | 37 | 32 | 21 | -1 | 5 | 11 | -1 | 89 | 25 | 100 | 95 | 84 | -1 | -1 | -1 | -1 | -1 | 100 | 84 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | -1 | 37 | 5 | -1 | 32 | 53 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 68.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 3 | 37 | 74 |  | 11260 | 03000 | 61.1448 | -149.9517 | AK |  |  | 8300 Jewel Lake Rd | Anchorage | 99502 | 2020002301 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800112381 176HD015 IVAN V. FOSHEIM HOUSE | 6 | 811/PRAC | 9 | 811/PRAC | IVAN V. FOSHEIM HOUSE | 800112381 176HD015 | 9.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 16750 | 64.8426 | -147.8473 | AK |  |  | 4455 Condor Ct | Fairbanks | 99709 | 2090000800 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800112382 176HD016 AURORA COMMONS | 6 | 811/PRAC | 9 | 811/PRAC | AURORA COMMONS | 800112382 176HD016 | 5.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 99999 | 71640 | 60.4960 | -151.0643 | AK |  |  | 322 Tyee St | Soldotna | 99669 | 2122000500 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800211700 176EE015 RUSSIAN JACK MANOR | 6 | 202/PRAC | 8 | 202/PRAC | RUSSIAN JACK MANOR | 800211700 176EE015 | 19.0000 | 19.0000 | 100.0000 | 19.0000 | 100.0000 | 6.0000 | 11 | 1.2000 | 22.0000 | 564.0000 | 541.0000 | 23686.0000 | 20456.0000 | -1 | -1 | -1 | 11 | 16 | 37 | 16 | 21 | -1 | -1 | -1 | 100 | 26 | 100 | 100 | 74 | -1 | -1 | -1 | -1 | -1 | 100 | 68 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | 5 | 63 | -1 | 26 | 37 | 16 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 49.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 16 | 69 | 37 |  | 11260 | 03000 | 61.2099 | -149.7977 | AK |  |  | 1260 Delasala Pl | Anchorage | 99508 | 2020000801 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800211718 176EE016 CRANBERRY RIDGE | 6 | 202/PRAC | 8 | 202/PRAC | CRANBERRY RIDGE | 800211718 176EE016 | 5.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 33800 | 61.5840 | -149.7488 | AK |  |  | 11881 W Mid Valley Way | Houston | 99623 | 2170000401 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800211727 176HD018 JACK & VIRGINIA WRIGHT APTS. | 6 | 811/PRAC | 9 | 811/PRAC | JACK & VIRGINIA WRIGHT APTS. | 800211727 176HD018 | 10.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 55910 | 64.7479 | -147.3306 | AK |  |  | 721 E 8th Ave | North Pole | 99705 | 2090001600 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800215425 176EE019 DENALI VIEW SENIOR HOUSING | 6 | 202/PRAC | 8 | 202/PRAC | DENALI VIEW SENIOR HOUSING | 800215425 176EE019 | 20.0000 | 20.0000 | 99.0000 | 20.0000 | 100.0000 | 6.0000 | 10 | 1.0000 | 20.0000 | 496.0000 | 430.0000 | 23125.0000 | 23125.0000 | -1 | -1 | 5 | -1 | 20 | 35 | 35 | 5 | -1 | -1 | -1 | 100 | 26 | 100 | 100 | 85 | -1 | -1 | -1 | -1 | -1 | 100 | 95 | -1 | -1 | 10 | -1 | 10 | 10 | 10 | -1 | -1 | -1 | -1 | 100 | 35 | 20 | -1 | -1 | 5 | 75 | -1 | 5 | 10 | 15 | 5 | -1.0000 | 82.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 13 | 27 | 52 |  | 11260 | 03000 | 61.3981 | -149.4635 | AK |  |  | 22402 Birchwood Loop Rd | Chugiak | 99567 | 2020000102 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800215440 176EE025 SUTTON MANOR | 6 | 202/PRAC | 8 | 202/PRAC | SUTTON MANOR | 800215440 176EE025 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 74525 | 61.7095 | -148.8881 | AK |  |  | 15816 N Glenn Hwy | Sutton | 99674 | 2170000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800217564 176EE027 GEORGE SULLIVAN MANOR | 6 | 202/PRAC | 8 | 202/PRAC | GEORGE SULLIVAN MANOR | 800217564 176EE027 | 19.0000 | 19.0000 | 99.0000 | 18.0000 | 96.0000 | 7.0000 | 11 | 1.1000 | 20.0000 | 542.0000 | 470.0000 | 22504.0000 | 20254.0000 | -1 | -1 | -1 | -1 | 67 | 11 | 6 | 17 | -1 | -1 | -1 | 100 | 25 | 100 | 100 | 78 | -1 | -1 | -1 | -1 | -1 | 100 | 50 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | 39 | 72 | -1 | -1 | 72 | 28 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 96.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 11 | 53 | 11 |  | 11260 | 03000 | 61.2194 | -149.8766 | AK |  |  | 420 E 3rd Ave | Anchorage | 99501 | 2020001000 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
