db,schema,table,column,ordinal,dtype,charlen,numprec,numscale,nullable,comment
LIBRARY_META,CONNECT,MATCH_PAIRS,KEY_TYPE,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_PAIRS,KEY_VALUE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_PAIRS,TABLE_A,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_PAIRS,TABLE_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_PAIRS,RUN_ID,5,TEXT,16,,,YES,
LIBRARY_META,CONNECT,MATCH_PAIRS,BUILT_AT,6,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,MODEL_VERSION,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,RUNG,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,MIN_M,3,FLOAT,,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,MEASURED_PRECISION,4,FLOAT,,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,MEASURED_PRECISION_LO95,5,FLOAT,,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,COVERAGE_RECALL,6,FLOAT,,,,YES,
LIBRARY_META,CONNECT,MATCH_RUNGS,CREATED_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,NICKNAME_MAP,VARIANT,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,NICKNAME_MAP,CANONICAL,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SOURCE_OVERLAP_MATRIX,SOURCE_A,1,TEXT,33,,,YES,
LIBRARY_META,CONNECT,SOURCE_OVERLAP_MATRIX,SOURCE_B,2,TEXT,33,,,YES,
LIBRARY_META,CONNECT,SOURCE_OVERLAP_MATRIX,ENTITY_TYPE,3,TEXT,12,,,YES,
LIBRARY_META,CONNECT,SOURCE_OVERLAP_MATRIX,KEY_TYPE,4,TEXT,8,,,YES,
LIBRARY_META,CONNECT,SOURCE_OVERLAP_MATRIX,SHARED_ENTITIES,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET_LIVE,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET_LIVE,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,SPINE_KEYSET_LIVE,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,TABLE_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,COL_A,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,TABLE_B,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,COL_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,JOIN_KEY,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,TIER,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,CONFIDENCE,7,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,MATCHED_VALUES,8,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,MATCH_RATE_PCT,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,A_DISTINCT,10,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,B_DISTINCT,11,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,DOMAIN_A,12,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,DOMAIN_B,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,JOIN_HINT,14,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,SAMPLE_VALUES,15,VARIANT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS,BUILT_AT,16,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,TABLE_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,COL_A,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,TABLE_B,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,COL_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,JOIN_KEY,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,TIER,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,CONFIDENCE,7,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,MATCHED_VALUES,8,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,MATCH_RATE_PCT,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,A_DISTINCT,10,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,B_DISTINCT,11,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,DOMAIN_A,12,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,DOMAIN_B,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,JOIN_HINT,14,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,SAMPLE_VALUES,15,VARIANT,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTIONS_CORE,BUILT_AT,16,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,DOMAIN_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,DOMAIN_B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,TIER,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,EDGES,4,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,DISTINCT_A_TABLES,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,DISTINCT_B_TABLES,6,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,MAX_OVERLAP,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_CONNECTION_SUMMARY,AVG_CONFIDENCE,8,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,LEAD_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,RULE_NAME,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,LEFT_ENTITY_ID,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,RIGHT_ENTITY_ID,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,LEFT_KEY_TYPE,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,LEFT_KEY_VALUE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,RIGHT_KEY_TYPE,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,RIGHT_KEY_VALUE,8,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,TITLE,9,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,SCORE,10,FLOAT,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,EVIDENCE,11,VARIANT,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,EVIDENCE_COUNT,12,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,FIRST_SEEN,13,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,LAST_SEEN,14,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,RUN_ID,15,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,STATUS,16,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,COMPILED_SQL,17,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,SQL_SHA256,18,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,AS_OF_DATE,19,DATE,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,SOURCE_SNAPSHOTS,20,VARIANT,,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,REVIEW_STATE,21,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,V_LEADS_PUBLISHED,PUBLISHED,22,BOOLEAN,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,TARGET_KIND,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,TARGET_ID,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,DECISION,3,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,REASON,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,REVIEWER,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,MODEL_VERSION,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_DECISIONS_20260712,DECIDED_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,KEY,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,TIER,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,MATCHED,5,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A_DISTINCT,6,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B_DISTINCT,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,MATCH_RATE,8,FLOAT,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,CONFIDENCE,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,SAMPLE,10,VARIANT,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,RUN_ID,11,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,BUILT_AT,12,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,A_COL,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT,ZZ_RETIRED_EDGES_FED_IRS_EO_BMF,B_COL,14,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,ENTITY_ID,1,TEXT,36,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,ENTITY_TYPE,2,TEXT,12,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,DISPLAY_LABEL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,DOMAIN_COUNT,4,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,SOURCE_COUNT,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,DOMAINS,6,ARRAY,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,BRIDGE_ENTITIES,SOURCES,7,ARRAY,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CLUSTER_ASSIGNMENTS,SOURCE_TABLE,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CLUSTER_ASSIGNMENTS,CLUSTER_ID,2,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CLUSTER_ASSIGNMENTS,CLUSTER_LABEL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CLUSTER_ASSIGNMENTS,DOMAIN,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,KEY,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,TIER,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,A_COL,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,B_COL,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,MATCHED,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,A_DISTINCT,8,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,B_DISTINCT,9,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,MATCH_RATE,10,FLOAT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,CONFIDENCE,11,FLOAT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,SAMPLE,12,VARIANT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,RUN_ID,13,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES,BUILT_AT,14,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,KEY,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,TIER,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,MATCHED,5,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,A_DISTINCT,6,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,B_DISTINCT,7,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,MATCH_RATE,8,FLOAT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,CONFIDENCE,9,FLOAT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,SAMPLE,10,VARIANT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,RUN_ID,11,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_EDGES_INC,BUILT_AT,12,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,NODE_ID,1,TEXT,32,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,KEY_VALUE,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,TABLE_NAME,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,RUN_ID,5,TEXT,16,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_NODES,BUILT_AT,6,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,TABLE_NAME,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,SOURCE_ID,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,CONTENT_KEY,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,LAST_CHANGE_AT,4,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,N_SUCCESS,5,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,KEYSET_DERIVED_AT,6,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CONNECT_WATERMARK,BUILT_AT,7,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CROSSWALK_SCRATCH,KEY_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CROSSWALK_SCRATCH,KEY_B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CROSSWALK_SCRATCH,VAL_A,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CROSSWALK_SCRATCH,VAL_B,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,CROSSWALK_SCRATCH,SRC,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,DOMAIN_A,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,DOMAIN_B,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,ENTITY_TYPE,3,TEXT,12,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,TOTAL_SHARED_ENTITIES,4,NUMBER,,30,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,SOURCE_PAIRS,5,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,DOMAIN_OVERLAP_MATRIX,MAX_PAIR_OVERLAP,6,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,ENTITY_ID,1,TEXT,36,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,ENTITY_TYPE,2,TEXT,12,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,KEY_TYPE,3,TEXT,8,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,KEY_VALUE,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,CANONICAL_NAME,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,NAME_NORM,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,CANONICAL_ADDR,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,NAME_SOURCE,8,TEXT,33,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,RUN_ID,9,TEXT,16,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_GOLDEN,BUILT_AT,10,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,ENTITY_ID,1,TEXT,36,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,ENTITY_TYPE,2,TEXT,12,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,KEY_TYPE,3,TEXT,8,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,KEY_VALUE,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,SOURCE_TABLE,5,TEXT,33,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,DOMAIN,6,TEXT,10,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,DISPLAY_LABEL,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,ROW_COUNT,8,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,PREVIEW,9,OBJECT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_INDEX,DISPLAY_NORM,10,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,LEFT_REF,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,RIGHT_REF,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,LEFT_SRC,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,RIGHT_SRC,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,METHOD,5,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,SCORE,6,FLOAT,,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,BAND,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,NPI_MATCH,8,BOOLEAN,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,EVIDENCE,9,VARIANT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_LINKS,CREATED_AT,10,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,ENTITY_ID,1,TEXT,36,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,KEY_TYPE,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,KEY_VALUE,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,ENTITY_TYPE,4,TEXT,12,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,MEMBER_TABLES,5,ARRAY,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,SOURCE_COUNT,6,NUMBER,,18,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,RUN_ID,7,TEXT,16,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,ENTITY_MAP,BUILT_AT,8,TIMESTAMP_LTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,NPI,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,L_LAST,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,L_FIRST,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,R_LAST,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,R_FIRST,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,PLACE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,LABEL,7,BOOLEAN,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,GOLD_PAIRS,SCORE,8,NUMBER,,14,3,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_LIVE,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_LIVE,KEY,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_LIVE,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_SCRATCH,TABLE_NAME,1,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_SCRATCH,KEY,2,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_SCRATCH,VAL,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,LEAD_ID,1,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,RULE_NAME,2,TEXT,16777216,,,NO,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,LEFT_ENTITY_ID,3,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,RIGHT_ENTITY_ID,4,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,LEFT_KEY_TYPE,5,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,LEFT_KEY_VALUE,6,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,RIGHT_KEY_TYPE,7,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,RIGHT_KEY_VALUE,8,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,TITLE,9,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,SCORE,10,FLOAT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,EVIDENCE,11,VARIANT,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,EVIDENCE_COUNT,12,NUMBER,,38,0,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,FIRST_SEEN,13,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,LAST_SEEN,14,TIMESTAMP_NTZ,,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,RUN_ID,15,TEXT,16777216,,,YES,
LIBRARY_META,CONNECT_BAK_20260730,LEADS,STATUS,16,TEXT,16777216,,,YES,
