db,schema,table,type,row_count,bytes,created,last_altered,comment
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_EU_SOCTA_EUROPOL__RECORDS,VIEW,,,2026-07-30 11:53:28.061000-07:00,2026-07-30 11:53:28.372000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_FAO_FAOSTAT_FOOD_SECURITY__RECORDS,VIEW,,,2026-07-30 11:53:30.886000-07:00,2026-07-30 11:53:31.228000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_FAO_FAOSTAT__RECORDS,VIEW,,,2026-07-30 11:53:29.555000-07:00,2026-07-30 11:53:29.899000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_FATF_RATINGS__RECORDS,VIEW,,,2026-07-30 11:53:32.237000-07:00,2026-07-30 11:53:32.595000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_FREEDOMHOUSE__RECORDS,VIEW,,,2026-07-30 11:53:32.686000-07:00,2026-07-30 11:53:33.128000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_FR_DATA_GOUV__RECORDS,VIEW,,,2026-08-11 09:39:34.389000-07:00,2026-08-11 09:39:34.846000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GDELT__RECORDS,VIEW,,,2026-07-30 11:53:33.867000-07:00,2026-07-30 11:53:34.324000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GEM_HAZARD__RECORDS,VIEW,,,2026-07-30 11:53:35.438000-07:00,2026-07-30 11:53:35.761000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GE_DATAGOV__PLACES,VIEW,,,2026-07-30 11:53:35.171000-07:00,2026-07-30 11:53:35.492000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GFI_TRADE__RECORDS,VIEW,,,2026-07-30 11:53:35.743000-07:00,2026-07-30 11:53:36.039000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GH_DATAGOVGH__RECORDS,VIEW,,,2026-07-30 11:53:36.868000-07:00,2026-07-30 11:53:37.217000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GLEIF__ORGANIZATIONS,VIEW,,,2026-08-06 13:31:42.624000-07:00,2026-08-06 13:31:43.040000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GLOBAL_WITNESS_DEFENDERS__RECORDS,VIEW,,,2026-07-30 11:53:38.287000-07:00,2026-07-30 11:53:38.565000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GR_DATAGOV__RECORDS,VIEW,,,2026-07-30 11:53:38.559000-07:00,2026-07-30 11:53:38.841000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_GR_GEMI__GREEK_COMPANIES,VIEW,,,2026-07-30 11:53:39.781000-07:00,2026-07-30 11:53:40.118000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_HEALTHCANADA_DPD_DRUG__DRUGS,VIEW,,,2026-08-10 10:14:18.920000-07:00,2026-08-10 10:14:19.447000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_HUDOC__ECHR_CASES,VIEW,,,2026-07-30 11:53:40.733000-07:00,2026-07-30 11:53:41.035000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_IE_CRO__CRO_COMPANIES,VIEW,,,2026-08-11 06:56:10.502000-07:00,2026-08-11 06:56:11.044000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_IPC_FOOD_INSECURITY_GLOBAL__RECORDS,VIEW,,,2026-07-30 11:53:41.991000-07:00,2026-07-30 11:53:42.336000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_ISO_MIC_REGISTRY__MARKET_IDENTIFIER_CODES,VIEW,,,2026-08-10 10:14:18.921000-07:00,2026-08-10 10:14:19.231000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_IT_ISTAT__ISTAT_SDMX_OBSERVATIONS,VIEW,,,2026-07-30 11:53:42.674000-07:00,2026-07-30 11:53:42.979000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_LEIDEN_RUSSIAN_OPS_EUROPE__RECORDS,VIEW,,,2026-07-30 11:53:43.653000-07:00,2026-07-30 11:53:43.950000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_NTI_CNS_DPRK_MISSILE_TESTS__RECORDS,VIEW,,,2026-07-30 11:53:44.141000-07:00,2026-07-30 11:53:44.456000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_OPENSANCTIONS_DEFAULT__TARGETS,VIEW,,,2026-08-20 09:43:57.181000-07:00,2026-08-20 09:43:57.529000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_OSFI_REGULATED_FI__INSTITUTIONS,VIEW,,,2026-08-10 10:14:19.143000-07:00,2026-08-10 10:14:19.519000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_OWID_MILSPEND__MILITARY_SPENDING,VIEW,,,2026-07-30 11:53:44.925000-07:00,2026-07-30 11:53:45.195000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_UCDP_GED__RECORDS,VIEW,,,2026-07-30 11:53:45.544000-07:00,2026-07-30 11:53:45.940000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INTL_VOETEN_UNGA_VOTES__RECORDS,VIEW,,,2026-07-30 11:53:46.674000-07:00,2026-07-30 11:53:46.996000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INT_GLEIF_RR__ALL,VIEW,,,2026-08-05 10:58:55.206000-07:00,2026-08-05 10:58:55.650000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_INT_UK_COMPANIES_HOUSE__ALL,VIEW,,,2026-07-30 11:53:14.682000-07:00,2026-07-30 11:53:15.081000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_IRS527_8871_ORGS__REGISTRATIONS,VIEW,,,2026-08-09 21:28:08.146000-07:00,2026-08-09 21:28:08.451000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_IRS527__8872_REPORTS,VIEW,,,2026-08-09 21:28:08.148000-07:00,2026-08-09 21:28:08.500000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_IRS527__DIRECTORS_OFFICERS,VIEW,,,2026-08-09 21:28:08.140000-07:00,2026-08-09 21:28:08.375000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_IRS527__EAIN,VIEW,,,2026-08-09 21:28:07.966000-07:00,2026-08-09 21:28:08.232000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_IRS527__RELATED_ENTITIES,VIEW,,,2026-08-09 21:28:07.885000-07:00,2026-08-09 21:28:08.188000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_1A7F4ADC21__RECORDS,VIEW,,,2026-07-30 11:53:47.013000-07:00,2026-07-30 11:53:47.340000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_4AB9F9E31E__RECORDS,VIEW,,,2026-07-30 11:53:47.751000-07:00,2026-07-30 11:53:48.095000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_51A606F539__PLACES,VIEW,,,2026-07-30 11:53:48.476000-07:00,2026-07-30 11:53:48.818000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_51A606F539__RECORDS,VIEW,,,2026-07-06 07:02:59.460000-07:00,2026-07-06 07:02:59.754000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9__PLACES,VIEW,,,2026-07-30 11:53:49.523000-07:00,2026-07-30 11:53:49.889000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9__RECORDS,VIEW,,,2026-07-06 07:03:00.155000-07:00,2026-07-06 07:03:00.636000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36__RECORDS,VIEW,,,2026-07-30 11:53:49.916000-07:00,2026-07-30 11:53:50.209000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_A59DB2E766__RECORDS,VIEW,,,2026-07-30 11:53:50.663000-07:00,2026-07-30 11:53:50.971000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_D8DF9588A6__CASES,VIEW,,,2026-07-30 11:53:51.446000-07:00,2026-07-30 11:53:51.823000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350__RECORDS,VIEW,,,2026-07-30 11:53:52.559000-07:00,2026-07-30 11:53:52.845000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7__PLACES,VIEW,,,2026-07-30 11:53:53.118000-07:00,2026-07-30 11:53:53.478000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7__RECORDS,VIEW,,,2026-07-06 07:03:01.429000-07:00,2026-07-06 07:03:01.738000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B__PLACES,VIEW,,,2026-07-30 11:53:53.556000-07:00,2026-07-30 11:53:53.873000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B__RECORDS,VIEW,,,2026-07-06 07:03:01.437000-07:00,2026-07-06 07:03:01.820000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A__ORGANIZATIONS,VIEW,,,2026-07-30 11:53:54.426000-07:00,2026-07-30 11:53:54.864000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_FORT_WORTH_OPEN_2259070522__PLACES,VIEW,,,2026-07-30 11:53:55.391000-07:00,2026-07-30 11:53:55.670000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_FORT_WORTH_OPEN_9F0879147A__PLACES,VIEW,,,2026-07-30 11:53:56.005000-07:00,2026-07-30 11:53:56.322000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_0F9C7FCB29__PLACES,VIEW,,,2026-07-30 11:53:56.426000-07:00,2026-07-30 11:53:57.094000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_119B70555B__PLACES,VIEW,,,2026-07-30 11:53:57.462000-07:00,2026-07-30 11:53:57.929000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_12691A85A0__RECORDS,VIEW,,,2026-07-30 11:53:58.200000-07:00,2026-07-30 11:53:58.574000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B__PLACES,VIEW,,,2026-07-30 11:53:58.869000-07:00,2026-07-30 11:53:59.274000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B__RECORDS,VIEW,,,2026-07-06 07:03:03.214000-07:00,2026-07-06 07:03:03.586000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_1A53499962__RECORDS,VIEW,,,2026-07-30 11:53:59.659000-07:00,2026-07-30 11:54:00.029000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7__RECORDS,VIEW,,,2026-07-30 11:54:00.433000-07:00,2026-07-30 11:54:00.824000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA__PLACES,VIEW,,,2026-07-30 11:54:01.160000-07:00,2026-07-30 11:54:01.695000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB__PLACES,VIEW,,,2026-07-30 11:54:01.821000-07:00,2026-07-30 11:54:02.148000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED__RECORDS,VIEW,,,2026-07-30 11:54:02.664000-07:00,2026-07-30 11:54:03.025000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10__RECORDS,VIEW,,,2026-07-30 11:54:03.471000-07:00,2026-07-30 11:54:03.845000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7__PLACES,VIEW,,,2026-07-30 11:54:04.962000-07:00,2026-07-30 11:54:05.246000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7__PLACES,VIEW,,,2026-07-30 11:54:04.935000-07:00,2026-07-30 11:54:05.296000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7__RECORDS,VIEW,,,2026-07-06 07:03:05.212000-07:00,2026-07-06 07:03:05.943000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_795533139C__PLACES,VIEW,,,2026-07-30 11:54:05.547000-07:00,2026-07-30 11:54:06.018000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226__RECORDS,VIEW,,,2026-07-30 11:54:06.345000-07:00,2026-07-30 11:54:06.692000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0__PROVIDERS,VIEW,,,2026-07-30 11:54:07.887000-07:00,2026-07-30 11:54:08.237000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A__RECORDS,VIEW,,,2026-07-30 11:54:07.913000-07:00,2026-07-30 11:54:08.277000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032__PLACES,VIEW,,,2026-07-30 11:54:09.031000-07:00,2026-07-30 11:54:09.377000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30__RECORDS,VIEW,,,2026-07-30 11:54:09.242000-07:00,2026-07-30 11:54:09.574000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1__PLACES,VIEW,,,2026-07-30 11:54:10.871000-07:00,2026-07-30 11:54:11.310000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_D354D2D6E2__RECORDS,VIEW,,,2026-07-30 11:54:10.863000-07:00,2026-07-30 11:54:11.280000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B__PLACES,VIEW,,,2026-07-30 11:54:11.922000-07:00,2026-07-30 11:54:12.578000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0__RECORDS,VIEW,,,2026-07-30 11:54:12.122000-07:00,2026-07-30 11:54:12.464000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A__PLACES,VIEW,,,2026-07-30 11:54:13.893000-07:00,2026-07-30 11:54:14.231000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A__RECORDS,VIEW,,,2026-07-06 07:03:08.283000-07:00,2026-07-06 07:03:08.561000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D__RECORDS,VIEW,,,2026-07-30 11:54:13.896000-07:00,2026-07-30 11:54:14.206000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_F3D3A3AB57__RECORDS,VIEW,,,2026-07-30 11:54:15.047000-07:00,2026-07-30 11:54:15.439000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_HARRIS_COUNTY_OP_FA9969D82E__PROVIDERS,VIEW,,,2026-07-30 11:54:15.121000-07:00,2026-07-30 11:54:15.434000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E__PROVIDERS,VIEW,,,2026-07-30 11:54:16.716000-07:00,2026-07-30 11:54:17.150000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E__RECORDS,VIEW,,,2026-07-06 07:03:09.291000-07:00,2026-07-06 07:03:09.684000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_2E79EB67C8__PLACES,VIEW,,,2026-07-30 11:54:16.821000-07:00,2026-07-30 11:54:17.133000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_464355F6D4__PLACES,VIEW,,,2026-07-30 11:54:18.025000-07:00,2026-07-30 11:54:18.369000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_58A85AED74__PROVIDERS,VIEW,,,2026-07-30 11:54:18.029000-07:00,2026-07-30 11:54:18.295000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_6DF63A4983__PROVIDERS,VIEW,,,2026-07-30 11:54:19.760000-07:00,2026-07-30 11:54:20.097000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_75836D970C__RECORDS,VIEW,,,2026-07-30 11:54:19.739000-07:00,2026-07-30 11:54:20.079000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_83F0BA30FB__PROVIDERS,VIEW,,,2026-07-30 11:54:20.855000-07:00,2026-07-30 11:54:21.206000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_D75E8EA051__FACILITIES,VIEW,,,2026-07-30 11:54:20.901000-07:00,2026-07-30 11:54:21.254000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_E034245E05__PROVIDERS,VIEW,,,2026-07-30 11:54:22.788000-07:00,2026-07-30 11:54:23.108000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_E034245E05__RECORDS,VIEW,,,2026-07-06 07:03:11.166000-07:00,2026-07-06 07:03:11.436000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_LA_COUNTY_OPEN_D_E549C7C921__FACILITIES,VIEW,,,2026-07-30 11:54:22.802000-07:00,2026-07-30 11:54:23.155000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_MEMPHIS_OPEN_DAT_3057D84002__CASES,VIEW,,,2026-07-30 11:54:23.821000-07:00,2026-07-30 11:54:24.164000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_MEMPHIS_OPEN_DAT_9F6F4B2736__CASES,VIEW,,,2026-07-30 11:54:23.821000-07:00,2026-07-30 11:54:24.165000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_NEW_MEXICO_OPEN_1B6C7F7FBD__RECORDS,VIEW,,,2026-07-30 11:54:25.731000-07:00,2026-07-30 11:54:26.111000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_BALTIMORE_6C2257F1C4__FACILITIES,VIEW,,,2026-07-30 11:54:25.735000-07:00,2026-07-30 11:54:26.088000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_BALTIMORE_751D91C991__FACILITIES,VIEW,,,2026-07-30 11:54:27.388000-07:00,2026-07-30 11:54:27.708000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_BALTIMORE_751D91C991__RECORDS,VIEW,,,2026-07-06 07:03:12.744000-07:00,2026-07-06 07:03:13.066000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_008BA480F6__FACILITIES,VIEW,,,2026-07-30 11:54:27.351000-07:00,2026-07-30 11:54:27.817000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_01F2D9886C__FACILITIES,VIEW,,,2026-07-30 11:54:28.699000-07:00,2026-07-30 11:54:29.178000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_32AD83D2EC__FACILITIES,VIEW,,,2026-07-30 11:54:28.743000-07:00,2026-07-30 11:54:29.189000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_454981B380__FACILITIES,VIEW,,,2026-07-30 11:54:30.255000-07:00,2026-07-30 11:54:30.651000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_56C4F04CF0__FACILITIES,VIEW,,,2026-07-30 11:54:30.367000-07:00,2026-07-30 11:54:30.781000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_582A28D212__RECORDS,VIEW,,,2026-07-30 11:54:31.796000-07:00,2026-07-30 11:54:32.226000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_59913164D2__RECORDS,VIEW,,,2026-07-30 11:54:31.797000-07:00,2026-07-30 11:54:32.289000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_5B867C795C__FACILITIES,VIEW,,,2026-07-30 11:54:33.208000-07:00,2026-07-30 11:54:33.526000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_5B867C795C__RECORDS,VIEW,,,2026-07-06 07:03:14.739000-07:00,2026-07-06 07:03:14.954000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_5CB81ACBDD__PLACES,VIEW,,,2026-07-30 11:54:33.344000-07:00,2026-07-30 11:54:33.718000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_74D9616143__RECORDS,VIEW,,,2026-07-30 11:54:34.812000-07:00,2026-07-30 11:54:35.267000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_98319AB13D__FACILITIES,VIEW,,,2026-07-30 11:54:34.855000-07:00,2026-07-30 11:54:35.182000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_ADF4F0E413__PLACES,VIEW,,,2026-07-30 11:54:36.158000-07:00,2026-07-30 11:54:36.521000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_D359158BC8__RECORDS,VIEW,,,2026-07-30 11:54:36.315000-07:00,2026-07-30 11:54:36.862000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_D74755206A__RECORDS,VIEW,,,2026-07-05 21:58:02.500000-07:00,2026-07-05 21:58:02.698000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_D8E55D5B7F__FACILITIES,VIEW,,,2026-07-30 11:54:37.808000-07:00,2026-07-30 11:54:38.127000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_D8E55D5B7F__RECORDS,VIEW,,,2026-07-06 07:03:16.479000-07:00,2026-07-06 07:03:16.793000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_E1DD5D3551__RECORDS,VIEW,,,2026-07-30 11:54:37.834000-07:00,2026-07-30 11:54:38.175000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_DC_F37F5DDC3D__RECORDS,VIEW,,,2026-07-30 11:54:39.092000-07:00,2026-07-30 11:54:39.468000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_0426858DFE__FACILITIES,VIEW,,,2026-07-30 11:54:39.468000-07:00,2026-07-30 11:54:39.749000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_09E3680FD2__FACILITIES,VIEW,,,2026-07-30 11:54:40.667000-07:00,2026-07-30 11:54:40.980000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_1AD7E106E4__FACILITIES,VIEW,,,2026-07-30 11:54:40.729000-07:00,2026-07-30 11:54:41.038000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_4C5820FD0A__FACILITIES,VIEW,,,2026-07-30 11:54:42.052000-07:00,2026-07-30 11:54:42.381000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_5AC94C44DA__FACILITIES,VIEW,,,2026-07-30 11:54:42.284000-07:00,2026-07-30 11:54:42.654000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_6CDCE692AA__FACILITIES,VIEW,,,2026-07-30 11:54:43.685000-07:00,2026-07-30 11:54:44.081000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C__FACILITIES,VIEW,,,2026-07-30 11:54:43.640000-07:00,2026-07-30 11:54:44.012000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_7EFDCA0423__FACILITIES,VIEW,,,2026-07-30 11:54:44.935000-07:00,2026-07-30 11:54:45.282000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_BD6A1CACBB__FACILITIES,VIEW,,,2026-07-30 11:54:45.206000-07:00,2026-07-30 11:54:45.516000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6__FACILITIES,VIEW,,,2026-07-30 11:54:46.616000-07:00,2026-07-30 11:54:47.016000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_ARC_OPEN_DATA_MINNEA_D808F6BF62__FACILITIES,VIEW,,,2026-07-30 11:54:46.675000-07:00,2026-07-30 11:54:47.069000-07:00,
