schema,table,column,should_be,table_row_count
IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,CHANGE_PREVIOUS_EMPLOYMENT,number,664616
IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,CONTINUED_EMPLOYMENT,number,664616
IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,NEW_CONCURRENT_EMPLOYMENT,number,664616
IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,NEW_EMPLOYMENT,number,664616
LABOR,LABOR__FED_DOL_OLMS,ASSETS_PLEDGED,number,617710
LABOR,LABOR__FED_DOL_OLMS,CONTINGENT_LIABILITIES,number,617710
LABOR,LABOR__FED_DOL_OLMS,HAS_LIQUIDATED_LIABILITIES,number,617710
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ARS,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_AUD,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BGN,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_BRL,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CLP,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_CZK,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_DKK,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_EUR,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_GBP,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_HUF,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ILS,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_INR,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_MXN,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_NZD,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_PLN,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_RON,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_SEK,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_TWD,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_USD,number,614078
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,SPEND_ZAR,number,614078
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,IMMIGRATION_FRAUD_YES_NO,number,609769
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,MOST_SERIOUS_CONVICTION_CHARGE,number,609769
POLITICS,POLITICS__CA_LOBBY_COVER,REPORT_NUM,number,524828
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,ALLOWED_CHARGES,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_10,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_21,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_22,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_24,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_4,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,COST_MEASURE_ID_5,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,FINAL_SCORE,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_1,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_2,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_3,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IA_MEASURE_SCORE_4,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IMPROVEMENT_ACTIVITIES_IA_CATEGORY_SCORE,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,IMPROVEMENT_ACTIVITIES_IA_CATEGORY_WEIGHT,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_1,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_10,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_11,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_12,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_13,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_14,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_15,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_16,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_17,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_18,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_19,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_2,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_20,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_3,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_4,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_5,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_6,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_7,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_8,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PI_MEASURE_SCORE_9,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PROMOTING_INTEROPERABILITY_PI_CATEGORY_SCORE,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,PROMOTING_INTEROPERABILITY_PI_CATEGORY_WEIGHT,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_CATEGORY_SCORE,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_CATEGORY_WEIGHT,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_IMPROVEMENT_SCORE,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_1,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_10,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_11,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_2,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_3,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_4,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_5,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_6,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_7,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_8,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,QUALITY_MEASURE_SCORE_9,number,503917
HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,RECEIVED_FACILITY_SCORE,number,503917
ECONOMICS,ECONOMICS__INTL_GLEIF_RELATIONSHIPS,REGISTRATION_MANAGINGLOU,number,484142
ECONOMICS,ECONOMICS__INTL_GLEIF_RELATIONSHIPS,REGISTRATION_VALIDATIONDOCUMENTS,number,484142
ECONOMICS,ECONOMICS__INTL_GLEIF_RELATIONSHIPS,REGISTRATION_VALIDATIONREFERENCE,number,484142
ECONOMICS,ECONOMICS__FED_TREASURY_DTS_DEPOSITS,RECORD_CALENDAR_MONTH,date,478149
ECONOMICS,ECONOMICS__FED_TREASURY_DTS_DEPOSITS,RECORD_CALENDAR_YEAR,date,478149
ECONOMICS,ECONOMICS__FED_TREASURY_DTS_DEPOSITS,RECORD_FISCAL_YEAR,date,478149
POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,PAYMENT_METHOD,number,457521
ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDIT_YEAR,date,411638
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,COUNTRIES,number,402246
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ANNUAL_AVERAGE_EMPLOYEES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,NAICS_YEAR,date,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_DAFW_CASES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_DAFW_DAYS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_DJTR_CASES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_DJTR_DAYS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_HEARING_LOSS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_HOURS_WORKED,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_INJURIES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_OTHER_CASES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_OTHER_ILLNESSES,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_POISONINGS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_RESPIRATORY_CONDITIONS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,TOTAL_SKIN_DISORDERS,number,398620
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ANNUAL_AVERAGE_EMPLOYEES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,NAICS_YEAR,date,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_DAFW_CASES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_DAFW_DAYS,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_DJTR_CASES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_DJTR_DAYS,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_HEARING_LOSS,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_HOURS_WORKED,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_INJURIES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_OTHER_CASES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_OTHER_ILLNESSES,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_POISONINGS,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_RESPIRATORY_CONDITIONS,number,394234
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,TOTAL_SKIN_DISORDERS,number,394234
JUSTICE,JUSTICE__INTL_UCDP_GED,ACTIVE_YEAR,date,385918
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,ANNUAL_AVERAGE_EMPLOYEES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,NAICS_YEAR,date,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_DAFW_CASES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_DAFW_DAYS,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_DJTR_CASES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_DJTR_DAYS,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_HEARING_LOSS,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_HOURS_WORKED,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_INJURIES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_OTHER_CASES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_OTHER_ILLNESSES,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_POISONINGS,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_RESPIRATORY_CONDITIONS,number,383283
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,TOTAL_SKIN_DISORDERS,number,383283
HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,BENE_AVG_AGE,number,381228
HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,BENE_AVG_RISK_SCRE,number,381228
FINANCE,FINANCE__FED_SEC_13F_SUBMISSIONS,FILING_DATE,date,336124
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,ANNUAL_AVERAGE_EMPLOYEES,number,330447
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,NAICS_YEAR,date,330447
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,TOTAL_HOURS_WORKED,number,330447
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ARS,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_AUD,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BGN,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_BRL,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CLP,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_CZK,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_DKK,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_EUR,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_GBP,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_HUF,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ILS,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_INR,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_MXN,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_NZD,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_PLN,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_RON,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_SEK,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_TWD,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_USD,number,298884
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,SPEND_ZAR,number,298884
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_TOTAL_REPORTABLE_LONG_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_TOTAL_REPORTABLE_SHORT_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_SHORT_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_SHORT_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_SHORT_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_SHORT_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_SHORT_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_SHORT_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OTHER,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_ALL,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_OLD,number,287053
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_SHORT_OTHER,number,287053
POLITICS,POLITICS__TX_LOBBY_COVER,APPLICABLE_YEAR,date,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_AWARD,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_ENTERTAINMENT,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_EVENT,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_FOOD,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_GIFT,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_MEDIA,number,283803
POLITICS,POLITICS__TX_LOBBY_COVER,TOTAL_EXPEND_TRANSPORTATION,number,283803
HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,REGISTRATION_NUMBER,number,263374
HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,REG_EXPIRY_DATE_YEAR,date,263374
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,DISSEM_DT,date,261033
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,EXP_DATE,date,261033
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,FILE_NUM,number,261033
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,IMAGE_NUM,number,261033
FINANCE,FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES,PREV_FILE_NUM,number,261033
POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,PAYMENT_METHOD,number,259537
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,HAZMAT_RELEASED_QUANTITY,number,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,INCIDENT_MONTH,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,INCIDENT_YEAR,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,MAINTENANCE_INCIDENT_MONTH,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,MAINTENANCE_INCIDENT_YEAR,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,NUMBER_OF_CARS,number,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,NUMBER_OF_LOCOMOTIVE_UNITS,number,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,OTHER_INCIDENT_MONTH,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,OTHER_INCIDENT_YEAR,date,251149
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,REPORT_YEAR,date,251149
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MODEL_YEAR,date,242993
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,ACCIDENT_MONTH,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,ACCIDENT_YEAR,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,MAINTENANCE_ACCIDENT_MONTH,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,MAINTENANCE_ACCIDENT_YEAR,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,METHOD_OF_OPERATION,number,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,OTHER_ACCIDENT_MONTH,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,OTHER_ACCIDENT_YEAR,date,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,TOTAL_INJURED_FORM_54,number,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,TOTAL_KILLED_FORM_54,number,224941
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,YEAR,date,224941
POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,PAYMENT_METHOD,number,197968
POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,PAYMENT_METHOD,number,193741
FINANCE,FINANCE__FED_IRS_SOI,TAX_YEAR,date,179796
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,FILING_YEAR,date,174871
PROCUREMENT,PROCUREMENT__FED_SAM_EXCLUSIONS,TERMINATION_DATE_RAW,date,167928
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_DUAL_DATE,date,155384
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,AUDIT_NOT_DIVIDED_PERCENT_INFORMATION,number,155384
FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,PARTICIPANT_PERCENTAGE,number,155384
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,MODEL_YEAR,date,154209
