-- S12 NTSB injury: per-aircraft injury pivot for US Part 121 flights, every balloon, and every aircraft with a lap child - extract for local math
EV_ID | NTSB_NO | EV_TYPE | EV_DATE | EV_CITY | EV_STATE | EV_COUNTRY | EV_HIGHEST_INJURY | AIRCRAFT_KEY | FAR_PART | ACFT_CATEGORY | ACFT_MAKE | ACFT_MODEL | REGIS_NO | DAMAGE | PHASE_FLT_SPEC | OPER_NAME | OWNER_ACFT | OPER_SCHED | OPER_PAX_CARGO | SITE_SEEING | TYPE_FLY | EV_ID | AIRCRAFT_KEY | CABI_F | CABI_S | CABI_M | CABI_N | FLIG_F | FLIG_S | FLIG_M | FLIG_N | PASS_F | PASS_S | PASS_M | PASS_N | LAPC_F | LAPC_S | LAPC_M | LAPC_N | LCHG
20080915X01465 | DEN08LA151 | ACC | 2008-09-07 | St. Louis | MO | USA | NONE | 1 | 121 | AIR | BEECH | 1900D | N122UX | SUBS | None | None | Great Lakes Airlines | SCHD | PAX | N | None | 20080915X01465 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20080922X01516 | NYC08FA307 | ACC | 2008-09-07 | Phoenixville | PA | USA | FATL | 1 | 091 | BALL | Lindstrand Balloons | 150A | N844LB | SUBS | None | Air Venture Balloon Rides, Inc. | Air Venture Balloon Rides, Inc. | None | None | Y | AOBV | 20080922X01516 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081003X41458 | CHI08CA281 | ACC | 2008-09-11 | Springfield | IL | USA | SERS | 1 | 091 | BALL | Firefly Balloons | 8B-15 | N2053D | None | None | Edward J. Dowling | Edward J. Dowling | None | None | N | OWRK | 20081003X41458 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 1.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081007X94448 | MIA08CA193 | ACC | 2008-09-12 | Sandown | NH | USA | SERS | 1 | 091 | BALL | Cameron Balloons | Z-150 | N151TS | MINR | None | None | None | None | None | Y | OWRK | 20081007X94448 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 2.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2025-11-13
20081003X65759 | DEN08LA158 | ACC | 2008-09-21 | Plano | TX | USA | SERS | 1 | 091 | BALL | Cameron Balloons US | N-77 | N4003P | MINR | None | None | None | None | None | N | ASHO | 20081003X65759 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081007X03940 | CHI08IA292 | INC | 2008-09-22 | Chicago | IL | USA | NONE | 1 | 121 | AIR | BOEING | 757-223 | N197AN | MINR | None | American Airlines, Inc. | American Airlines, Inc. | SCHD | PAX | N | None | 20081007X03940 | 1 | 0.0000 | 0.0000 | 0.0000 | 5.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 185.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2024-07-11
20081219X65313 | ENG08IA042 | INC | 2008-10-01 | Chicago | IL | USA | NONE | 1 | 121 | AIR | BOEING | 737 | N551WN | MINR | None | Southwest Airlines, Co. | Wells Fargo | SCHD | PAX | None | None | 20081219X65313 | 1 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 128.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-11-03
20081014X63028 | CEN09CA018 | ACC | 2008-10-07 | Albuquerque | NM | USA | SERS | 1 | 091 | BALL | CAMERON BALLOONS US | A-105 | N808SP | None | None | TIERNEY RONALD C | TIERNEY RONALD C | None | None | N | PERS | 20081014X63028 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 1.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081010X41204 | CEN09LA009 | ACC | 2008-10-10 | Rio Rancho | NM | USA | FATL | 1 | 091 | BALL | Sproul | 72K-TET | N72KX | DEST | None | Keith A. Sproul | Keith A. Sproul | None | None | N | PERS | 20081010X41204 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081027X75039 | DCA09FA004 | ACC | 2008-10-20 | Phoenix | AZ | USA | NONE | 1 | 121 | AIR | AIRBUS | 320 | N448UA | SUBS | None | United Airlines | Tour Societe Generale Bank | SCHD | PAX | N | None | 20081027X75039 | 1 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 156.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081110X15316 | WPR09IA033 | INC | 2008-11-07 | Salt Lake City | UT | USA | NONE | 1 | 121 | AIR | BOEING | 737-700 | N254WN | MINR | None | SOUTHWEST AIRLINES CO | SOUTHWEST AIRLINES CO | SCHD | PAX | N | None | 20081110X15316 | 1 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 46.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081113X92722 | DCA09FA011 | ACC | 2008-11-13 | Detroit | MI | USA | MINR | 1 | 121 | AIR | BOMBARDIER INC | CL-600-2B19 | N8698A | SUBS | None | Pinnacle Airlines, Inc | WELLS FARGO BANK NORTHWEST NA TRUSTEE | SCHD | PAX | N | None | 20081113X92722 | 1 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 17.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081116X33137 | ERA09IA056 | INC | 2008-11-16 | Philadelphia | PA | USA | NONE | 1 | 121 | AIR | DeHavilland | DHC-8-311 | N326EN | MINR | None | Piedmont Airlines | Wells Fargo bank Northwest NA Trustee | SCHD | PAX | N | BUS | 20081116X33137 | 1 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 35.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081201X44308 | DCA09IA014 | INC | 2008-11-26 | Bozeman | MT | USA | NONE | 1 | 121 | AIR | BOEING | 777 | N862DA | None | None | Delta Air Lines | Delta Air Lines | SCHD | PAX | N | None | 20081201X44308 | 1 | 0.0000 | 0.0000 | 0.0000 | 10.0000 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 249.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081216X41655 | CEN09LA093 | ACC | 2008-12-03 | Madison | WI | USA | NONE | 1 | 121 | AIR | MCDONNELL DOUGLAS | DC-9-50 | N782NC | SUBS | None | NORTHWEST AIRLINES INC | NORTHWEST AIRLINES INC | SCHD | PAX | N | None | 20081216X41655 | 1 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 52.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081215X14936 | DCA09IA018 | INC | 2008-12-11 | Greer | SC | USA | NONE | 1 | 121 | AIR | MCDONNELL DOUGLAS | MD88 | N924DL | MINR | None | DELTA AIR LINES INC | WELLS FARGO BANK NORTHWEST NA TRUSTEE | SCHD | PAX | N | None | 20081215X14936 | 1 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 148.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081215X93019 | DCA09IA017 | INC | 2008-12-14 | Philadelphia | PA | USA | NONE | 1 | 121 | AIR | BOMBARDIER | CL-600-2B19 | N407AW | MINR | None | AIR WISCONSIN AIRLINES CORPORATION | United Airlines Inc. | NSCH | PAX | N | POSI | 20081215X93019 | 1 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2024-07-08
20081217X83220 | CEN09FA094 | INC | 2008-12-16 | Chicago | IL | USA | NONE | 1 | 121 | AIR | BOMBARDIER | CL-600-2C10 | N511MJ | MINR | None | Mesa Airlines, Inc | First Union National Bank Trustee | SCHD | PAX | N | None | 20081217X83220 | 1 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 28.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081223X70710 | ANC09IA015 | INC | 2008-12-20 | Sitka | AK | USA | MINR | 1 | 121 | AIR | BOEING | 737-4Q8 | N771AS | None | None | Alaska Airlines | MSA I | SCHD | PAX | N | None | 20081223X70710 | 1 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 83.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081221X14648 | DCA09MA021 | ACC | 2008-12-21 | Denver | CO | USA | SERS | 1 | 121 | AIR | BOEING | 737-524 | N18611 | SUBS | None | CONTINENTAL AIRLINES INC | WELLS FARGO BANK NORTHWEST NA TRUSTEE | SCHD | PAX | N | None | 20081221X14648 | 1 | 0.0000 | 0.0000 | 2.0000 | 1.0000 | 0.0000 | 1.0000 | 1.0000 | 0.0000 | 0.0000 | 5.0000 | 38.0000 | 67.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2021-04-30
20090102X60836 | CEN09LA114 | ACC | 2008-12-23 | Rockford | IL | USA | NONE | 1 | 121 | AIR | BOEING | 747-212B | N486EV | SUBS | None | EVERGREEN INTERNATIONAL AIRLINES INC | EVERGREEN INTERNATIONAL AIRLINES INC | NSCH | CARG | N | None | 20090102X60836 | 1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081224X25658 | WPR09IA065 | INC | 2008-12-24 | Seattle | WA | USA | NONE | 1 | 121 | AIR | BOEING | 737-890 | N516AS | None | None | Alaska Airlines | Alaska Airlines | SCHD | PAX | N | None | 20081224X25658 | 1 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 135.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081229X80551 | DCA09FA022 | ACC | 2008-12-26 | Los Angeles Intl Airport | CA | USA | NONE | 1 | 121 | AIR | MCDONNELL DOUGLAS | DC-9-83 | N9617R | SUBS | None | AMERICAN AIRLINES INC | WELLS FARGO BANK NORTHWEST NA TRUSTEE | SCHD | PAX | N | None | 20081229X80551 | 1 | 0.0000 | 0.0000 | 0.0000 | 3.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 124.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081229X40417 | CEN09LA106 | ACC | 2008-12-27 | Kansas City | MO | USA | SERS | 1 | 121 | AIR | EMBRAER | ERJ 170-10 | N871RW | None | None | REPUBLIC AIRLINE INC | REPUBLIC AIRLINE INC | SCHD | PAX | N | None | 20081229X40417 | 1 | 0.0000 | 1.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 73.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081228X25156 | WPR09FA068 | ACC | 2008-12-28 | Seattle | WA | USA | NONE | 1 | 121 | AIR | BOEING | 757-351 | N585NW | SUBS | None | NORTHWEST AIRLINES INC | NORTHWEST AIRLINES INC | SCHD | PAX | N | None | 20081228X25156 | 1 | 0.0000 | 0.0000 | 0.0000 | 7.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 186.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20081228X25156 | WPR09FA068 | ACC | 2008-12-28 | Seattle | WA | USA | NONE | 2 | 121 | AIR | BOEING | 737-832 | N397DA | SUBS | None | DELTA AIR LINES INC | DELTA AIR LINES INC | SCHD | PAX | N | None | 20081228X25156 | 2 | 0.0000 | 0.0000 | 0.0000 | 4.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 151.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
20090114X61852 | DCA09FA025 | ACC | 2008-12-31 | New York | NY | USA | NONE | 1 | 121 | AIR | EMBRAER | EMB145 | N844MJ | SUBS | None | Freedom Airlines Inc., | Wells Fargo Bank Northwest NA | SCHD | PAX | N | None | 20090114X61852 | 1 | 0.0000 | 0.0000 | 0.0000 | 1.0000 | 0.0000 | 0.0000 | 0.0000 | 2.0000 | 0.0000 | 0.0000 | 0.0000 | 50.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 2020-09-25
(1157 rows; csv has all)
