company,domain,table,key,col,rows
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,3
Chevron,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,3
Chevron,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Chevron,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Chevron,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,5
Chevron,money,ECONOMICS__FED_DOL_FORM5500,EIN,SPONS_DFE_EIN,10
Chevron,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,12
Chevron,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,12
Chevron,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,44
Chevron,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,18
Chevron,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,2
Chevron,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,562
Chevron,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,2
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,257
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,97
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,1096
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1056
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,6561
Chevron,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,6274
Chevron,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,18
Chevron,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,42
Duke Energy,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,2
Duke Energy,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,3
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Duke Energy,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Duke Energy,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,3
Duke Energy,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,3
Duke Energy,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,2
Duke Energy,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,3
Duke Energy,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,3
Duke Energy,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Duke Energy,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Duke Energy,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,44
Duke Energy,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,21
Duke Energy,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,720
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,129
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,129
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,600
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,530
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,2827
Duke Energy,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,2538
Duke Energy,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,40
Duke Energy,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,34
Eli Lilly,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,2
Eli Lilly,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,1
Eli Lilly,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,8
Eli Lilly,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,6
Eli Lilly,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,6
Eli Lilly,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,EIN,EIN,3
Eli Lilly,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,EIN,EIN,2
Eli Lilly,money,ECONOMICS__FED_SEC_EDGAR,CIK,CIK,10
Eli Lilly,money,ECONOMICS__FED_SEC_EDGAR,EIN,EIN,10
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Eli Lilly,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Eli Lilly,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Eli Lilly,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Eli Lilly,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,1
Eli Lilly,money,ECONOMICS__FED_US_SEC_EDGAR,CIK,CIK,1001
Eli Lilly,money,ECONOMICS__FED_US_SEC_EDGAR,EIN,EIN,1001
Eli Lilly,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,3
Eli Lilly,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,3
Eli Lilly,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Eli Lilly,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Eli Lilly,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,43
Eli Lilly,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,35
Eli Lilly,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,1171
Eli Lilly,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,33
Eli Lilly,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,60
Eli Lilly,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,60
Eli Lilly,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,45
Eli Lilly,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,45
Eli Lilly,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,6
Eli Lilly,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,6
Eli Lilly,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,7
Exxon Mobil,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,1
Exxon Mobil,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,432
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,432
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,1151
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1151
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,7171
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,7171
Exxon Mobil,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,2
General Dynamics,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,9
General Dynamics,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,5
General Dynamics,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,1
General Dynamics,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
General Dynamics,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
General Dynamics,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
General Dynamics,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
General Dynamics,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,5
General Dynamics,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,56
General Dynamics,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
General Dynamics,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
General Dynamics,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,60
General Dynamics,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,58
General Dynamics,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,964
General Dynamics,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,1
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,9076
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,3299
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,69787
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1710
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,263275
General Dynamics,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,7034
General Dynamics,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,65
General Dynamics,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,10
HCA Healthcare,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,3
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
HCA Healthcare,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
HCA Healthcare,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
HCA Healthcare,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,9
HCA Healthcare,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,9
HCA Healthcare,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,27
HCA Healthcare,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,12
HCA Healthcare,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,795
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,2
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,1
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,206
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,71
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,629
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,319
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,205
HCA Healthcare,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,9
JPMorgan Chase,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,4
JPMorgan Chase,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,6
JPMorgan Chase,money,ECONOMICS__FED_SEC_EDGAR,CIK,CIK,10
JPMorgan Chase,money,ECONOMICS__FED_SEC_EDGAR,EIN,EIN,10
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
JPMorgan Chase,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
JPMorgan Chase,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,9
JPMorgan Chase,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,9
JPMorgan Chase,money,ECONOMICS__FED_US_SEC_EDGAR,CIK,CIK,25351
JPMorgan Chase,money,ECONOMICS__FED_US_SEC_EDGAR,EIN,EIN,25351
JPMorgan Chase,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,2
JPMorgan Chase,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,2
JPMorgan Chase,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
JPMorgan Chase,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
JPMorgan Chase,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,78
JPMorgan Chase,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,21
JPMorgan Chase,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,58
JPMorgan Chase,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,936
JPMorgan Chase,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,42
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,11
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,11
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,692
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,678
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,2832
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,2747
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,190
JPMorgan Chase,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,88
Johnson & Johnson,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,115
Johnson & Johnson,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,11
Johnson & Johnson,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,3
Johnson & Johnson,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,7
Johnson & Johnson,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,7
Johnson & Johnson,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,4
Johnson & Johnson,money,ECONOMICS__FED_SEC_EDGAR,CIK,CIK,10
Johnson & Johnson,money,ECONOMICS__FED_SEC_EDGAR,EIN,EIN,10
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Johnson & Johnson,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Johnson & Johnson,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Johnson & Johnson,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Johnson & Johnson,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,3
Johnson & Johnson,money,ECONOMICS__FED_US_SEC_EDGAR,CIK,CIK,1001
Johnson & Johnson,money,ECONOMICS__FED_US_SEC_EDGAR,EIN,EIN,1001
Johnson & Johnson,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,18
Johnson & Johnson,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
