COUNTY_FIPS	COUNTY_NAME	STATE_NAME	POPULATION_2020
19153	Polk	Iowa	492401
19155	Pottawattamie	Iowa	93667
19157	Poweshiek	Iowa	18662
19159	Ringgold	Iowa	4663
19161	Sac	Iowa	9814
19163	Scott	Iowa	174669
19165	Shelby	Iowa	11746
19167	Sioux	Iowa	35872
19169	Story	Iowa	98537
19171	Tama	Iowa	17135
19173	Taylor	Iowa	5896
19175	Union	Iowa	12138
19177	Van Buren	Iowa	7203
19179	Wapello	Iowa	35437
19181	Warren	Iowa	52403
19183	Washington	Iowa	22565
19185	Wayne	Iowa	6497
19187	Webster	Iowa	36999
19189	Winnebago	Iowa	10679
19191	Winneshiek	Iowa	20070
19193	Woodbury	Iowa	105941
19195	Worth	Iowa	7443
19197	Wright	Iowa	12943
20001	Allen	Kansas	12526
20003	Anderson	Kansas	7836
20005	Atchison	Kansas	16348
20007	Barber	Kansas	4228
20009	Barton	Kansas	25493
20011	Bourbon	Kansas	14360
20013	Brown	Kansas	9508
20015	Butler	Kansas	67380
20017	Chase	Kansas	2572
20019	Chautauqua	Kansas	3379
20021	Cherokee	Kansas	19362
20023	Cheyenne	Kansas	2616
20025	Clark	Kansas	1991
20027	Clay	Kansas	8117
20029	Cloud	Kansas	9032
20031	Coffey	Kansas	8360
20033	Comanche	Kansas	1689
20035	Cowley	Kansas	34549
20037	Crawford	Kansas	38972
20039	Decatur	Kansas	2764
20041	Dickinson	Kansas	18402
20043	Doniphan	Kansas	7510
20045	Douglas	Kansas	118785
20047	Edwards	Kansas	2907
20049	Elk	Kansas	2483
20051	Ellis	Kansas	28934
20053	Ellsworth	Kansas	6376
20055	Finney	Kansas	38470
20057	Ford	Kansas	34287
20059	Franklin	Kansas	25996
20061	Geary	Kansas	36739
20063	Gove	Kansas	2718
20065	Graham	Kansas	2415
20067	Grant	Kansas	7352
20069	Gray	Kansas	5653
20071	Greeley	Kansas	1284
20073	Greenwood	Kansas	6016
20075	Hamilton	Kansas	2518
20077	Harper	Kansas	5485
20079	Harvey	Kansas	34024
20081	Haskell	Kansas	3780
20083	Hodgeman	Kansas	1723
20085	Jackson	Kansas	13232
20087	Jefferson	Kansas	18368
20089	Jewell	Kansas	2932
20091	Johnson	Kansas	609863
20093	Kearny	Kansas	3983
20095	Kingman	Kansas	7470
20097	Kiowa	Kansas	2460
20099	Labette	Kansas	20184
20101	Lane	Kansas	1574
20103	Leavenworth	Kansas	81881
20105	Lincoln	Kansas	2939
20107	Linn	Kansas	9591
20109	Logan	Kansas	2762
20111	Lyon	Kansas	32179
20113	McPherson	Kansas	30223
20115	Marion	Kansas	11823
20117	Marshall	Kansas	10038
20119	Meade	Kansas	4055
20121	Miami	Kansas	34191
20123	Mitchell	Kansas	5796
20125	Montgomery	Kansas	31486
20127	Morris	Kansas	5386
20129	Morton	Kansas	2701
20131	Nemaha	Kansas	10273
20133	Neosho	Kansas	15904
20135	Ness	Kansas	2687
20137	Norton	Kansas	5459
20139	Osage	Kansas	15766
20141	Osborne	Kansas	3500
20143	Ottawa	Kansas	5735
20145	Pawnee	Kansas	6253
20147	Phillips	Kansas	4981
20149	Pottawatomie	Kansas	25348
20151	Pratt	Kansas	9157
20153	Rawlins	Kansas	2561
20155	Reno	Kansas	61898
20157	Republic	Kansas	4674
20159	Rice	Kansas	9427
20161	Riley	Kansas	71959
20163	Rooks	Kansas	4919
20165	Rush	Kansas	2956
20167	Russell	Kansas	6691
20169	Saline	Kansas	54303
20171	Scott	Kansas	5151
20173	Sedgwick	Kansas	523824
20175	Seward	Kansas	21964
20177	Shawnee	Kansas	178909
20179	Sheridan	Kansas	2447
20181	Sherman	Kansas	5927
20183	Smith	Kansas	3570
20185	Stafford	Kansas	4072
20187	Stanton	Kansas	2084
20189	Stevens	Kansas	5250
20191	Sumner	Kansas	22382
20193	Thomas	Kansas	7930
20195	Trego	Kansas	2808
20197	Wabaunsee	Kansas	6877
20199	Wallace	Kansas	1512
20201	Washington	Kansas	5530
20203	Wichita	Kansas	2152
20205	Wilson	Kansas	8624
20207	Woodson	Kansas	3115
20209	Wyandotte	Kansas	169245
21001	Adair	Kentucky	18903
21003	Allen	Kentucky	20588
21005	Anderson	Kentucky	23852
21007	Ballard	Kentucky	7728
21009	Barren	Kentucky	44485
21011	Bath	Kentucky	12750
21013	Bell	Kentucky	24097
21015	Boone	Kentucky	135968
21017	Bourbon	Kentucky	20252
21019	Boyd	Kentucky	48261
21021	Boyle	Kentucky	30614
21023	Bracken	Kentucky	8400
21025	Breathitt	Kentucky	13718
21027	Breckinridge	Kentucky	20432
21029	Bullitt	Kentucky	82217
21031	Butler	Kentucky	12371
21033	Caldwell	Kentucky	12649
21035	Calloway	Kentucky	37103
21037	Campbell	Kentucky	93076
21039	Carlisle	Kentucky	4826
21041	Carroll	Kentucky	10810
21043	Carter	Kentucky	26627
21045	Casey	Kentucky	15941
21047	Christian	Kentucky	72748
21049	Clark	Kentucky	36972
21051	Clay	Kentucky	20345
21053	Clinton	Kentucky	9253
21055	Crittenden	Kentucky	8990
21057	Cumberland	Kentucky	5888
21059	Daviess	Kentucky	103312
21061	Edmonson	Kentucky	12126
21063	Elliott	Kentucky	7354
21065	Estill	Kentucky	14163
21067	Fayette	Kentucky	322570
21069	Fleming	Kentucky	15082
21071	Floyd	Kentucky	35942
21073	Franklin	Kentucky	51541
21075	Fulton	Kentucky	6515
21077	Gallatin	Kentucky	8690
21079	Garrard	Kentucky	16953
21081	Grant	Kentucky	24941
21083	Graves	Kentucky	36649
21085	Grayson	Kentucky	26420
21087	Green	Kentucky	11107
21089	Greenup	Kentucky	35962
21091	Hancock	Kentucky	9095
21093	Hardin	Kentucky	110702
21095	Harlan	Kentucky	26831
21097	Harrison	Kentucky	18692
21099	Hart	Kentucky	19288
21101	Henderson	Kentucky	44793
21103	Henry	Kentucky	15678
21105	Hickman	Kentucky	4521
21107	Hopkins	Kentucky	45423
21109	Jackson	Kentucky	12955
21111	Jefferson	Kentucky	782969
21113	Jessamine	Kentucky	52991
21115	Johnson	Kentucky	22680
21117	Kenton	Kentucky	169064
21119	Knott	Kentucky	14251
21121	Knox	Kentucky	30193
21123	Larue	Kentucky	14867
21125	Laurel	Kentucky	62613
21127	Lawrence	Kentucky	16293
21129	Lee	Kentucky	7395
21131	Leslie	Kentucky	10513
21133	Letcher	Kentucky	21548
21135	Lewis	Kentucky	13080
21137	Lincoln	Kentucky	24275
21139	Livingston	Kentucky	8888
21141	Logan	Kentucky	27432
21143	Lyon	Kentucky	8680
21145	McCracken	Kentucky	67875
21147	McCreary	Kentucky	16888
21149	McLean	Kentucky	9152
21151	Madison	Kentucky	92701
21153	Magoffin	Kentucky	11637
21155	Marion	Kentucky	19581
21157	Marshall	Kentucky	31659
21159	Martin	Kentucky	11287
21161	Mason	Kentucky	17120
21163	Meade	Kentucky	30003
21165	Menifee	Kentucky	6113
21167	Mercer	Kentucky	22641
21169	Metcalfe	Kentucky	10286
21171	Monroe	Kentucky	11338
21173	Montgomery	Kentucky	28114
21175	Morgan	Kentucky	13726
21177	Muhlenberg	Kentucky	30928
21179	Nelson	Kentucky	46738
21181	Nicholas	Kentucky	7537
21183	Ohio	Kentucky	23772
21185	Oldham	Kentucky	67607
21187	Owen	Kentucky	11278
21189	Owsley	Kentucky	4051
21191	Pendleton	Kentucky	14644
21193	Perry	Kentucky	28473
21195	Pike	Kentucky	58669
21197	Powell	Kentucky	13129
21199	Pulaski	Kentucky	65034
21201	Robertson	Kentucky	2193
21203	Rockcastle	Kentucky	16037
21205	Rowan	Kentucky	24662
21207	Russell	Kentucky	17991
21209	Scott	Kentucky	57155
21211	Shelby	Kentucky	48065
21213	Simpson	Kentucky	19594
21215	Spencer	Kentucky	19490
21217	Taylor	Kentucky	26023
21219	Todd	Kentucky	12243
21221	Trigg	Kentucky	14061
21223	Trimble	Kentucky	8474
21225	Union	Kentucky	13668
21227	Warren	Kentucky	134554
21229	Washington	Kentucky	12027
21231	Wayne	Kentucky	19555
21233	Webster	Kentucky	13017
21235	Whitley	Kentucky	36712
21237	Wolfe	Kentucky	6562
21239	Woodford	Kentucky	26871
22001	Acadia	Louisiana	57576
22003	Allen	Louisiana	22750
22005	Ascension	Louisiana	126500
22007	Assumption	Louisiana	21039
22009	Avoyelles	Louisiana	39693
22011	Beauregard	Louisiana	36549
22013	Bienville	Louisiana	12981
22015	Bossier	Louisiana	128746
22017	Caddo	Louisiana	237848
22019	Calcasieu	Louisiana	216785
22021	Caldwell	Louisiana	9645
22023	Cameron	Louisiana	5617
22025	Catahoula	Louisiana	8906
22027	Claiborne	Louisiana	14170
22029	Concordia	Louisiana	18687
22031	De Soto	Louisiana	26812
22033	East Baton Rouge	Louisiana	456781
22035	East Carroll	Louisiana	7459
22037	East Feliciana	Louisiana	19539
22039	Evangeline	Louisiana	32350
22041	Franklin	Louisiana	19774
22043	Grant	Louisiana	22169
22045	Iberia	Louisiana	69929
22047	Iberville	Louisiana	30241
22049	Jackson	Louisiana	15031
22051	Jefferson	Louisiana	440781
22053	Jefferson Davis	Louisiana	32250
22055	Lafayette	Louisiana	241753
22057	Lafourche	Louisiana	97557
22059	LaSalle	Louisiana	14791
22061	Lincoln	Louisiana	48396
22063	Livingston	Louisiana	142282
22065	Madison	Louisiana	10017
22067	Morehouse	Louisiana	25629
22069	Natchitoches	Louisiana	37515
22071	Orleans	Louisiana	383997
22073	Ouachita	Louisiana	160368
22075	Plaquemines	Louisiana	23515
22077	Pointe Coupee	Louisiana	20758
22079	Rapides	Louisiana	130023
22081	Red River	Louisiana	7620
22083	Richland	Louisiana	20043
22085	Sabine	Louisiana	22155
22087	St. Bernard	Louisiana	43764
22089	St. Charles	Louisiana	52549
22091	St. Helena	Louisiana	10920
22093	St. James	Louisiana	20192
22095	St. John the Baptist	Louisiana	42477
22097	St. Landry	Louisiana	82540
22099	St. Martin	Louisiana	51767
22101	St. Mary	Louisiana	49406
22103	St. Tammany	Louisiana	264570
22105	Tangipahoa	Louisiana	133157
22107	Tensas	Louisiana	4147
22109	Terrebonne	Louisiana	109580
22111	Union	Louisiana	21107
22113	Vermilion	Louisiana	57359
22115	Vernon	Louisiana	48750
22117	Washington	Louisiana	45463
22119	Webster	Louisiana	36967
22121	West Baton Rouge	Louisiana	27199
22123	West Carroll	Louisiana	9751
22125	West Feliciana	Louisiana	15310
22127	Winn	Louisiana	13755
23001	Androscoggin	Maine	111139
23003	Aroostook	Maine	67105
23005	Cumberland	Maine	303069
23007	Franklin	Maine	29456
23009	Hancock	Maine	55478
23011	Kennebec	Maine	123642
23013	Knox	Maine	40607
23015	Lincoln	Maine	35237
23017	Oxford	Maine	57777
23019	Penobscot	Maine	152199
23021	Piscataquis	Maine	16800
23023	Sagadahoc	Maine	36699
23025	Somerset	Maine	50477
23027	Waldo	Maine	39607
23029	Washington	Maine	31095
23031	York	Maine	211972
24001	Allegany	Maryland	68106
24003	Anne Arundel	Maryland	588261
24005	Baltimore	Maryland	854535
24009	Calvert	Maryland	92783
24011	Caroline	Maryland	33293
24013	Carroll	Maryland	172891
24015	Cecil	Maryland	103725
24017	Charles	Maryland	166617
24019	Dorchester	Maryland	32531
24021	Frederick	Maryland	271717
24023	Garrett	Maryland	28806
24025	Harford	Maryland	260924
24027	Howard	Maryland	332317
24029	Kent	Maryland	19198
24031	Montgomery	Maryland	1062061
24033	Prince George's	Maryland	967201
24035	Queen Anne's	Maryland	49874
24037	St. Mary's	Maryland	113777
24039	Somerset	Maryland	24620
24041	Talbot	Maryland	37526
24043	Washington	Maryland	154705
24045	Wicomico	Maryland	103588
24047	Worcester	Maryland	52460
24510	Baltimore	Maryland	585708
25001	Barnstable	Massachusetts	228996
25003	Berkshire	Massachusetts	129026
25005	Bristol	Massachusetts	579200
25007	Dukes	Massachusetts	20600
25009	Essex	Massachusetts	809829
25011	Franklin	Massachusetts	71029
25013	Hampden	Massachusetts	465825
25015	Hampshire	Massachusetts	162308
25017	Middlesex	Massachusetts	1632002
25019	Nantucket	Massachusetts	14255
25021	Norfolk	Massachusetts	725981
25023	Plymouth	Massachusetts	530819
25025	Suffolk	Massachusetts	797936
25027	Worcester	Massachusetts	862111
26001	Alcona	Michigan	10167
26003	Alger	Michigan	8842
26005	Allegan	Michigan	120502
26007	Alpena	Michigan	28907
26009	Antrim	Michigan	23431
26011	Arenac	Michigan	15002
26013	Baraga	Michigan	8158
26015	Barry	Michigan	62423
26017	Bay	Michigan	103856
26019	Benzie	Michigan	17970
26021	Berrien	Michigan	154316
26023	Branch	Michigan	44862
26025	Calhoun	Michigan	134310
26027	Cass	Michigan	51589
26029	Charlevoix	Michigan	26054
26031	Cheboygan	Michigan	25579
26033	Chippewa	Michigan	36785
26035	Clare	Michigan	30856
26037	Clinton	Michigan	79128
26039	Crawford	Michigan	12988
26041	Delta	Michigan	36903
26043	Dickinson	Michigan	25947
26045	Eaton	Michigan	109175
26047	Emmet	Michigan	34112
26049	Genesee	Michigan	406211
26051	Gladwin	Michigan	25386
26053	Gogebic	Michigan	14380
26055	Grand Traverse	Michigan	95238
26057	Gratiot	Michigan	41761
26059	Hillsdale	Michigan	45746
26061	Houghton	Michigan	37361
26063	Huron	Michigan	31407
26065	Ingham	Michigan	284900
26067	Ionia	Michigan	66804
26069	Iosco	Michigan	25237
26071	Iron	Michigan	11631
26073	Isabella	Michigan	64394
26075	Jackson	Michigan	160366
26077	Kalamazoo	Michigan	261670
26079	Kalkaska	Michigan	17939
26081	Kent	Michigan	657974
26083	Keweenaw	Michigan	2046
26085	Lake	Michigan	12096
26087	Lapeer	Michigan	88619
26089	Leelanau	Michigan	22301
26091	Lenawee	Michigan	99423
26093	Livingston	Michigan	193866
26095	Luce	Michigan	5339
26097	Mackinac	Michigan	10834
26099	Macomb	Michigan	881217
26101	Manistee	Michigan	25032
26103	Marquette	Michigan	66017
26105	Mason	Michigan	29052
26107	Mecosta	Michigan	39714
26109	Menominee	Michigan	23502
26111	Midland	Michigan	83494
26113	Missaukee	Michigan	15052
26115	Monroe	Michigan	154809
26117	Montcalm	Michigan	66614
26119	Montmorency	Michigan	9153
26121	Muskegon	Michigan	175824
26123	Newaygo	Michigan	49978
26125	Oakland	Michigan	1274395
26127	Oceana	Michigan	26659
26129	Ogemaw	Michigan	20770
26131	Ontonagon	Michigan	5816
26133	Osceola	Michigan	22891
26135	Oscoda	Michigan	8219
26137	Otsego	Michigan	25091
26139	Ottawa	Michigan	296200
26141	Presque Isle	Michigan	12982
26143	Roscommon	Michigan	23459
26145	Saginaw	Michigan	190124
26147	St. Clair	Michigan	160383
26149	St. Joseph	Michigan	60939
26151	Sanilac	Michigan	40611
26153	Schoolcraft	Michigan	8047
26155	Shiawassee	Michigan	68094
26157	Tuscola	Michigan	53323
26159	Van Buren	Michigan	75587
26161	Washtenaw	Michigan	372258
26163	Wayne	Michigan	1793561
26165	Wexford	Michigan	33673
27001	Aitkin	Minnesota	15697
27003	Anoka	Minnesota	363887
27005	Becker	Minnesota	35183
27007	Beltrami	Minnesota	46228
27009	Benton	Minnesota	41379
27011	Big Stone	Minnesota	5166
27013	Blue Earth	Minnesota	69112
27015	Brown	Minnesota	25912
27017	Carlton	Minnesota	36207
27019	Carver	Minnesota	106922
27021	Cass	Minnesota	30066
27023	Chippewa	Minnesota	12598
27025	Chisago	Minnesota	56621
27027	Clay	Minnesota	65318
27029	Clearwater	Minnesota	8524
27031	Cook	Minnesota	5600
27033	Cottonwood	Minnesota	11517
27035	Crow Wing	Minnesota	66123
27037	Dakota	Minnesota	439882
27039	Dodge	Minnesota	20867
27041	Douglas	Minnesota	39006
27043	Faribault	Minnesota	13921
27045	Fillmore	Minnesota	21228
27047	Freeborn	Minnesota	30895
27049	Goodhue	Minnesota	47582
27051	Grant	Minnesota	6074
27053	Hennepin	Minnesota	1281565
27055	Houston	Minnesota	18843
27057	Hubbard	Minnesota	21344
27059	Isanti	Minnesota	41135
27061	Itasca	Minnesota	45014
27063	Jackson	Minnesota	9989
27065	Kanabec	Minnesota	16032
27067	Kandiyohi	Minnesota	43732
27069	Kittson	Minnesota	4207
27071	Koochiching	Minnesota	12062
27073	Lac qui Parle	Minnesota	6719
27075	Lake	Minnesota	10905
27077	Lake of the Woods	Minnesota	3763
27079	Le Sueur	Minnesota	28674
27081	Lincoln	Minnesota	5640
27083	Lyon	Minnesota	25269
27085	McLeod	Minnesota	36771
27087	Mahnomen	Minnesota	5411
27089	Marshall	Minnesota	9040
27091	Martin	Minnesota	20025
27093	Meeker	Minnesota	23400
27095	Mille Lacs	Minnesota	26459
27097	Morrison	Minnesota	34010
27099	Mower	Minnesota	40029
27101	Murray	Minnesota	8179
27103	Nicollet	Minnesota	34454
27105	Nobles	Minnesota	22290
27107	Norman	Minnesota	6441
27109	Olmsted	Minnesota	162847
27111	Otter Tail	Minnesota	60081
27113	Pennington	Minnesota	13992
27115	Pine	Minnesota	28876
27117	Pipestone	Minnesota	9424
27119	Polk	Minnesota	31192
27121	Pope	Minnesota	11308
27123	Ramsey	Minnesota	552352
27125	Red Lake	Minnesota	3935
27127	Redwood	Minnesota	15425
27129	Renville	Minnesota	14723
27131	Rice	Minnesota	67097
27133	Rock	Minnesota	9704
27135	Roseau	Minnesota	15331
27137	St. Louis	Minnesota	200231
27139	Scott	Minnesota	150928
27141	Sherburne	Minnesota	97183
27143	Sibley	Minnesota	14836
27145	Stearns	Minnesota	158292
27147	Steele	Minnesota	37406
27149	Stevens	Minnesota	9671
27151	Swift	Minnesota	9838
27153	Todd	Minnesota	25262
27155	Traverse	Minnesota	3360
27157	Wabasha	Minnesota	21387
27159	Wadena	Minnesota	14065
27161	Waseca	Minnesota	18968
27163	Washington	Minnesota	267568
27165	Watonwan	Minnesota	11253
27167	Wilkin	Minnesota	6506
27169	Winona	Minnesota	49671
27171	Wright	Minnesota	141337
27173	Yellow Medicine	Minnesota	9528
28001	Adams	Mississippi	29538
28003	Alcorn	Mississippi	34740
28005	Amite	Mississippi	12720
28007	Attala	Mississippi	17889
28009	Benton	Mississippi	7646
28011	Bolivar	Mississippi	30985
28013	Calhoun	Mississippi	13266
28015	Carroll	Mississippi	9998
28017	Chickasaw	Mississippi	17106
28019	Choctaw	Mississippi	8246
28021	Claiborne	Mississippi	9135
28023	Clarke	Mississippi	15615
28025	Clay	Mississippi	18636
28027	Coahoma	Mississippi	21390
28029	Copiah	Mississippi	28368
28031	Covington	Mississippi	18340
28033	DeSoto	Mississippi	185314
28035	Forrest	Mississippi	78158
28037	Franklin	Mississippi	7675
28039	George	Mississippi	24350
28041	Greene	Mississippi	13530
28043	Grenada	Mississippi	21629
28045	Hancock	Mississippi	46053
28047	Harrison	Mississippi	208621
28049	Hinds	Mississippi	227742
28051	Holmes	Mississippi	17000
28053	Humphreys	Mississippi	7785
28055	Issaquena	Mississippi	1338
28057	Itawamba	Mississippi	23863
28059	Jackson	Mississippi	143252
28061	Jasper	Mississippi	16367
28063	Jefferson	Mississippi	7260
28065	Jefferson Davis	Mississippi	11321
28067	Jones	Mississippi	67246
28069	Kemper	Mississippi	8988
28071	Lafayette	Mississippi	55813
28073	Lamar	Mississippi	64222
28075	Lauderdale	Mississippi	72984
28077	Lawrence	Mississippi	12016
28079	Leake	Mississippi	21275
28081	Lee	Mississippi	83343
28083	Leflore	Mississippi	28339
28085	Lincoln	Mississippi	34907
28087	Lowndes	Mississippi	58879
28089	Madison	Mississippi	109145
28091	Marion	Mississippi	24441
28093	Marshall	Mississippi	33752
28095	Monroe	Mississippi	34180
28097	Montgomery	Mississippi	9822
28099	Neshoba	Mississippi	29087
28101	Newton	Mississippi	21291
28103	Noxubee	Mississippi	10285
28105	Oktibbeha	Mississippi	51788
28107	Panola	Mississippi	33208
28109	Pearl River	Mississippi	56145
28111	Perry	Mississippi	11511
28113	Pike	Mississippi	40324
28115	Pontotoc	Mississippi	31184
28117	Prentiss	Mississippi	25008
28119	Quitman	Mississippi	6176
28121	Rankin	Mississippi	157031
28123	Scott	Mississippi	27990
28125	Sharkey	Mississippi	3800
28127	Simpson	Mississippi	25949
28129	Smith	Mississippi	14209
28131	Stone	Mississippi	18333
28133	Sunflower	Mississippi	25971
28135	Tallahatchie	Mississippi	12715
28137	Tate	Mississippi	28064
28139	Tippah	Mississippi	21815
28141	Tishomingo	Mississippi	18850
28143	Tunica	Mississippi	9782
28145	Union	Mississippi	27777
28147	Walthall	Mississippi	13884
28149	Warren	Mississippi	44722
28151	Washington	Mississippi	44922
28153	Wayne	Mississippi	19779
28155	Webster	Mississippi	9926
28157	Wilkinson	Mississippi	8587
28159	Winston	Mississippi	17714
28161	Yalobusha	Mississippi	12481
28163	Yazoo	Mississippi	26743
29001	Adair	Missouri	25314
29003	Andrew	Missouri	18135
29005	Atchison	Missouri	5305
29007	Audrain	Missouri	24962
29009	Barry	Missouri	34534
29011	Barton	Missouri	11637
29013	Bates	Missouri	16042
29015	Benton	Missouri	19394
29017	Bollinger	Missouri	10567
29019	Boone	Missouri	183610
29021	Buchanan	Missouri	84793
29023	Butler	Missouri	42130
29025	Caldwell	Missouri	8815
29027	Callaway	Missouri	44283
29029	Camden	Missouri	42745
29031	Cape Girardeau	Missouri	81710
29033	Carroll	Missouri	8495
29035	Carter	Missouri	5202
29037	Cass	Missouri	107824
29039	Cedar	Missouri	14188
29041	Chariton	Missouri	7408
29043	Christian	Missouri	88842
29045	Clark	Missouri	6634
29047	Clay	Missouri	253335
29049	Clinton	Missouri	21184
29051	Cole	Missouri	77279
29053	Cooper	Missouri	17103
29055	Crawford	Missouri	23056
29057	Dade	Missouri	7569
29059	Dallas	Missouri	17071
29061	Daviess	Missouri	8430
29063	DeKalb	Missouri	11029
29065	Dent	Missouri	14421
29067	Douglas	Missouri	11578
29069	Dunklin	Missouri	28283
29071	Franklin	Missouri	104682
29073	Gasconade	Missouri	14794
29075	Gentry	Missouri	6162
29077	Greene	Missouri	298915
29079	Grundy	Missouri	9808
29081	Harrison	Missouri	8157
29083	Henry	Missouri	21946
29085	Hickory	Missouri	8279
29087	Holt	Missouri	4223
29089	Howard	Missouri	10151
29091	Howell	Missouri	39750
29093	Iron	Missouri	9537
29095	Jackson	Missouri	717204
29097	Jasper	Missouri	122761
29099	Jefferson	Missouri	226739
29101	Johnson	Missouri	54013
29103	Knox	Missouri	3744
29105	Laclede	Missouri	36039
29107	Lafayette	Missouri	32984
29109	Lawrence	Missouri	38001
29111	Lewis	Missouri	10032
29113	Lincoln	Missouri	59574
29115	Linn	Missouri	11874
29117	Livingston	Missouri	14557
29119	McDonald	Missouri	23303
29121	Macon	Missouri	15209
29123	Madison	Missouri	12626
29125	Maries	Missouri	8432
29127	Marion	Missouri	28525
29129	Mercer	Missouri	3538
29131	Miller	Missouri	24722
29133	Mississippi	Missouri	12577
29135	Moniteau	Missouri	15473
29137	Monroe	Missouri	8666
29139	Montgomery	Missouri	11322
29141	Morgan	Missouri	21006
29143	New Madrid	Missouri	16434
29145	Newton	Missouri	58648
29147	Nodaway	Missouri	21241
29149	Oregon	Missouri	8635
29151	Osage	Missouri	13274
29153	Ozark	Missouri	8553
29155	Pemiscot	Missouri	15661
29157	Perry	Missouri	18956
29159	Pettis	Missouri	42980
29161	Phelps	Missouri	44638
29163	Pike	Missouri	17587
29165	Platte	Missouri	106718
29167	Polk	Missouri	31519
29169	Pulaski	Missouri	53955
29171	Putnam	Missouri	4681
29173	Ralls	Missouri	10355
29175	Randolph	Missouri	24716
29177	Ray	Missouri	23158
29179	Reynolds	Missouri	6096
29181	Ripley	Missouri	10679
29183	St. Charles	Missouri	405262
29185	St. Clair	Missouri	9284
29186	Ste. Genevieve	Missouri	18479
29187	St. Francois	Missouri	66922
29189	St. Louis	Missouri	1004125
29195	Saline	Missouri	23333
29197	Schuyler	Missouri	4032
29199	Scotland	Missouri	4716
29201	Scott	Missouri	38059
29203	Shannon	Missouri	7031
29205	Shelby	Missouri	6103
29207	Stoddard	Missouri	28672
29209	Stone	Missouri	31076
29211	Sullivan	Missouri	5999
29213	Taney	Missouri	56066
29215	Texas	Missouri	24487
29217	Vernon	Missouri	19707
29219	Warren	Missouri	35532
29221	Washington	Missouri	23514
29223	Wayne	Missouri	10974
29225	Webster	Missouri	39085
29227	Worth	Missouri	1973
29229	Wright	Missouri	18188
29510	St. Louis	Missouri	301578
30001	Beaverhead	Montana	9371
30003	Big Horn	Montana	13124
30005	Blaine	Montana	7044
30007	Broadwater	Montana	6774
30009	Carbon	Montana	10473
30011	Carter	Montana	1415
30013	Cascade	Montana	84414
30015	Chouteau	Montana	5895
30017	Custer	Montana	11867
30019	Daniels	Montana	1661
30021	Dawson	Montana	8940
30023	Deer Lodge	Montana	9421
30025	Fallon	Montana	3049
30027	Fergus	Montana	11446
30029	Flathead	Montana	104357
30031	Gallatin	Montana	118960
30033	Garfield	Montana	1173
30035	Glacier	Montana	13778
30037	Golden Valley	Montana	823
30039	Granite	Montana	3309
30041	Hill	Montana	16309
30043	Jefferson	Montana	12085
30045	Judith Basin	Montana	2023
30047	Lake	Montana	31134
30049	Lewis and Clark	Montana	70973
30051	Liberty	Montana	1959
30053	Lincoln	Montana	19677
30055	McCone	Montana	1729
30057	Madison	Montana	8623
30059	Meagher	Montana	1927
30061	Mineral	Montana	4535
30063	Missoula	Montana	117922
30065	Musselshell	Montana	4730
30067	Park	Montana	17191
30069	Petroleum	Montana	496
30071	Phillips	Montana	4217
30073	Pondera	Montana	5898
30075	Powder River	Montana	1694
30077	Powell	Montana	6946
30079	Prairie	Montana	1088
30081	Ravalli	Montana	44174
30083	Richland	Montana	11491
30085	Roosevelt	Montana	10794
30087	Rosebud	Montana	8329
30089	Sanders	Montana	12400
30091	Sheridan	Montana	3539
30093	Silver Bow	Montana	35133
30095	Stillwater	Montana	8963
30097	Sweet Grass	Montana	3678
30099	Teton	Montana	6226
30101	Toole	Montana	4971
30103	Treasure	Montana	762
30105	Valley	Montana	7578
30107	Wheatland	Montana	2069
30109	Wibaux	Montana	937
30111	Yellowstone	Montana	164731
31001	Adams	Nebraska	31205
31003	Antelope	Nebraska	6295
31005	Arthur	Nebraska	434
31007	Banner	Nebraska	674
31009	Blaine	Nebraska	431
31011	Boone	Nebraska	5379
31013	Box Butte	Nebraska	10842
31015	Boyd	Nebraska	1810
31017	Brown	Nebraska	2903
31019	Buffalo	Nebraska	50084
31021	Burt	Nebraska	6722
31023	Butler	Nebraska	8369
31025	Cass	Nebraska	26598
31027	Cedar	Nebraska	8380
31029	Chase	Nebraska	3893
31031	Cherry	Nebraska	5455
31033	Cheyenne	Nebraska	9468
31035	Clay	Nebraska	6104
31037	Colfax	Nebraska	10582
31039	Cuming	Nebraska	9013
31041	Custer	Nebraska	10545
31043	Dakota	Nebraska	21582
31045	Dawes	Nebraska	8199
31047	Dawson	Nebraska	24111
31049	Deuel	Nebraska	1838
31051	Dixon	Nebraska	5606
31053	Dodge	Nebraska	37167
31055	Douglas	Nebraska	584526
31057	Dundy	Nebraska	1654
31059	Fillmore	Nebraska	5551
31061	Franklin	Nebraska	2889
31063	Frontier	Nebraska	2519
31065	Furnas	Nebraska	4636
31067	Gage	Nebraska	21704
31069	Garden	Nebraska	1874
31071	Garfield	Nebraska	1813
31073	Gosper	Nebraska	1893
31075	Grant	Nebraska	611
31077	Greeley	Nebraska	2188
31079	Hall	Nebraska	62895
31081	Hamilton	Nebraska	9429
31083	Harlan	Nebraska	3073
31085	Hayes	Nebraska	856
31087	Hitchcock	Nebraska	2616
31089	Holt	Nebraska	10127
31091	Hooker	Nebraska	711
31093	Howard	Nebraska	6475
31095	Jefferson	Nebraska	7240
31097	Johnson	Nebraska	5290
31099	Kearney	Nebraska	6688
31101	Keith	Nebraska	8335
31103	Keya Paha	Nebraska	769
