BUYER_DEA_NO	BUYER	CITY	ST	FIPS	ACT	REPORTER_DEA_NO	REPORTER	FAMILY	RCITY	RST	RACT	DU	O30	Y0	Y1	N
BF7512824	FOOD CITY PHARMACY #673	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1104800.0	250800.0	2006	2012	2645
FF1127732	FOOD CITY PHARMACY #650	LENOIR CITY	TN	47105	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	443800.0	134700.0	2008	2012	1136
BT9769778	TARGET STORES A DIV. OF TARGET CORP.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	562110.0	53800.0	2006	2012	2022
FW2137190	WALGREEN CO.	CORRYTON	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	272600.0	0.0	2010	2012	898
BW2932134	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	1914400.0	0.0	2008	2012	3544
BW1568065	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	80500.0	11800.0	2006	2007	265
BH0688791	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	288730.0	61300.0	2006	2012	1180
FR2113265	RIGGS DRUG STORE	POWELL	TN	47093	RETAIL PHARMACY	RH0347282	H. D. SMITH WHOLESALE DRUG	H. D. Smith	LOUISVILLE	KY	DISTRIBUTOR	107860.0	26800.0	2011	2012	335
BW5384968	WAL-MART PHARMACY 10-1320	KNOXVILLE (SE)	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	714500.0	0.0	2007	2012	3967
BW5384944	WAL-MART PHARMACY 10-1318	KNOXVILLE (NW)	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	821900.0	0.0	2007	2012	4193
FF1127732	FOOD CITY PHARMACY #650	LENOIR CITY	TN	47105	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	23000.0	8300.0	2012	2012	57
AH1685176	SUMMIT VIEW PHARMACY SERVICES, INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	72000.0	1300.0	2006	2006	208
BF7403950	FOOD CITY PHARMACY #891	BIG STONE GAP	VA	51195	CHAIN PHARMACY	RA0289000	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	GLEN ALLEN	VA	DISTRIBUTOR	1583900.0	15100.0	2006	2012	2503
BF9322443	FOOD CITY PHARMACY #475	PIKEVILLE	KY	21195	CHAIN PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	82100.0	4100.0	2006	2006	235
BF6964298	FOOD CITY PHARMACY #821	BRISTOL	VA		CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	33000.0	400.0	2012	2012	61
BF8443703	FOOD CITY PHARMACY # 614	NEWPORT	TN	47029	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	68200.0	3000.0	2009	2011	172
BS6751297	SAM'S PHARMACY 10-8256	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	98100.0	0.0	2006	2007	598
BF6468878	FOOD CITY PHARMACY #642	OLIVER SPRINGS	TN	47145	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	2172200.0	380300.0	2006	2012	5079
AR5031466	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	720800.0	154200.0	2006	2012	1717
BW2111742	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	1659500.0	0.0	2008	2012	3440
FF1280089	FOOD CITY PHARMACY # 616	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	98100.0	59900.0	2012	2012	122
BF7512824	FOOD CITY PHARMACY #673	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	17500.0	0.0	2006	2007	34
AW1583168	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	289800.0	0.0	2008	2012	1127
BB8876142	BEVERLY PARK PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PS0001723	SMITH DRUG COMPANY	Smith Drug Company	SPARTANBURG	SC	DISTRIBUTOR	30150.0	200.0	2007	2007	66
BF6310003	FOOD CITY PHARMACY #865	GALAX	VA	51640	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	17200.0	0.0	2006	2010	25
FG2479827	GENOA HEALTHCARE OF TENNESSEE, LLC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	20390.0	2200.0	2011	2012	139
FF1127732	FOOD CITY PHARMACY #650	LENOIR CITY	TN	47105	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	103700.0	62400.0	2009	2011	103
BF6468878	FOOD CITY PHARMACY #642	OLIVER SPRINGS	TN	47145	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	47200.0	4900.0	2012	2012	165
BF7000514	FOOD CITY PHARMACY #603	CHURCH HILL	TN	47073	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	17100.0	0.0	2006	2011	32
BF8112524	FOOD CITY PHARMACY #630	DANDRIDGE	TN	47089	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	31700.0	4200.0	2012	2012	81
BK6048044	FOOD CITY PHARMACY #605	KINGSPORT	TN	47163	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	94800.0	300.0	2009	2011	173
BF8112524	FOOD CITY PHARMACY #630	DANDRIDGE	TN	47089	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	20600.0	0.0	2006	2006	40
FF0997114	FOOD CITY PHARMACY #680	MAYNARDVILLE	TN	47173	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	7100.0	600.0	2012	2012	29
BC3865017	CLENS PHARMACY II	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	81460.0	0.0	2006	2007	58
BF8273485	FOOD CITY PHARMACY #601	JOHNSON CITY	TN	47179	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	34700.0	6400.0	2009	2011	85
BF6852087	FOOD CITY PHARMACY #641	JOHNSON CITY	TN	47179	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	81200.0	0.0	2009	2011	166
BF8273485	FOOD CITY PHARMACY #601	JOHNSON CITY	TN	47179	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	17100.0	800.0	2012	2012	49
FF2469561	FOOD CITY PHARMACY #657	KINGSPORT	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	9100.0	200.0	2012	2012	39
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0188981	QUEST PHARMACEUTICALS INC	Quest Pharmaceuticals Inc	MURRAY	KY	DISTRIBUTOR	7200.0	0.0	2011	2012	6
BN0742331	NORWOOD PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	9100.0	0.0	2006	2009	13
BF6689698	FOOD CITY PHARMACY #898	WISE	VA	51195	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	13830.0	0.0	2006	2010	21
BD1649978	DISNEY PHARMACY SERVICES	POWELL	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	4242880.0	1884100.0	2006	2012	4656
AK2873291	KROGER PHARMACY #506	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	308000.0	90500.0	2006	2012	934
FF1127744	FOOD CITY PHARMACY #654	CLINTON	TN	47001	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	36100.0	5800.0	2009	2011	102
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	1056260.0	0.0	2006	2007	181
BW0315677	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	184800.0	32900.0	2006	2007	507
BM6231916	MUGFORD PHARMACY INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	571890.0	0.0	2006	2007	471
BH0688789	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	994800.0	0.0	2006	2012	2297
BW1568065	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	883800.0	0.0	2008	2012	2635
BO5947443	CONTINUUM RX INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	11600.0	1200.0	2006	2009	85
BL8436784	LOBOS ACQUISTION LLC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RH0272928	HEARTLAND REPACK SERVICES	Heartland Repack Services	TOLEDO	OH	DISTRIBUTOR	105220.0	0.0	2006	2006	49
BF9159890	FOOD CITY PHARMACY #458	PIKEVILLE	KY	21195	CHAIN PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	63800.0	0.0	2006	2006	134
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0188981	QUEST PHARMACEUTICALS INC	Quest Pharmaceuticals Inc	MURRAY	KY	DISTRIBUTOR	551070.0	600.0	2009	2012	432
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	36800.0	30000.0	2009	2011	19
AK2618063	KROGER PHARMACY #513	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	6300.0	0.0	2006	2006	40
BF9927988	FOOD CITY PHARMACY #827	CEDAR BLUFF	VA	51185	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	8400.0	500.0	2012	2012	28
BF3151747	FARRAGUT PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	37500.0	0.0	2006	2009	133
BK0315944	KROGER PHARMACY #867	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	84800.0	8900.0	2006	2009	385
BB6174560	BI-LO, # 372	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	7700.0	700.0	2006	2006	44
BF7148112	FOOD CITY PHARMACY #656	CROSSVILLE	TN	47035	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	41200.0	5400.0	2012	2012	62
FP3325277	PUBLIX TENNESSEE, LLC	KNOXVILLE	TN	47093	CHAIN PHARMACY	RP0331924	PUBLIX SUPER MARKETS, INC.	Publix Super Markets, Inc.	ORLANDO	FL	DISTRIBUTOR	7700.0	0.0	2012	2012	22
BW2111742	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	117700.0	12500.0	2006	2007	388
BF8673940	FOOD CITY PHARMACY #651	MARYVILLE	TN	47009	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	15400.0	7600.0	2012	2012	28
BF7440150	FOOD CITY PHARMACY #604	NEWPORT	TN	47029	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	25600.0	1000.0	2006	2009	46
FP2358895	PHARM DAX  LLC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	700.0	0.0	2011	2012	4
FW2137190	WALGREEN CO.	CORRYTON	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	4100.0	700.0	2010	2012	29
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0186014	AUBURN PHARMACEUTICAL	Auburn Pharmaceutical	TROY	MI	DISTRIBUTOR	1000.0	0.0	2012	2012	3
AK1048924	K MART PHARMACY #7460	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	700.0	0.0	2011	2012	3
BS9884013	SUMMIT VIEW PHARMACY SERVICES, INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	5600.0	500.0	2010	2012	8
BN0742331	NORWOOD PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0186014	AUBURN PHARMACEUTICAL	Auburn Pharmaceutical	TROY	MI	DISTRIBUTOR	4500.0	0.0	2011	2011	4
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RK0236403	KEYSOURCE MEDICAL	KeySource Medical	CINCINNATI	OH	DISTRIBUTOR	9600.0	3600.0	2009	2011	7
AR2166660	TENNESSEE CVS PHARMACY, L.L.C.	FARRAGUT	TN	47093	CHAIN PHARMACY	RS0230778	CAPITAL RETURNS, INC.	Capital Returns, Inc.	MILWAUKEE	WI	REVERSE DISTRIB	74.0	0.0	2011	2011	1
BF8443703	FOOD CITY PHARMACY # 614	NEWPORT	TN	47029	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	1300.0	0.0	2009	2009	3
BT7638060	TARGET STORES A DIV.OF TARGET CORP.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	500.0	0.0	2012	2012	1
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	500.0	0.0	2012	2012	1
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0186014	AUBURN PHARMACEUTICAL	Auburn Pharmaceutical	TROY	MI	DISTRIBUTOR	1500.0	0.0	2006	2009	2
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	1000.0	0.0	2006	2006	1
BF7399389	FOOD CITY PHARMACY #631	ELIZABETHTON	TN	47019	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	668900.0	8900.0	2006	2012	2067
BF7399531	FOOD CITY PHARMACY #644	SEYMOUR	TN	47155	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	26200.0	9800.0	2012	2012	66
FM1205269	MAC'S PHARMACY #2, LLC	POWELL	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	882260.0	195600.0	2009	2012	2673
BW5154632	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	106100.0	24400.0	2006	2007	393
BF7000514	FOOD CITY PHARMACY #603	CHURCH HILL	TN	47073	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1945700.0	86800.0	2006	2012	4402
AW1583168	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	243500.0	16600.0	2006	2012	1023
FF0099057	FOOD CITY PHARMACY #615	JEFFERSON CITY	TN	47089	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	322800.0	42100.0	2007	2012	1030
BW3937010	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	1795500.0	369000.0	2006	2012	4050
BR5139375	TENNESSEE CVS PHARMACY, L.L.C.	CORRYTON	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	647400.0	84700.0	2006	2012	931
BI7331185	INGLES MARKETS PHARMACY #304	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1403800.0	356400.0	2006	2012	6092
BF6256413	FOOD CITY PHARMACY #852	BLUEFIELD	VA	51185	CHAIN PHARMACY	RA0289000	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	GLEN ALLEN	VA	DISTRIBUTOR	1235700.0	19000.0	2006	2012	2725
BT7638060	TARGET STORES A DIV.OF TARGET CORP.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	509650.0	32700.0	2006	2012	1971
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	6236150.0	2116380.0	2006	2012	10123
BF6412833	FOOD CITY PHARMACY #607	MORRISTOWN	TN	47063	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	767400.0	160200.0	2006	2012	2472
BF8112524	FOOD CITY PHARMACY #630	DANDRIDGE	TN	47089	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1231900.0	211000.0	2006	2012	3611
BF7000526	FOOD CITY PHARMACY #674	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	20617000.0	13235200.0	2006	2012	5376
BF8998087	FOOD CITY PHARMACY #670	GRAY	TN	47179	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	3600.0	0.0	2009	2011	18
BW0315677	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	2445660.0	0.0	2008	2012	3651
BK6168036	FOOD CITY PHARMACY #859	PULASKI	VA	51155	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	15000.0	300.0	2012	2012	46
BR3546972	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1353500.0	0.0	2006	2012	2570
AB1378365	MERCY MEDICAL CENTER EMPLOYEE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	551100.0	128400.0	2006	2012	2222
BW8827466	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	641500.0	39300.0	2006	2012	2202
BW5385047	WAL-MART PHARMACY 10-2310	KNOXVILLE (E)	TN	47093	CHAIN PHARMACY	RW0282145	WAL-MART PHARMACY WHSE #45	Wal-Mart	ROGERS	AR	DISTRIBUTOR	546900.0	136100.0	2006	2012	1538
BF9074472	FOOD CITY PHARMACY #471	PRESTONSBURG	KY	21071	CHAIN PHARMACY	RA0314562	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	LOCKBOURNE	OH	DISTRIBUTOR	394700.0	5400.0	2006	2012	1151
BK9019717	PHARMERICA	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0289074	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	ANTIOCH	TN	DISTRIBUTOR	563000.0	4800.0	2006	2006	1171
BW6210378	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	638700.0	59500.0	2006	2012	2326
BF8530621	FOOD CITY PHARMACY #860	DAMASCUS	VA	51191	CHAIN PHARMACY	RA0289000	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	GLEN ALLEN	VA	DISTRIBUTOR	809120.0	27800.0	2006	2012	2339
FF1186875	FOOD CITY PHARMACY # 699	PINEY FLATS	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	144800.0	600.0	2008	2012	535
BF9887211	FOOD CITY PHARMACY #687	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	607800.0	199200.0	2006	2012	1544
BW8827466	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	24200.0	2000.0	2006	2012	145
BS6751297	SAM'S PHARMACY 10-8256	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	33390.0	16500.0	2006	2012	201
BW5154632	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	68230.0	11100.0	2006	2012	432
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RH0347282	H. D. SMITH WHOLESALE DRUG	H. D. Smith	LOUISVILLE	KY	DISTRIBUTOR	151380.0	74800.0	2011	2012	413
BW6210378	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	66800.0	12800.0	2006	2007	295
BW7066500	WAL-MART PHARMACY 10-2932	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	60180.0	6200.0	2006	2012	253
FF0218126	FOOD CITY PHARMACY #676	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	254100.0	24600.0	2008	2011	504
BF8698776	FOOD CITY PHARMACY 640	JONESBOROUGH	TN	47179	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	106900.0	0.0	2009	2011	323
BF9481944	FOOD CITY PHARMACY #672	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	20400.0	8100.0	2012	2012	49
BF7148047	FOOD CITY PHARMACY #669	BLOUNTVILLE	TN	47163	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	38800.0	0.0	2009	2011	80
